village_code,village_name,subdistrict,latitude,longitude,pct_forest,pct_barren_uncultivable,pct_pastures,elevation_m_EXTERNAL_TOFILL,slope_deg_EXTERNAL_TOFILL,aspect_deg_EXTERNAL_TOFILL,geology_lithology_EXTERNAL_TOFILL,soil_type_EXTERNAL_TOFILL,lineament_density_EXTERNAL_TOFILL,geomorphology_class_EXTERNAL_TOFILL,rainfall_annual_mm_EXTERNAL_TOFILL,drainage_density_km_per_km2_EXTERNAL_TOFILL,historical_landslide_present_EXTERNAL_TOFILL,landslide_susceptibility_score_TARGET,slope_radians,landslide_exposure,slope_risk_class,total_population,total_households,sc_st_population_share_pct,population_density_per_ha,geo_area_ha,pct_net_sown,irrigation_coverage_pct,road_connectivity_score,drainage_quality_score,nearest_town_dist_km,slope_x_lineament,slope_x_rain,elevation_x_slope,drainage_x_slope,bare_slope_risk,forest_protection,rain_per_slope
521204,Hirjipura,Karjan,21.896063,73.215054,0.0,13.91,5.3,95.0,12.6,145.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.11,Alluvial Plain / Valley Fill,1100.2,0.0,0,0.607,0.2199114857512855,607.0,Gentle,212.0,55.0,58.49,1.395,152.0,74.17,79.46,1,0,23.0,13.986,13862.52,1197.0,0.0,175.266,0.0,86.62992125984253
521201,Rarod,Karjan,21.873413,73.196423,0.0,2.66,6.31,87.5,11.25,130.0,Quaternary Alluvium,Deep Black Cotton Soil,1.0,Alluvial Plain / Valley Fill,1057.0,0.05,0,0.57,0.196349540849362,570.0,Gentle,1335.0,313.0,53.26,1.943,687.0,81.91,85.62,2,0,8.0,11.25,11891.25,984.375,0.5625,29.925,0.0,93.12775330396477
521200,Oz,Karjan,21.87564,73.180678,0.0,13.61,3.77,95.0,12.6,145.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.11,Alluvial Plain / Valley Fill,1093.0,0.0,0,0.606,0.2199114857512855,606.0,Gentle,1616.0,341.0,46.35,1.758,919.0,73.19,71.39,2,1,12.0,13.986,13771.8,1197.0,0.0,171.486,0.0,86.06299212598425
521205,Bakapur,Karjan,21.890455,73.218039,0.0,12.9,4.84,100.0,13.5,156.0,Deccan Trap Basalt,Deep Black Cotton Soil,1.18,Alluvial Plain / Valley Fill,1094.8,0.0,0,0.627,0.2356194490192344,627.0,Gentle,114.0,24.0,79.82,0.613,186.0,75.27,67.86,1,1,23.0,15.93,14779.8,1350.0,0.0,174.15,0.0,80.5
521208,Malod,Karjan,21.875783,73.219811,0.0,1.64,4.37,100.0,13.5,156.0,Deccan Trap Basalt,Deep Black Cotton Soil,1.18,Alluvial Plain / Valley Fill,1091.2,0.0,0,0.626,0.2356194490192344,626.0,Gentle,587.0,115.0,13.63,3.413,172.0,80.87,32.43,1,0,20.0,15.93,14731.2,1350.0,0.0,22.139999999999997,0.0,80.23529411764706
521207,Sayar,Karjan,21.857272,73.234331,0.0,27.85,3.22,100.0,13.5,156.0,Deccan Trap Basalt,Deep Black Cotton Soil,1.18,Alluvial Plain / Valley Fill,1121.8,0.001,0,0.631,0.2356194490192344,631.0,Gentle,2364.0,491.0,16.07,2.926,808.0,66.71,92.76,2,1,15.0,15.93,15144.3,1350.0,0.0135,375.975,0.0,82.48529411764706
521209,Sagdol,Karjan,21.861315,73.214469,0.0,15.6,1.6,95.0,12.6,145.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.11,Alluvial Plain / Valley Fill,1091.2,0.0,0,0.606,0.2199114857512855,606.0,Gentle,1022.0,231.0,55.77,2.044,500.0,82.2,80.78,2,1,15.0,13.986,13749.12,1197.0,0.0,196.56,0.0,85.92125984251969
521210,Pura,Karjan,21.84658,73.185721,0.0,0.35,3.32,102.5,14.4,166.4,Deccan Trap Basalt,Deep Black Cotton Soil,1.25,Alluvial Plain / Valley Fill,1112.8,0.0,0,0.65,0.2513274122871834,650.0,Gentle,1149.0,239.0,48.74,2.082,552.0,69.76,100.0,2,0,16.0,18.0,16024.32,1476.0,0.0,5.04,0.0,76.7448275862069
521213,Nani Koral,Karjan,21.836794,73.222085,0.0,16.41,4.77,105.0,14.4,166.4,Deccan Trap Basalt,Deep Black Cotton Soil,1.25,Alluvial Plain / Valley Fill,1094.8,0.001,0,0.647,0.2513274122871834,647.0,Gentle,723.0,157.0,47.72,1.38,524.0,77.29,100.0,1,1,16.0,18.0,15765.119999999999,1512.0,0.014400000000000001,236.304,0.0,75.50344827586207
521211,Moti Koral,Karjan,21.835705,73.206877,0.0,12.02,3.12,100.0,13.5,156.0,Deccan Trap Basalt,Deep Black Cotton Soil,1.18,Alluvial Plain / Valley Fill,1112.8,0.001,0,0.629,0.2356194490192344,629.0,Gentle,2809.0,602.0,7.19,4.168,674.0,78.49,100.0,2,0,15.0,15.93,15022.8,1350.0,0.0135,162.26999999999998,0.0,81.82352941176471
521235,Mota Karala,Sinor,21.985864,73.394809,0.0,0.55,2.98,102.5,13.95,161.2,Deccan Trap Basalt,Deep Black Cotton Soil,1.22,Alluvial Plain / Valley Fill,1094.8,0.05,0,0.638,0.2434734306532089,638.0,Gentle,1932.0,460.0,72.15,2.128,908.0,85.56,77.32,2,2,15.0,17.019,15272.46,1429.875,0.6975,7.6725,0.0,77.92170818505339
521236,Simli,Sinor,21.984892,73.361907,0.0,0.59,4.98,97.5,13.5,156.0,Deccan Trap Basalt,Deep Black Cotton Soil,1.18,Alluvial Plain / Valley Fill,1103.8,0.0,0,0.628,0.2356194490192344,628.0,Gentle,1695.0,377.0,61.06,2.008,844.0,86.02,95.04,3,2,18.0,15.93,14901.3,1316.25,0.0,7.965,0.0,81.16176470588235
521229,Utraj,Sinor,21.982802,73.275034,0.0,0.89,2.66,102.5,13.95,161.2,Deccan Trap Basalt,Deep Black Cotton Soil,1.22,Alluvial Plain / Valley Fill,1096.6,0.0,0,0.638,0.2434734306532089,638.0,Gentle,1851.0,431.0,33.55,2.738,676.0,93.35,87.03,3,2,10.0,17.019,15297.569999999998,1429.875,0.0,12.4155,0.0,78.04982206405694
521238,Tersa,Sinor,21.979599,73.329423,0.0,0.32,6.01,107.5,14.85,171.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.29,Alluvial Plain / Valley Fill,1100.2,0.001,0,0.659,0.2591813939211579,659.0,Gentle,761.0,166.0,53.35,2.408,316.0,82.59,96.17,2,1,25.0,19.1565,16337.970000000001,1596.375,0.01485,4.752,0.0,73.59197324414717
521239,Manjrol,Sinor,21.958358,73.313963,0.0,1.96,4.24,97.5,13.05,150.8,Deccan Trap Basalt,Deep Black Cotton Soil,1.14,Alluvial Plain / Valley Fill,1098.4,0.0,0,0.617,0.22776546738526,617.0,Gentle,1903.0,415.0,29.16,2.068,920.0,85.0,94.25,2,0,28.0,14.876999999999999,14334.120000000003,1272.375,0.0,25.578,0.0,83.52851711026616
521237,Kukas,Sinor,21.968984,73.339508,0.0,1.03,3.33,100.0,13.05,150.8,Deccan Trap Basalt,Deep Black Cotton Soil,1.14,Alluvial Plain / Valley Fill,1103.8,0.0,0,0.617,0.22776546738526,617.0,Gentle,1885.0,423.0,31.25,2.417,780.0,90.0,97.44,2,2,25.0,14.876999999999999,14404.59,1305.0,0.0,13.441500000000001,0.0,83.93916349809885
521228,Bavaliya,Sinor,21.972337,73.245191,0.0,3.99,4.45,92.5,12.15,140.4,Deccan Trap Basalt,Deep Black Cotton Soil,1.07,Alluvial Plain / Valley Fill,1094.8,0.002,0,0.596,0.212057504117311,596.0,Gentle,851.0,184.0,55.46,1.351,630.0,81.87,75.05,2,0,10.0,13.0005,13301.82,1123.875,0.024300000000000002,48.478500000000004,0.0,89.37142857142857
521244,Mota Fofaliya,Sinor,21.962219,73.372037,0.0,1.38,5.51,105.0,14.4,166.4,Deccan Trap Basalt,Deep Black Cotton Soil,1.25,Alluvial Plain / Valley Fill,1100.2,0.0,0,0.648,0.2513274122871834,648.0,Gentle,2235.0,549.0,50.78,2.37,943.0,83.58,97.47,3,2,20.0,18.0,15842.880000000001,1512.0,0.0,19.872,0.0,75.87586206896552
521241,Diver,Sinor,21.948215,73.272071,0.0,10.7,5.1,107.5,14.85,171.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.29,Alluvial Plain / Valley Fill,1087.6,0.001,0,0.657,0.2591813939211579,657.0,Gentle,1252.0,298.0,48.8,1.276,981.0,77.17,100.0,2,1,25.0,19.1565,16150.859999999999,1596.375,0.01485,158.89499999999998,0.0,72.74916387959865
521240,Mindhol,Sinor,21.952392,73.295069,0.0,1.64,5.7,105.0,12.6,145.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.11,Alluvial Plain / Valley Fill,1085.8,0.001,0,0.605,0.2199114857512855,605.0,Gentle,1517.0,317.0,21.29,1.662,913.0,88.39,93.43,3,2,24.0,13.986,13681.08,1323.0,0.0126,20.663999999999998,0.0,85.49606299212599
521249,Kanjetha,Sinor,21.945834,73.354149,0.0,11.54,4.55,97.5,13.05,150.8,Deccan Trap Basalt,Deep Black Cotton Soil,1.14,Alluvial Plain / Valley Fill,1091.2,0.001,0,0.616,0.22776546738526,616.0,Gentle,786.0,193.0,47.07,0.872,901.0,79.69,91.09,3,0,23.0,14.876999999999999,14240.160000000002,1272.375,0.01305,150.597,0.0,82.9809885931559
521253,Zanzad,Sinor,21.934401,73.397659,0.0,16.37,5.22,105.0,14.4,166.4,Deccan Trap Basalt,Deep Black Cotton Soil,1.25,Alluvial Plain / Valley Fill,1102.0,0.0,0,0.648,0.2513274122871834,648.0,Gentle,1418.0,362.0,43.58,1.682,843.0,74.5,65.39,2,1,23.0,18.0,15868.800000000001,1512.0,0.0,235.728,0.0,76.0
521248,Ambali,Sinor,21.941445,73.383561,0.0,7.9,4.57,110.0,15.3,176.8,Deccan Trap Basalt,Deep Black Cotton Soil,1.32,Structural/Denudational Hill,1103.8,0.0,0,0.669,0.2670353755551324,669.0,Moderate,765.0,191.0,59.22,1.587,482.0,83.37,77.56,2,2,25.0,20.196,16888.14,1683.0,0.0,120.87,0.0,71.67532467532467
521243,Damapura,Sinor,21.938019,73.340071,0.0,9.89,5.05,102.5,13.95,161.2,Deccan Trap Basalt,Deep Black Cotton Soil,1.22,Alluvial Plain / Valley Fill,1096.6,0.001,0,0.638,0.2434734306532089,638.0,Gentle,692.0,159.0,42.34,1.524,454.0,78.24,81.74,3,0,24.0,17.019,15297.569999999998,1429.875,0.013949999999999999,137.9655,0.0,78.04982206405694
521242,Surasamal,Sinor,21.935182,73.299184,0.0,7.76,4.87,95.0,12.6,145.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.11,Alluvial Plain / Valley Fill,1082.2,0.0,0,0.605,0.2199114857512855,605.0,Gentle,1982.0,407.0,32.19,1.787,1109.0,83.48,100.0,3,2,25.0,13.986,13635.72,1197.0,0.0,97.776,0.0,85.21259842519686
521250,Sinor,Sinor,21.913786,73.32889,0.0,0.0,5.93,102.5,13.95,161.2,Deccan Trap Basalt,Deep Black Cotton Soil,1.22,Alluvial Plain / Valley Fill,1102.0,0.0,0,0.639,0.2434734306532089,639.0,Gentle,8041.0,1806.0,24.35,4.964,1620.0,70.37,82.72,3,1,27.0,17.019,15372.9,1429.875,0.0,0.0,0.0,78.43416370106762
521251,Mandva,Sinor,21.916101,73.302506,0.0,11.78,5.57,112.5,15.75,182.0,Deccan Trap Basalt,Deep Black Cotton Soil,1.36,Structural/Denudational Hill,1089.4,0.0,0,0.678,0.2748893571891069,678.0,Moderate,1756.0,351.0,23.29,3.76,467.0,77.3,90.03,3,0,28.0,21.42,17158.050000000003,1771.875,0.0,185.535,0.0,68.73186119873817
521252,Malsar,Sinor,21.900312,73.310124,0.0,15.35,5.45,117.5,16.2,187.2,Deccan Trap Basalt,Deep Black Cotton Soil,1.4,Structural/Denudational Hill,1105.6,0.0,0,0.691,0.2827433388230814,691.0,Moderate,2284.0,564.0,46.23,2.827,808.0,73.39,83.98,2,1,32.0,22.679999999999996,17910.719999999998,1903.5,0.0,248.67,0.0,67.82822085889569
521139,Bodaka,Karjan,22.051885,73.042031,0.0,1.39,4.02,97.5,13.05,150.8,Deccan Trap Basalt,Deep Black Cotton Soil,1.14,Alluvial Plain / Valley Fill,1103.8,0.0,0,0.617,0.22776546738526,617.0,Gentle,1292.0,291.0,31.81,2.091,618.0,85.14,63.64,2,0,12.0,14.876999999999999,14404.59,1272.375,0.0,18.139499999999998,0.0,83.93916349809885
521148,Juni Jitharadi,Karjan,22.036119,73.142535,0.0,1.23,4.69,105.0,14.4,166.4,Deccan Trap Basalt,Deep Black Cotton Soil,1.25,Alluvial Plain / Valley Fill,1114.6,0.001,0,0.65,0.2513274122871834,650.0,Gentle,1417.0,328.0,45.31,3.499,405.0,83.46,100.0,3,1,3.0,18.0,16050.24,1512.0,0.014400000000000001,17.712,0.0,76.86896551724138
521149,Miyagam,Karjan,22.024358,73.081515,0.0,3.22,1.01,95.0,12.6,145.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.11,Alluvial Plain / Valley Fill,1093.0,0.001,0,0.606,0.2199114857512855,606.0,Gentle,5416.0,1106.0,9.47,2.49,2175.0,91.45,62.85,3,1,3.0,13.986,13771.8,1197.0,0.0126,40.572,0.0,86.06299212598425
521147,Navi Jithardi,Karjan,22.033466,73.159902,0.0,1.44,5.42,107.5,14.85,171.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.29,Alluvial Plain / Valley Fill,1112.8,0.001,0,0.661,0.2591813939211579,661.0,Gentle,502.0,105.0,44.22,1.812,277.0,80.51,100.0,3,1,4.0,19.1565,16525.079999999998,1596.375,0.01485,21.384,0.0,74.43478260869566
521138,Sanpa,Karjan,22.034048,73.012524,0.0,1.01,3.85,90.0,11.7,135.2,Quaternary Alluvium,Deep Black Cotton Soil,1.04,Alluvial Plain / Valley Fill,1096.6,0.0,0,0.586,0.2042035224833365,586.0,Gentle,2120.0,449.0,40.05,1.941,1092.0,90.2,80.0,2,1,14.0,12.168,12830.219999999998,1053.0,0.0,11.817,0.0,92.9322033898305
521154,Bharthana,Karjan,22.010464,73.135645,0.0,0.8,4.62,100.0,13.5,156.0,Deccan Trap Basalt,Deep Black Cotton Soil,1.18,Alluvial Plain / Valley Fill,1098.4,0.001,0,0.627,0.2356194490192344,627.0,Gentle,1761.0,364.0,39.52,1.865,944.0,83.62,94.83,2,0,5.0,15.93,14828.400000000001,1350.0,0.0135,10.8,0.0,80.76470588235296
521037,Karnali,Dabhoi,21.984619,73.497232,0.0,15.24,11.32,90.0,11.7,135.2,Quaternary Alluvium,Deep Black Cotton Soil,1.04,Alluvial Plain / Valley Fill,1073.2,0.001,0,0.583,0.2042035224833365,583.0,Gentle,2084.0,470.0,47.36,1.857,1122.0,70.5,100.0,2,0,22.0,12.168,12556.44,1053.0,0.0117,178.308,0.0,90.9491525423729
521035,Bhimpura,Dabhoi,21.987198,73.436545,0.0,33.21,0.0,95.0,13.05,150.8,Deccan Trap Basalt,Deep Black Cotton Soil,1.14,Alluvial Plain / Valley Fill,1094.8,0.0,0,0.616,0.22776546738526,616.0,Gentle,232.0,63.0,84.05,0.847,274.0,66.06,100.0,2,0,22.0,14.876999999999999,14287.14,1239.75,0.0,433.39050000000003,0.0,83.25475285171102
521036,Nanderiya,Dabhoi,21.977089,73.428682,2.11,11.52,8.06,102.5,13.95,161.2,Deccan Trap Basalt,Deep Black Cotton Soil,1.22,Alluvial Plain / Valley Fill,1094.8,0.0,0,0.634,0.2434734306532089,634.0,Gentle,554.0,132.0,32.49,1.063,521.0,78.31,100.0,2,0,22.0,17.019,15272.46,1429.875,0.0,160.70399999999998,0.1501779359430605,77.92170818505339
521245,Bithali,Sinor,21.968351,73.408341,0.0,0.67,5.23,100.0,13.5,156.0,Deccan Trap Basalt,Deep Black Cotton Soil,1.18,Alluvial Plain / Valley Fill,1107.4,0.0,0,0.629,0.2356194490192344,629.0,Gentle,1045.0,256.0,53.3,1.762,593.0,85.33,80.24,2,2,20.0,15.93,14949.900000000001,1350.0,0.0,9.045,0.0,81.4264705882353
521246,Dariapura,Sinor,21.961805,73.426855,0.0,15.77,7.05,107.5,14.85,171.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.29,Alluvial Plain / Valley Fill,1093.0,0.0,0,0.658,0.2591813939211579,658.0,Gentle,315.0,80.0,62.54,1.312,240.0,69.71,51.79,2,0,15.0,19.1565,16231.05,1596.375,0.0,234.18449999999999,0.0,73.1103678929766
521247,Moletha,Sinor,21.942678,73.417418,0.0,27.53,3.59,105.0,14.4,166.4,Deccan Trap Basalt,Deep Black Cotton Soil,1.25,Alluvial Plain / Valley Fill,1075.0,0.001,0,0.645,0.2513274122871834,645.0,Gentle,1402.0,324.0,57.7,1.119,1253.0,65.36,59.83,2,2,20.0,18.0,15480.0,1512.0,0.014400000000000001,396.432,0.0,74.13793103448276
521254,Barkal,Sinor,21.926138,73.414838,0.0,32.64,2.78,115.0,16.2,187.2,Deccan Trap Basalt,Deep Black Cotton Soil,1.4,Structural/Denudational Hill,1094.8,0.001,0,0.689,0.2827433388230814,689.0,Moderate,1896.0,466.0,54.27,3.286,577.0,54.51,85.99,0,1,25.0,22.679999999999996,17735.76,1863.0,0.0162,528.768,0.0,67.16564417177914
521150,Mangrol,Karjan,22.010746,73.042253,0.0,9.57,4.17,95.0,12.6,145.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.11,Alluvial Plain / Valley Fill,1100.2,0.001,0,0.607,0.2199114857512855,607.0,Gentle,1485.0,316.0,45.05,1.672,888.0,85.47,65.88,3,0,9.0,13.986,13862.52,1197.0,0.0126,120.582,0.0,86.62992125984253
521153,Vadava,Karjan,22.016245,73.117332,0.0,1.69,4.73,97.5,13.05,150.8,Deccan Trap Basalt,Deep Black Cotton Soil,1.14,Alluvial Plain / Valley Fill,1102.0,0.001,0,0.617,0.22776546738526,617.0,Gentle,63.0,19.0,68.25,0.223,282.0,82.77,72.24,2,0,5.0,14.876999999999999,14381.1,1272.375,0.01305,22.0545,0.0,83.80228136882128
521155,Bharthali,Karjan,22.012236,73.158012,0.0,0.0,3.73,102.5,13.95,161.2,Deccan Trap Basalt,Deep Black Cotton Soil,1.22,Alluvial Plain / Valley Fill,1109.2,0.001,0,0.64,0.2434734306532089,640.0,Gentle,697.0,158.0,58.97,1.636,426.0,82.68,100.0,2,0,4.0,17.019,15473.34,1429.875,0.013949999999999999,0.0,0.0,78.94661921708186
521161,Sandarna,Karjan,22.009674,73.171879,0.0,0.35,5.3,107.5,14.85,171.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.29,Alluvial Plain / Valley Fill,1118.2,0.001,0,0.661,0.2591813939211579,661.0,Gentle,621.0,138.0,52.5,2.326,267.0,82.69,91.88,2,1,8.0,19.1565,16605.27,1596.375,0.01485,5.1975,0.0,74.79598662207358
521053,Majatan,Padra,22.200015,72.946778,1.1,1.1,3.29,100.0,13.5,156.0,Deccan Trap Basalt,Alluvial Loamy Soil,1.18,Alluvial Plain / Valley Fill,1116.4,0.0,0,0.628,0.2356194490192344,628.0,Gentle,3288.0,629.0,1.61,7.195,457.0,90.79,18.8,2,1,17.0,15.93,15071.400000000001,1350.0,0.0,14.850000000000001,0.08088235294117647,82.08823529411765
521068,Sandha,Padra,22.195533,72.9519,0.0,0.59,0.0,97.5,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1100.2,0.0,0,0.617,0.22776546738526,617.0,Gentle,2600.0,531.0,0.96,7.715,337.0,93.18,89.17,2,1,16.0,14.876999999999999,14357.61,1272.375,0.0,7.6995000000000005,0.0,83.66539923954373
521051,Dudhwada,Padra,22.188995,72.88756,0.0,0.0,2.44,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1085.8,0.001,0,0.585,0.2042035224833365,585.0,Gentle,1854.0,460.0,17.96,3.02,614.0,90.72,81.15,2,1,26.0,12.168,12703.859999999999,1053.0,0.0117,0.0,0.0,92.01694915254238
521069,Chitral,Padra,22.181074,72.94459,0.0,0.81,1.34,105.0,14.4,166.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.25,Alluvial Plain / Valley Fill,1112.8,0.001,0,0.65,0.2513274122871834,650.0,Gentle,1728.0,351.0,4.34,4.645,372.0,87.9,70.03,1,1,19.0,18.0,16024.32,1512.0,0.014400000000000001,11.664000000000001,0.0,76.7448275862069
521073,Gavasad,Padra,22.157491,72.945741,0.0,10.98,1.37,95.0,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1102.0,0.001,0,0.607,0.2199114857512855,607.0,Gentle,3613.0,780.0,9.38,3.815,947.0,87.54,91.07,3,1,18.0,13.986,13885.199999999999,1197.0,0.0126,138.348,0.0,86.7716535433071
521070,Brahmanvasi,Padra,22.156645,72.87854,0.0,1.02,3.05,95.0,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1084.0,0.001,0,0.605,0.2199114857512855,605.0,Gentle,2175.0,430.0,5.24,3.68,591.0,84.43,50.1,2,1,10.0,13.986,13658.4,1197.0,0.0126,12.852,0.0,85.35433070866142
521072,Gametha,Padra,22.158279,72.921893,0.0,3.79,0.58,95.0,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1093.0,0.002,0,0.606,0.2199114857512855,606.0,Gentle,3759.0,762.0,2.08,10.959,343.0,84.26,55.36,2,1,18.0,13.986,13771.8,1197.0,0.0252,47.754,0.0,86.06299212598425
521071,Masar,Padra,22.138,72.902181,0.0,0.96,1.98,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1080.4,0.001,0,0.594,0.212057504117311,594.0,Gentle,3552.0,764.0,11.97,2.61,1361.0,89.2,69.19,3,1,13.0,13.0005,13126.86,1123.875,0.012150000000000001,11.664,0.0,88.19591836734695
521089,Kural,Padra,22.135169,72.92693,0.0,12.12,1.07,95.0,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1091.2,0.001,0,0.606,0.2199114857512855,606.0,Gentle,2659.0,569.0,11.36,4.731,562.0,83.07,24.84,3,1,15.0,13.986,13749.12,1197.0,0.0126,152.712,0.0,85.92125984251969
521092,Pindapa,Padra,22.118469,72.939888,0.0,0.0,4.35,97.5,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1103.8,0.001,0,0.617,0.22776546738526,617.0,Gentle,1572.0,302.0,3.31,2.278,690.0,95.07,47.26,2,1,15.0,14.876999999999999,14404.59,1272.375,0.01305,0.0,0.0,83.93916349809885
521091,Abhor,Padra,22.113757,72.911893,8.28,1.07,4.67,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1085.8,0.001,0,0.582,0.212057504117311,582.0,Gentle,2304.0,472.0,8.2,3.076,749.0,84.11,53.97,3,1,13.0,13.0005,13192.47,1123.875,0.012150000000000001,13.0005,0.6759183673469388,88.63673469387754
521038,Mahmadpura,Padra,22.291407,72.940406,0.0,20.51,5.6,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1138.0,0.001,0,0.592,0.2042035224833365,592.0,Gentle,1481.0,323.0,1.35,1.438,1030.0,63.21,50.17,2,1,18.0,12.168,13314.599999999999,1053.0,0.0117,239.967,0.0,96.4406779661017
521047,Dabka,Padra,22.256706,72.942834,0.0,4.94,1.97,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1112.8,0.001,0,0.588,0.2042035224833365,588.0,Gentle,7345.0,1545.0,3.38,3.854,1906.0,50.05,64.2,2,1,15.0,12.168,13019.759999999998,1053.0,0.0117,57.798,0.0,94.30508474576271
521046,Sultanpura,Padra,22.262225,72.953614,14.33,3.0,27.67,85.0,11.25,130.0,Quaternary Alluvium,Alluvial Loamy Soil,1.0,Alluvial Plain / Valley Fill,1096.6,0.001,0,0.554,0.196349540849362,554.0,Gentle,892.0,167.0,3.48,2.983,299.0,43.67,49.62,2,1,17.0,11.25,12336.749999999998,956.25,0.01125,33.75,1.2625550660792952,96.61674008810571
521050,Tithor,Padra,22.236859,72.879837,0.71,9.18,2.4,25.0,0.2,0.0,Quaternary Alluvium,Alluvial Loamy Soil,0.12,Alluvial Plain / Valley Fill,850.0,0.05,0,0.285,0.0034906585039886,285.0,Flat,4916.0,1078.0,2.2,1.997,2462.0,24.05,50.0,1,1,28.0,0.024,170.0,5.0,0.010000000000000002,1.836,2.3666666666666663,2833.333333333333
521048,Pavda,Padra,22.236162,72.947623,0.0,1.11,11.48,97.5,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1091.2,0.001,0,0.616,0.22776546738526,616.0,Gentle,2113.0,453.0,0.0,3.753,563.0,79.81,58.14,2,1,16.0,14.876999999999999,14240.160000000002,1272.375,0.01305,14.485500000000002,0.0,82.9809885931559
521049,Chokari,Padra,22.224893,72.932033,0.0,0.0,10.14,97.5,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1084.0,0.0,0,0.615,0.22776546738526,615.0,Gentle,8884.0,1811.0,2.45,6.438,1380.0,33.5,79.33,1,1,22.0,14.876999999999999,14146.2,1272.375,0.0,0.0,0.0,82.43346007604562
521052,Karkhadi,Padra,22.211761,72.909747,0.0,11.14,6.39,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1085.8,0.05,0,0.594,0.212057504117311,594.0,Gentle,4791.0,1100.0,9.41,2.886,1660.0,56.45,78.12,2,1,24.0,13.0005,13192.47,1123.875,0.6075,135.351,0.0,88.63673469387754
521066,Vadu,Padra,22.209616,72.986248,0.0,1.03,1.95,97.5,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1075.0,0.0,0,0.613,0.22776546738526,613.0,Gentle,9626.0,1916.0,3.66,11.014,874.0,92.79,59.19,3,1,12.0,14.876999999999999,14028.75,1272.375,0.0,13.441500000000001,0.0,81.74904942965779
521082,Chansad,Padra,22.205561,73.144045,1.33,8.66,0.35,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1076.8,0.001,0,0.581,0.2042035224833365,581.0,Gentle,2775.0,634.0,39.93,1.603,1731.0,87.71,62.5,2,1,7.0,12.168,12598.56,1053.0,0.0117,101.32199999999999,0.11271186440677967,91.2542372881356
521064,Ranu,Padra,22.211772,73.031885,0.0,4.66,1.4,100.0,14.4,166.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.25,Alluvial Plain / Valley Fill,1085.8,0.0,0,0.646,0.2513274122871834,646.0,Gentle,6092.0,1188.0,8.54,7.1,858.0,88.81,74.54,2,1,7.0,18.0,15635.52,1440.0,0.0,67.104,0.0,74.88275862068966
521065,Bhoj,Padra,22.193754,73.008189,0.0,10.68,1.13,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1103.8,0.001,0,0.587,0.2042035224833365,587.0,Gentle,7072.0,1403.0,4.19,6.134,1153.0,88.19,69.88,2,1,14.0,12.168,12914.46,1053.0,0.0117,124.95599999999999,0.0,93.54237288135593
