village_code,village_name,subdistrict,latitude,longitude,geo_area_ha,pct_forest,pct_barren_uncultivable,pct_net_sown,pct_fallow,pct_pastures,pct_non_agri_builtup,irrigation_coverage_pct,cover_management_index_C_proxy,slope_deg_EXTERNAL_TOFILL,slope_length_m_EXTERNAL_TOFILL,soil_type_EXTERNAL_TOFILL,soil_erodibility_K_EXTERNAL_TOFILL,rainfall_erosivity_R_EXTERNAL_TOFILL,support_practice_P_EXTERNAL_TOFILL,erosion_risk_score_TARGET,slope_steepness,rainfall_erosivity_calc,soil_resistance,vegetation_cover,bare_soil_ratio,erosion_risk_category
521172,Nishaliya,Karjan,21.994476,73.203651,282.0,0.0,14.89,80.14,0.0,4.96,0.0,100.0,0.382,14.4,222.8,Deep Black Cotton Soil,0.368,480.3,0.75,0.98,0.2486898871648548,480.3,2.6455026455026456,4.96,14.89,Very High
521171,Choranda,Karjan,21.988212,73.178437,1218.0,0.0,1.2,74.88,5.12,4.96,12.88,93.48,0.274,13.5,212.0,Deep Black Cotton Soil,0.372,479.7,0.75,0.98,0.2334453638559054,479.7,2.6178010471204187,4.96,6.32,Very High
521217,Sandha,Sinor,22.051567,73.333742,290.0,0.0,0.34,84.48,0.0,5.17,10.0,78.37,0.264,13.05,206.6,Deep Black Cotton Soil,0.365,476.4,0.75,0.98,0.2258012668691037,476.4,2.6666666666666665,5.17,0.34,Very High
521218,Damnagar,Sinor,22.048448,73.35436,329.0,0.0,0.0,87.5,0.0,4.88,7.62,89.86,0.27,11.7,190.4,Deep Black Cotton Soil,0.367,475.8,0.75,0.98,0.20278729535651246,475.8,2.6525198938992043,4.88,0.0,Very High
521216,Garadi,Sinor,22.046886,73.313492,379.0,0.0,0.79,87.11,0.0,5.79,6.32,90.94,0.277,13.05,206.6,Deep Black Cotton Soil,0.356,481.6,0.75,0.98,0.2258012668691037,481.6,2.73224043715847,5.79,0.79,Very High
521215,Nana Habipura,Sinor,22.045817,73.288605,322.0,0.0,1.66,89.4,0.0,7.62,1.32,100.0,0.295,12.15,195.8,Deep Black Cotton Soil,0.357,479.7,0.75,0.98,0.21047175982130567,479.7,2.7247956403269757,7.62,1.66,Very High
521225,Achisara,Sinor,22.032329,73.319689,732.0,0.0,8.06,86.89,0.0,3.69,1.37,81.45,0.339,13.5,212.0,Deep Black Cotton Soil,0.359,482.3,0.75,0.98,0.2334453638559054,482.3,2.710027100271003,3.69,8.06,Very High
521222,Puniyad,Sinor,22.034808,73.362022,683.0,0.0,2.2,82.87,0.0,4.69,10.25,87.46,0.275,12.15,195.8,Deep Black Cotton Soil,0.38,479.7,0.75,0.98,0.21047175982130567,479.7,2.564102564102564,4.69,2.2,Very High
521221,Anandi,Sinor,22.027457,73.377876,758.0,0.0,14.78,81.79,0.0,3.17,0.26,80.0,0.383,13.5,212.0,Deep Black Cotton Soil,0.382,477.1,0.75,0.98,0.2334453638559054,477.1,2.5510204081632653,3.17,14.78,Very High
521223,Bhekhada,Sinor,22.034538,73.340775,201.0,0.0,0.0,81.5,0.0,6.0,12.5,89.57,0.253,14.4,222.8,Deep Black Cotton Soil,0.373,478.4,0.75,0.98,0.2486898871648548,478.4,2.6109660574412534,6.0,0.0,Very High
521214,Timbarva,Sinor,22.02638,73.271644,1551.0,0.0,0.71,87.43,0.0,4.38,7.48,73.75,0.275,13.5,212.0,Deep Black Cotton Soil,0.368,481.0,0.75,0.98,0.2334453638559054,481.0,2.6455026455026456,4.38,0.71,Very High
521224,Chhanbhoi,Sinor,22.018022,73.343451,524.0,0.0,3.82,78.82,0.0,5.15,12.21,92.01,0.279,12.15,195.8,Deep Black Cotton Soil,0.387,482.9,0.75,0.98,0.21047175982130567,482.9,2.5188916876574305,5.15,3.82,Very High
521231,Avakhal,Sinor,22.0029,73.3245,1344.0,0.0,2.31,83.1,0.0,4.02,10.57,94.18,0.276,12.15,195.8,Deep Black Cotton Soil,0.391,481.6,0.75,0.98,0.21047175982130567,481.6,2.4937655860349124,4.02,2.31,Very High
521232,Malpur,Sinor,22.006701,73.353646,461.0,0.0,1.74,88.94,0.0,2.6,6.72,79.27,0.286,13.95,217.4,Deep Black Cotton Soil,0.388,484.3,0.75,0.98,0.24107506083303862,484.3,2.5125628140703515,2.6,1.74,Very High
521226,Tarva,Sinor,22.00933,73.267989,522.0,0.0,0.57,83.52,0.0,4.79,11.11,100.0,0.263,13.95,217.4,Deep Black Cotton Soil,0.375,481.0,0.75,0.98,0.24107506083303862,481.0,2.5974025974025974,4.79,0.57,Very High
521233,Segva,Sinor,22.006763,73.374721,453.0,0.0,0.79,72.64,21.26,4.33,0.98,86.72,0.359,13.5,212.0,Deep Black Cotton Soil,0.382,482.3,0.75,0.98,0.2334453638559054,482.3,2.5510204081632653,4.33,22.05,Very High
521230,Sadhli,Sinor,21.990856,73.297683,1133.0,0.0,0.88,89.4,0.0,4.15,5.57,95.55,0.282,14.85,228.2,Deep Black Cotton Soil,0.381,482.3,0.75,0.98,0.2562893731329966,482.3,2.557544757033248,4.15,0.88,Very High
521108,Sampla,Padra,22.092733,72.917623,871.0,0.0,3.1,85.65,0.0,3.44,7.81,46.92,0.29,12.15,195.8,Alluvial Loamy Soil,0.306,477.7,0.75,0.98,0.21047175982130567,477.7,3.1645569620253164,3.44,3.1,Very High
521107,Shanpur,Padra,22.104415,72.950166,518.0,0.0,2.12,85.33,0.0,4.05,8.49,11.31,0.281,12.15,195.8,Alluvial Loamy Soil,0.307,474.5,0.75,0.98,0.21047175982130567,474.5,3.1545741324921135,4.05,2.12,Very High
521090,Kanzat,Padra,22.108455,72.889902,731.0,8.48,1.78,87.55,0.0,0.0,1.09,62.5,0.28,12.6,201.2,Alluvial Loamy Soil,0.304,475.8,0.75,0.98,0.21814324139654254,475.8,3.1847133757961785,8.48,1.78,Very High
521110,Bhanpur,Padra,22.090872,72.938779,315.0,0.0,0.64,89.49,0.0,4.46,5.41,60.85,0.281,12.6,201.2,Alluvial Loamy Soil,0.314,479.0,0.75,0.98,0.21814324139654254,479.0,3.0864197530864197,4.46,0.64,Very High
521111,Vanchhara,Padra,22.075925,72.949723,859.0,0.0,3.61,84.63,0.0,5.36,5.36,13.76,0.294,12.6,201.2,Alluvial Loamy Soil,0.295,471.8,0.75,0.98,0.21814324139654254,471.8,3.278688524590164,5.36,3.61,Very High
521109,Danoli,Padra,22.069706,72.919621,482.0,0.0,2.9,82.16,0.0,4.36,10.58,30.38,0.279,12.15,195.8,Alluvial Loamy Soil,0.308,478.4,0.75,0.98,0.21047175982130567,478.4,3.144654088050314,4.36,2.9,Very High
521118,Nedra,Padra,22.052913,72.928131,549.0,0.0,7.28,87.16,0.0,5.56,0.0,78.02,0.335,12.6,201.2,Alluvial Loamy Soil,0.306,475.1,0.75,0.98,0.21814324139654254,475.1,3.1645569620253164,5.56,7.28,Very High
521227,Tinglod,Sinor,21.990449,73.25099,467.0,0.0,0.43,87.15,0.0,1.93,10.49,100.0,0.268,12.15,195.8,Deep Black Cotton Soil,0.362,479.0,0.75,0.98,0.21047175982130567,479.0,2.6881720430107525,1.93,0.43,Very High
521122,Abhara,Karjan,22.088832,73.023087,650.0,0.0,4.55,85.58,2.73,4.86,2.28,88.65,0.321,13.95,217.4,Deep Black Cotton Soil,0.294,479.0,0.75,0.98,0.24107506083303862,479.0,3.2894736842105265,4.86,7.279999999999999,Very High
521142,Kandari,Karjan,22.080348,73.151713,1598.0,0.0,7.0,87.0,0.0,5.24,0.76,100.0,0.332,13.95,217.4,Deep Black Cotton Soil,0.332,481.6,0.75,0.98,0.24107506083303862,481.6,2.923976608187134,5.24,7.0,Very High
521132,Kurai,Karjan,22.077144,73.102052,820.0,0.0,0.0,77.87,15.73,4.94,1.46,85.57,0.335,13.5,212.0,Deep Black Cotton Soil,0.327,477.1,0.75,0.98,0.2334453638559054,477.1,2.9673590504451037,4.94,15.73,Very High
521134,Handod,Karjan,22.074506,73.054631,1020.0,0.0,2.36,87.03,5.11,4.03,1.47,80.14,0.319,12.15,195.8,Deep Black Cotton Soil,0.318,480.3,0.75,0.98,0.21047175982130567,480.3,3.048780487804878,4.03,7.470000000000001,Very High
521133,Khandha,Karjan,22.070567,73.073476,804.0,0.0,2.2,81.48,13.89,1.74,0.69,71.02,0.35,12.6,201.2,Deep Black Cotton Soil,0.323,475.8,0.75,0.98,0.21814324139654254,475.8,3.003003003003003,1.74,16.09,Very High
521136,Chorbhuj,Karjan,22.061192,73.010019,847.0,0.0,4.96,87.89,0.0,5.21,1.94,81.27,0.316,12.6,201.2,Deep Black Cotton Soil,0.3,474.5,0.75,0.98,0.21814324139654254,474.5,3.2258064516129035,5.21,4.96,Very High
521123,Sambhoi,Karjan,22.107029,73.03894,712.0,0.0,7.63,71.35,16.06,4.28,0.67,85.93,0.385,12.6,201.2,Deep Black Cotton Soil,0.304,481.6,0.75,0.98,0.21814324139654254,481.6,3.1847133757961785,4.28,23.689999999999998,Very High
521124,Surwada,Karjan,22.107989,73.055006,487.0,0.0,3.23,84.04,4.04,7.07,1.62,73.32,0.316,13.05,206.6,Deep Black Cotton Soil,0.303,476.4,0.75,0.98,0.2258012668691037,476.4,3.194888178913738,7.07,7.27,Very High
521121,Virjai,Karjan,22.100334,73.001793,1055.0,0.0,0.0,83.29,10.84,4.97,0.9,89.15,0.322,12.15,195.8,Deep Black Cotton Soil,0.294,469.9,0.75,0.98,0.21047175982130567,469.9,3.2894736842105265,4.97,10.84,Very High
521126,Pingalwada,Karjan,22.108714,73.097279,783.0,0.0,3.07,86.59,0.0,5.24,4.09,78.61,0.295,12.15,195.8,Deep Black Cotton Soil,0.319,481.6,0.75,0.98,0.21047175982130567,481.6,3.03951367781155,5.24,3.07,Very High
521127,Harsunda,Karjan,22.10727,73.123008,169.0,0.0,3.55,87.57,0.0,4.73,4.14,86.49,0.302,12.6,201.2,Deep Black Cotton Soil,0.308,484.3,0.75,0.98,0.21814324139654254,484.3,3.144654088050314,4.73,3.55,Very High
521125,Manpur,Karjan,22.098113,73.075975,488.0,0.0,2.28,85.92,4.14,6.21,0.83,99.28,0.312,12.6,201.2,Deep Black Cotton Soil,0.307,475.1,0.75,0.98,0.21814324139654254,475.1,3.1545741324921135,6.21,6.42,Very High
521131,Anastu,Karjan,22.086903,73.114773,860.0,0.0,3.7,69.63,17.99,4.13,0.95,60.79,0.356,13.95,217.4,Deep Black Cotton Soil,0.32,490.1,0.9,0.98,0.24107506083303862,490.1,3.0303030303030303,4.13,21.689999999999998,Very High
521129,Manglej,Karjan,22.094203,73.173107,549.0,0.0,0.0,75.76,7.84,5.35,3.57,70.59,0.282,11.7,190.4,Deep Black Cotton Soil,0.312,481.0,0.75,0.98,0.20278729535651246,481.0,3.1055900621118013,5.35,7.84,Very High
521130,Kherda,Karjan,22.092915,73.136272,478.0,0.0,2.93,86.82,0.0,5.23,5.02,83.13,0.295,12.6,201.2,Deep Black Cotton Soil,0.307,477.7,0.75,0.98,0.21814324139654254,477.7,3.1545741324921135,5.23,2.93,Very High
521137,Umaj,Karjan,22.055899,72.964382,534.0,0.0,4.68,83.71,0.0,8.43,3.18,89.93,0.306,12.15,195.8,Deep Black Cotton Soil,0.29,476.4,0.75,0.98,0.21047175982130567,476.4,3.3333333333333335,8.43,4.68,Very High
521146,Vemardi,Karjan,22.052172,73.172982,517.0,0.0,8.06,86.18,1.54,3.45,0.38,100.0,0.345,14.4,222.8,Deep Black Cotton Soil,0.327,486.9,0.75,0.98,0.2486898871648548,486.9,2.9673590504451037,3.45,9.600000000000001,Very High
521166,Mankan,Karjan,21.932658,73.069718,368.0,0.0,3.92,86.42,7.83,0.78,1.04,90.63,0.343,13.5,212.0,Deep Black Cotton Soil,0.374,473.8,0.75,0.98,0.2334453638559054,473.8,2.6041666666666665,0.78,11.75,Very High
521184,Sarupur Timbi,Karjan,21.929106,73.150558,337.0,0.0,5.34,87.54,0.0,3.86,3.26,67.8,0.316,13.95,217.4,Deep Black Cotton Soil,0.367,478.4,0.75,0.98,0.24107506083303862,478.4,2.6525198938992043,3.86,5.34,Very High
521183,Saniyad,Karjan,21.923933,73.173165,688.0,0.0,3.86,82.76,10.21,1.1,2.07,75.0,0.346,12.6,201.2,Deep Black Cotton Soil,0.357,473.8,0.75,0.98,0.21814324139654254,473.8,2.7247956403269757,1.1,14.07,Very High
521163,Dethan,Karjan,21.977393,73.104835,773.0,0.0,1.08,82.31,13.72,2.29,0.6,100.0,0.342,12.15,195.8,Deep Black Cotton Soil,0.323,471.2,0.75,0.98,0.21047175982130567,471.2,3.003003003003003,2.29,14.8,Very High
521164,Valan,Karjan,21.954884,73.075371,2339.0,0.94,1.76,87.67,5.14,1.76,0.99,100.0,0.313,12.15,195.8,Deep Black Cotton Soil,0.32,477.1,0.75,0.98,0.21047175982130567,477.1,3.0303030303030303,2.7,6.8999999999999995,Very High
521169,Atali,Karjan,21.963404,73.147394,714.0,0.0,1.82,83.5,0.0,4.48,9.37,80.57,0.274,13.05,206.6,Deep Black Cotton Soil,0.368,477.7,0.75,0.98,0.2258012668691037,477.7,2.6455026455026456,4.48,1.82,Very High
521170,Bachar,Karjan,21.962801,73.17002,620.0,0.0,0.44,76.44,17.38,4.71,1.03,80.54,0.345,13.05,206.6,Deep Black Cotton Soil,0.369,481.0,0.75,0.98,0.2258012668691037,481.0,2.638522427440633,4.71,17.82,Very High
521168,Kiya,Karjan,21.957047,73.121666,939.0,0.0,1.6,91.37,0.0,3.83,3.19,53.38,0.294,12.6,201.2,Deep Black Cotton Soil,0.359,477.7,0.75,0.98,0.21814324139654254,477.7,2.710027100271003,3.83,1.6,Very High
521176,Urad,Karjan,21.941814,73.159467,451.0,0.0,9.85,81.62,2.63,4.81,1.09,80.43,0.357,13.05,206.6,Deep Black Cotton Soil,0.361,480.3,0.75,0.98,0.2258012668691037,480.3,2.6954177897574123,4.81,12.48,Very High
521177,Koliyad,Karjan,21.927209,73.131173,908.0,0.0,6.61,88.11,0.0,3.85,1.43,75.0,0.33,13.05,206.6,Deep Black Cotton Soil,0.362,479.0,0.75,0.98,0.2258012668691037,479.0,2.6881720430107525,3.85,6.61,Very High
521167,Divi,Karjan,21.933756,73.116397,429.0,0.0,11.16,82.56,0.0,4.88,1.4,64.23,0.355,12.6,201.2,Deep Black Cotton Soil,0.365,477.7,0.75,0.98,0.21814324139654254,477.7,2.6666666666666665,4.88,11.16,Very High
521165,Mesrad,Karjan,21.930546,73.021135,1059.0,0.0,0.66,90.18,0.0,6.42,0.66,62.83,0.286,13.95,217.4,Deep Black Cotton Soil,0.381,481.6,0.75,0.98,0.24107506083303862,481.6,2.557544757033248,6.42,0.66,Very High
521178,Sansrod,Karjan,21.912531,73.096947,931.0,0.0,0.43,89.14,0.0,0.43,2.61,51.77,0.272,13.95,217.4,Deep Black Cotton Soil,0.377,470.5,0.75,0.98,0.24107506083303862,470.5,2.5839793281653747,0.43,0.43,Very High
521182,Sanapura,Karjan,21.90548,73.145016,447.0,0.0,0.0,78.88,14.91,4.35,1.86,100.0,0.333,12.6,201.2,Deep Black Cotton Soil,0.361,474.5,0.75,0.98,0.21814324139654254,474.5,2.6954177897574123,4.35,14.91,Very High
521181,Saring,Karjan,21.890801,73.129828,889.0,0.0,2.45,79.77,10.65,5.86,1.28,80.11,0.334,13.05,206.6,Deep Black Cotton Soil,0.376,479.0,0.75,0.98,0.2258012668691037,479.0,2.5906735751295336,5.86,13.100000000000001,Very High
521179,Haldarva,Karjan,21.896641,73.077939,631.0,0.0,3.14,92.14,1.57,1.73,1.42,76.79,0.317,13.5,212.0,Deep Black Cotton Soil,0.379,474.5,0.75,0.98,0.2334453638559054,474.5,2.570694087403599,1.73,4.71,Very High
521195,Karan,Karjan,21.89618,73.168278,457.0,0.0,0.0,71.12,22.87,5.62,0.39,100.0,0.359,12.6,201.2,Deep Black Cotton Soil,0.37,479.0,0.75,0.98,0.21814324139654254,479.0,2.6315789473684212,5.62,22.87,Very High
521180,Mantroj,Karjan,21.889077,73.10036,455.0,0.0,6.0,69.6,18.0,4.4,2.0,86.21,0.377,14.4,222.8,Deep Black Cotton Soil,0.382,473.8,0.9,0.98,0.2486898871648548,473.8,2.5510204081632653,4.4,24.0,Very High
521196,Pachhiyapura,Karjan,21.894566,73.156396,676.0,0.0,2.65,81.15,0.88,4.86,1.91,88.93,0.28,13.05,206.6,Deep Black Cotton Soil,0.365,475.1,0.75,0.98,0.2258012668691037,475.1,2.6666666666666665,4.86,3.53,Very High
521197,Delvada,Karjan,21.877363,73.14759,284.0,0.0,16.56,47.13,19.75,4.46,0.96,60.81,0.416,13.05,206.6,Deep Black Cotton Soil,0.366,479.0,0.9,0.98,0.2258012668691037,479.0,2.6595744680851063,4.46,36.31,Very High
521199,Arjanpura,Karjan,21.867865,73.164557,121.0,0.0,3.23,70.97,4.84,19.35,1.61,68.18,0.3,13.05,206.6,Deep Black Cotton Soil,0.383,476.4,0.75,0.98,0.2258012668691037,476.4,2.544529262086514,19.35,8.07,Very High
521198,Somaj,Karjan,21.868243,73.149303,160.0,0.0,16.77,50.93,0.0,11.18,2.48,74.07,0.32,12.6,201.2,Deep Black Cotton Soil,0.376,482.3,0.9,0.98,0.21814324139654254,482.3,2.5906735751295336,11.18,16.77,Very High
521192,Samri,Karjan,21.935162,73.197469,265.0,0.0,0.0,83.15,5.86,5.49,5.49,88.11,0.293,13.05,206.6,Deep Black Cotton Soil,0.362,484.9,0.75,0.98,0.2258012668691037,484.9,2.6881720430107525,5.49,5.86,Very High
521173,Methi,Karjan,21.973103,73.221783,575.0,0.0,1.57,86.09,0.0,4.87,7.48,100.0,0.28,13.05,206.6,Deep Black Cotton Soil,0.366,479.0,0.75,0.98,0.2258012668691037,479.0,2.6595744680851063,4.87,1.57,Very High
521174,Chhanchhva,Karjan,21.973599,73.197097,560.0,0.0,0.0,89.75,0.0,5.22,5.04,100.0,0.277,13.05,206.6,Deep Black Cotton Soil,0.361,479.0,0.75,0.98,0.2258012668691037,479.0,2.6954177897574123,5.22,0.0,Very High
521175,Kala,Karjan,21.949247,73.1791,378.0,0.0,0.0,80.25,13.33,4.69,1.73,100.0,0.328,13.05,206.6,Deep Black Cotton Soil,0.368,483.6,0.75,0.98,0.2258012668691037,483.6,2.6455026455026456,4.69,13.33,Very High
521187,Simli,Karjan,21.952537,73.220691,735.0,0.0,1.09,86.12,0.0,4.9,7.89,82.15,0.276,13.05,206.6,Deep Black Cotton Soil,0.365,479.0,0.75,0.98,0.2258012668691037,479.0,2.6666666666666665,4.9,1.09,Very High
521186,Kanthariya,Karjan,21.947104,73.19995,404.0,0.0,1.73,86.14,0.0,4.95,7.18,100.0,0.281,13.5,212.0,Deep Black Cotton Soil,0.368,478.4,0.75,0.98,0.2334453638559054,478.4,2.6455026455026456,4.95,1.73,Very High
521188,Kothiya,Karjan,21.943,73.238991,461.0,0.0,15.63,63.53,15.23,3.61,2.0,88.33,0.428,13.95,217.4,Deep Black Cotton Soil,0.366,482.3,0.9,0.98,0.24107506083303862,482.3,2.6595744680851063,3.61,30.86,Very High
521190,Deroli,Karjan,21.935378,73.221769,393.0,0.0,13.3,67.46,13.3,4.04,1.9,70.42,0.408,14.85,228.2,Deep Black Cotton Soil,0.373,473.8,0.9,0.98,0.2562893731329966,473.8,2.6109660574412534,4.04,26.6,Very High
521193,Samra,Karjan,21.918272,73.193568,625.0,0.0,4.63,80.56,7.1,4.63,3.09,91.95,0.333,13.05,206.6,Deep Black Cotton Soil,0.372,475.1,0.75,0.98,0.2258012668691037,475.1,2.6178010471204187,4.63,11.73,Very High
521191,Fatepur,Karjan,21.918199,73.21762,476.0,0.0,25.0,68.96,1.67,3.12,1.25,90.63,0.447,13.95,217.4,Deep Black Cotton Soil,0.369,475.1,0.9,0.98,0.24107506083303862,475.1,2.638522427440633,3.12,26.67,Very High
521194,Sherpura,Karjan,21.905708,73.187584,163.0,0.0,5.2,76.3,11.56,5.78,1.16,53.03,0.354,12.15,195.8,Deep Black Cotton Soil,0.37,477.7,0.75,0.98,0.21047175982130567,477.7,2.6315789473684212,5.78,16.76,Very High
521203,Kahona,Karjan,21.90302,73.210746,414.0,0.0,12.77,76.87,0.0,5.54,4.82,87.77,0.354,12.15,195.8,Deep Black Cotton Soil,0.37,475.1,0.75,0.98,0.21047175982130567,475.1,2.6315789473684212,5.54,12.77,Very High
521140,Kambola,Karjan,22.040465,73.053253,960.0,0.0,4.18,80.6,8.96,5.07,1.19,75.31,0.341,12.15,195.8,Deep Black Cotton Soil,0.303,480.3,0.75,0.98,0.21047175982130567,480.3,3.194888178913738,5.07,13.14,Very High
521202,Ropa,Karjan,21.890067,73.20414,188.0,0.0,10.11,81.91,0.0,5.32,2.66,64.94,0.345,13.5,212.0,Deep Black Cotton Soil,0.375,474.5,0.75,0.98,0.2334453638559054,474.5,2.5974025974025974,5.32,10.11,Very High
521204,Hirjipura,Karjan,21.896063,73.215054,152.0,0.0,13.91,74.17,0.0,5.3,6.62,79.46,0.356,12.6,201.2,Deep Black Cotton Soil,0.372,478.4,0.75,0.98,0.21814324139654254,478.4,2.6178010471204187,5.3,13.91,Very High
521201,Rarod,Karjan,21.873413,73.196423,687.0,0.0,2.66,81.91,7.29,6.31,1.82,85.62,0.323,11.25,185.0,Deep Black Cotton Soil,0.366,462.7,0.75,0.98,0.19509032201612825,462.7,2.6595744680851063,6.31,9.95,Very High
521200,Oz,Karjan,21.87564,73.180678,919.0,0.0,13.61,73.19,7.54,3.77,1.88,71.39,0.393,12.6,201.2,Deep Black Cotton Soil,0.372,475.8,0.75,0.98,0.21814324139654254,475.8,2.6178010471204187,3.77,21.15,Very High
521205,Bakapur,Karjan,21.890455,73.218039,186.0,0.0,12.9,75.27,0.0,4.84,6.99,67.86,0.349,13.5,212.0,Deep Black Cotton Soil,0.374,476.4,0.75,0.98,0.2334453638559054,476.4,2.6041666666666665,4.84,12.9,Very High
521208,Malod,Karjan,21.875783,73.219811,172.0,0.0,1.64,80.87,12.02,4.37,1.09,32.43,0.336,13.5,212.0,Deep Black Cotton Soil,0.381,475.1,0.75,0.98,0.2334453638559054,475.1,2.557544757033248,4.37,13.66,Very High
521207,Sayar,Karjan,21.857272,73.234331,808.0,0.0,27.85,66.71,0.0,3.22,2.23,92.76,0.456,13.5,212.0,Deep Black Cotton Soil,0.389,486.2,0.9,0.98,0.2334453638559054,486.2,2.506265664160401,3.22,27.85,Very High
521209,Sagdol,Karjan,21.861315,73.214469,500.0,0.0,15.6,82.2,0.0,1.6,0.6,80.78,0.389,12.6,201.2,Deep Black Cotton Soil,0.364,475.1,0.75,0.98,0.21814324139654254,475.1,2.6737967914438503,1.6,15.6,Very High
521210,Pura,Karjan,21.84658,73.185721,552.0,0.0,0.35,69.76,6.99,3.32,19.58,100.0,0.259,14.4,222.8,Deep Black Cotton Soil,0.384,482.9,0.9,0.98,0.2486898871648548,482.9,2.5380710659898478,3.32,7.34,Very High
521213,Nani Koral,Karjan,21.836794,73.222085,524.0,0.0,16.41,77.29,0.0,4.77,1.53,100.0,0.387,14.4,222.8,Deep Black Cotton Soil,0.381,476.4,0.75,0.98,0.2486898871648548,476.4,2.557544757033248,4.77,16.41,Very High
521211,Moti Koral,Karjan,21.835705,73.206877,674.0,0.0,12.02,78.49,0.0,3.12,6.38,100.0,0.348,13.5,212.0,Deep Black Cotton Soil,0.364,482.9,0.75,0.98,0.2334453638559054,482.9,2.6737967914438503,3.12,12.02,Very High
521235,Mota Karala,Sinor,21.985864,73.394809,908.0,0.0,0.55,85.56,0.0,2.98,8.49,77.32,0.266,13.95,217.4,Deep Black Cotton Soil,0.384,476.4,0.75,0.98,0.24107506083303862,476.4,2.5380710659898478,2.98,0.55,Very High
521236,Simli,Sinor,21.984892,73.361907,844.0,0.0,0.59,86.02,0.0,4.98,8.41,95.04,0.271,13.5,212.0,Deep Black Cotton Soil,0.377,479.7,0.75,0.98,0.2334453638559054,479.7,2.5839793281653747,4.98,0.59,Very High
521229,Utraj,Sinor,21.982802,73.275034,676.0,0.0,0.89,93.35,0.0,2.66,3.1,87.03,0.292,13.95,217.4,Deep Black Cotton Soil,0.364,477.1,0.75,0.98,0.24107506083303862,477.1,2.6737967914438503,2.66,0.89,Very High
521238,Tersa,Sinor,21.979599,73.329423,316.0,0.0,0.32,82.59,0.0,6.01,11.08,96.17,0.26,14.85,228.2,Deep Black Cotton Soil,0.395,478.4,0.75,0.98,0.2562893731329966,478.4,2.4691358024691357,6.01,0.32,Very High
521239,Manjrol,Sinor,21.958358,73.313963,920.0,0.0,1.96,85.0,0.0,4.24,8.8,94.25,0.279,13.05,206.6,Deep Black Cotton Soil,0.366,477.7,0.75,0.98,0.2258012668691037,477.7,2.6595744680851063,4.24,1.96,Very High
521237,Kukas,Sinor,21.968984,73.339508,780.0,0.0,1.03,90.0,0.0,3.33,5.64,97.44,0.284,13.05,206.6,Deep Black Cotton Soil,0.381,479.7,0.75,0.98,0.2258012668691037,479.7,2.557544757033248,3.33,1.03,Very High
521228,Bavaliya,Sinor,21.972337,73.245191,630.0,0.0,3.99,81.87,6.45,4.45,3.23,75.05,0.327,12.15,195.8,Deep Black Cotton Soil,0.363,476.4,0.75,0.98,0.21047175982130567,476.4,2.680965147453083,4.45,10.440000000000001,Very High
521244,Mota Fofaliya,Sinor,21.962219,73.372037,943.0,0.0,1.38,83.58,0.0,5.51,9.53,97.47,0.271,14.4,222.8,Deep Black Cotton Soil,0.393,478.4,0.75,0.98,0.2486898871648548,478.4,2.4813895781637716,5.51,1.38,Very High
521241,Diver,Sinor,21.948215,73.272071,981.0,0.0,10.7,77.17,0.0,5.1,7.03,100.0,0.335,14.85,228.2,Deep Black Cotton Soil,0.368,473.8,0.75,0.98,0.2562893731329966,473.8,2.6455026455026456,5.1,10.7,Very High
521240,Mindhol,Sinor,21.952392,73.295069,913.0,0.0,1.64,88.39,0.0,5.7,4.27,93.43,0.288,12.6,201.2,Deep Black Cotton Soil,0.378,473.1,0.75,0.98,0.21814324139654254,473.1,2.5773195876288657,5.7,1.64,Very High
521249,Kanjetha,Sinor,21.945834,73.354149,901.0,0.0,11.54,79.69,0.0,4.55,4.22,91.09,0.35,13.05,206.6,Deep Black Cotton Soil,0.378,475.1,0.75,0.98,0.2258012668691037,475.1,2.5773195876288657,4.55,11.54,Very High
521253,Zanzad,Sinor,21.934401,73.397659,843.0,0.0,16.37,74.5,0.0,5.22,3.91,65.39,0.379,14.4,222.8,Deep Black Cotton Soil,0.368,479.0,0.75,0.98,0.2486898871648548,479.0,2.6455026455026456,5.22,16.37,Very High
521248,Ambali,Sinor,21.941445,73.383561,482.0,0.0,7.9,83.37,0.0,4.57,4.16,77.56,0.328,15.3,233.6,Deep Black Cotton Soil,0.392,479.7,0.75,0.98,0.2638730499653729,479.7,2.487562189054726,4.57,7.9,Very High
521243,Damapura,Sinor,21.938019,73.340071,454.0,0.0,9.89,78.24,0.0,5.05,6.81,81.74,0.331,13.95,217.4,Deep Black Cotton Soil,0.384,477.1,0.75,0.98,0.24107506083303862,477.1,2.5380710659898478,5.05,9.89,Very High
521242,Surasamal,Sinor,21.935182,73.299184,1109.0,0.0,7.76,83.48,0.0,4.87,3.88,100.0,0.328,12.6,201.2,Deep Black Cotton Soil,0.373,471.8,0.75,0.98,0.21814324139654254,471.8,2.6109660574412534,4.87,7.76,Very High
521250,Sinor,Sinor,21.913786,73.32889,1620.0,0.0,0.0,70.37,0.0,5.93,23.7,82.72,0.22,13.95,217.4,Deep Black Cotton Soil,0.381,479.0,0.75,0.98,0.24107506083303862,479.0,2.557544757033248,5.93,0.0,Very High
