village_code,village_name,subdistrict,latitude,longitude,total_population,surface_water_exposure,road_connectivity_score,drainage_quality_score,elevation_m_EXTERNAL_TOFILL,slope_deg_EXTERNAL_TOFILL,drainage_density_km_per_km2_EXTERNAL_TOFILL,rainfall_1hr_intensity_mm_EXTERNAL_TOFILL,rainfall_3hr_intensity_mm_EXTERNAL_TOFILL,rainfall_24hr_intensity_mm_EXTERNAL_TOFILL,antecedent_rainfall_7day_mm_EXTERNAL_TOFILL,distance_to_vishwamitri_river_km_EXTERNAL_TOFILL,historical_cloudburst_flag_EXTERNAL_TOFILL,cloudburst_exceedance_probability_TARGET
521208,Malod,Karjan,21.875783,73.219811,587.0,1,1,0,100.0,13.5,0.0,94.2,161.2,248.0,305.5,1.277,1,0.95
521207,Sayar,Karjan,21.857272,73.234331,2364.0,1,2,1,100.0,13.5,0.001,94.2,161.2,248.0,314.1,1.034,1,0.95
521209,Sagdol,Karjan,21.861315,73.214469,1022.0,0,2,1,95.0,12.6,0.0,94.2,161.2,248.0,305.5,2.723,1,0.938
521210,Pura,Karjan,21.84658,73.185721,1149.0,1,2,0,102.5,14.4,0.0,93.9,160.7,247.2,311.6,1.525,1,0.95
521213,Nani Koral,Karjan,21.836794,73.222085,723.0,1,1,1,105.0,14.4,0.001,93.3,159.6,245.6,306.5,0.797,1,0.95
521211,Moti Koral,Karjan,21.835705,73.206877,2809.0,1,2,0,100.0,13.5,0.001,93.3,159.6,245.6,311.6,0.955,1,0.95
521235,Mota Karala,Sinor,21.985864,73.394809,1932.0,0,2,2,102.5,13.95,0.05,93.6,160.2,246.4,306.5,3.118,1,0.95
521236,Simli,Sinor,21.984892,73.361907,1695.0,0,3,2,97.5,13.5,0.0,93.9,160.7,247.2,309.1,1.356,1,0.95
521229,Utraj,Sinor,21.982802,73.275034,1851.0,1,3,2,102.5,13.95,0.0,94.8,162.2,249.6,307.0,0.901,1,0.95
521238,Tersa,Sinor,21.979599,73.329423,761.0,0,2,1,107.5,14.85,0.001,93.9,160.7,247.2,308.1,1.68,1,0.95
521239,Manjrol,Sinor,21.958358,73.313963,1903.0,1,2,0,97.5,13.05,0.0,94.5,161.7,248.8,307.6,0.228,1,0.95
521237,Kukas,Sinor,21.968984,73.339508,1885.0,0,2,2,100.0,13.05,0.0,94.2,161.2,248.0,309.1,0.487,1,0.95
521228,Bavaliya,Sinor,21.972337,73.245191,851.0,1,2,0,92.5,12.15,0.002,94.5,161.7,248.8,306.5,2.05,1,0.922
521244,Mota Fofaliya,Sinor,21.962219,73.372037,2235.0,0,3,2,105.0,14.4,0.0,92.7,158.6,244.0,308.1,2.326,1,0.95
521241,Diver,Sinor,21.948215,73.272071,1252.0,0,2,1,107.5,14.85,0.001,95.2,162.8,250.4,304.5,1.346,1,0.95
521240,Mindhol,Sinor,21.952392,73.295069,1517.0,0,3,2,105.0,12.6,0.001,94.8,162.2,249.6,304.0,0.238,1,0.95
521249,Kanjetha,Sinor,21.945834,73.354149,786.0,0,3,0,97.5,13.05,0.001,93.6,160.2,246.4,305.5,1.74,1,0.95
521253,Zanzad,Sinor,21.934401,73.397659,1418.0,0,2,1,105.0,14.4,0.0,93.6,160.2,246.4,308.6,1.923,1,0.95
521248,Ambali,Sinor,21.941445,73.383561,765.0,0,2,2,110.0,15.3,0.0,93.3,159.6,245.6,309.1,1.725,1,0.95
521243,Damapura,Sinor,21.938019,73.340071,692.0,0,3,0,102.5,13.95,0.001,94.2,161.2,248.0,307.0,2.048,1,0.95
521242,Surasamal,Sinor,21.935182,73.299184,1982.0,0,3,2,95.0,12.6,0.0,95.2,162.8,250.4,303.0,1.372,1,0.94
521250,Sinor,Sinor,21.913786,73.32889,8041.0,1,3,1,102.5,13.95,0.0,95.2,162.8,250.4,308.6,1.535,1,0.95
521251,Mandva,Sinor,21.916101,73.302506,1756.0,0,3,0,112.5,15.75,0.0,94.2,161.2,248.0,305.0,2.035,1,0.95
521252,Malsar,Sinor,21.900312,73.310124,2284.0,1,2,1,117.5,16.2,0.0,93.6,160.2,246.4,309.6,1.418,1,0.95
521139,Bodaka,Karjan,22.051885,73.042031,1292.0,1,2,0,97.5,13.05,0.0,93.3,159.6,245.6,309.1,0.945,1,0.95
521148,Juni Jitharadi,Karjan,22.036119,73.142535,1417.0,1,3,1,105.0,14.4,0.001,94.2,161.2,248.0,312.1,1.564,1,0.95
521149,Miyagam,Karjan,22.024358,73.081515,5416.0,1,3,1,95.0,12.6,0.001,93.9,160.7,247.2,306.0,1.155,1,0.937
521147,Navi Jithardi,Karjan,22.033466,73.159902,502.0,0,3,1,107.5,14.85,0.001,93.9,160.7,247.2,311.6,1.702,1,0.95
521138,Sanpa,Karjan,22.034048,73.012524,2120.0,0,2,1,90.0,11.7,0.0,93.6,160.2,246.4,307.0,2.008,1,0.901
521154,Bharthana,Karjan,22.010464,73.135645,1761.0,0,2,0,100.0,13.5,0.001,93.9,160.7,247.2,307.6,0.611,1,0.95
521037,Karnali,Dabhoi,21.984619,73.497232,2084.0,1,2,0,90.0,11.7,0.001,93.3,159.6,245.6,300.5,1.338,1,0.894
521035,Bhimpura,Dabhoi,21.987198,73.436545,232.0,1,2,0,95.0,13.05,0.0,93.9,160.7,247.2,306.5,0.197,1,0.948
521036,Nanderiya,Dabhoi,21.977089,73.428682,554.0,1,2,0,102.5,13.95,0.0,93.9,160.7,247.2,306.5,0.922,1,0.95
521245,Bithali,Sinor,21.968351,73.408341,1045.0,0,2,2,100.0,13.5,0.0,93.0,159.1,244.8,310.1,2.555,1,0.95
521246,Dariapura,Sinor,21.961805,73.426855,315.0,0,2,0,107.5,14.85,0.0,93.6,160.2,246.4,306.0,1.315,1,0.95
521247,Moletha,Sinor,21.942678,73.417418,1402.0,1,2,2,105.0,14.4,0.001,94.2,161.2,248.0,301.0,2.515,1,0.95
521254,Barkal,Sinor,21.926138,73.414838,1896.0,1,0,1,115.0,16.2,0.001,93.0,159.1,244.8,306.5,1.342,1,0.95
521150,Mangrol,Karjan,22.010746,73.042253,1485.0,0,3,0,95.0,12.6,0.001,93.9,160.7,247.2,308.1,0.767,1,0.939
521153,Vadava,Karjan,22.016245,73.117332,63.0,1,2,0,97.5,13.05,0.001,93.9,160.7,247.2,308.6,0.611,1,0.95
521155,Bharthali,Karjan,22.012236,73.158012,697.0,1,2,0,102.5,13.95,0.001,93.9,160.7,247.2,310.6,0.26,1,0.95
521161,Sandarna,Karjan,22.009674,73.171879,621.0,1,2,1,107.5,14.85,0.001,93.6,160.2,246.4,313.1,0.632,1,0.95
521053,Majatan,Padra,22.200015,72.946778,3288.0,1,2,1,100.0,13.5,0.0,92.7,158.6,244.0,312.6,1.851,1,0.95
521068,Sandha,Padra,22.195533,72.9519,2600.0,1,2,1,97.5,13.05,0.0,92.4,158.1,243.2,308.1,1.412,1,0.95
521051,Dudhwada,Padra,22.188995,72.88756,1854.0,1,2,1,90.0,11.7,0.001,93.0,159.1,244.8,304.0,1.525,1,0.896
521069,Chitral,Padra,22.181074,72.94459,1728.0,0,1,1,105.0,14.4,0.001,92.4,158.1,243.2,311.6,0.343,1,0.95
521073,Gavasad,Padra,22.157491,72.945741,3613.0,1,3,1,95.0,12.6,0.001,93.6,160.2,246.4,308.6,0.205,1,0.938
521070,Brahmanvasi,Padra,22.156645,72.87854,2175.0,1,2,1,95.0,12.6,0.001,93.3,159.6,245.6,303.5,1.139,1,0.933
521072,Gametha,Padra,22.158279,72.921893,3759.0,1,2,1,95.0,12.6,0.002,93.6,160.2,246.4,306.0,2.255,1,0.936
521071,Masar,Padra,22.138,72.902181,3552.0,1,3,1,92.5,12.15,0.001,88.5,151.3,232.8,302.5,0.556,1,0.894
521089,Kural,Padra,22.135169,72.92693,2659.0,1,3,1,95.0,12.6,0.001,93.0,159.1,244.8,305.5,2.358,1,0.933
521092,Pindapa,Padra,22.118469,72.939888,1572.0,1,2,1,97.5,13.05,0.001,93.0,159.1,244.8,309.1,1.529,1,0.95
521091,Abhor,Padra,22.113757,72.911893,2304.0,1,3,1,92.5,12.15,0.001,93.9,160.7,247.2,304.0,0.455,1,0.917
521038,Mahmadpura,Padra,22.291407,72.940406,1481.0,1,2,1,90.0,11.7,0.001,86.6,148.2,228.0,318.6,0.774,1,0.883
521047,Dabka,Padra,22.256706,72.942834,7345.0,1,2,1,90.0,11.7,0.001,91.8,157.0,241.6,311.6,0.766,1,0.898
521046,Sultanpura,Padra,22.262225,72.953614,892.0,1,2,1,85.0,11.25,0.001,88.5,151.3,232.8,307.0,0.158,1,0.856
521050,Tithor,Padra,22.236859,72.879837,4916.0,1,1,1,25.0,0.2,0.05,45.6,78.0,120.0,238.0,4.786,0,0.388
521048,Pavda,Padra,22.236162,72.947623,2113.0,1,2,1,97.5,13.05,0.001,94.5,161.7,248.8,305.5,1.983,1,0.95
521049,Chokari,Padra,22.224893,72.932033,8884.0,1,1,1,97.5,13.05,0.0,94.5,161.7,248.8,303.5,2.802,1,0.95
521052,Karkhadi,Padra,22.211761,72.909747,4791.0,1,2,1,92.5,12.15,0.05,93.6,160.2,246.4,304.0,3.811,1,0.916
521066,Vadu,Padra,22.209616,72.986248,9626.0,0,3,1,97.5,13.05,0.0,93.0,159.1,244.8,301.0,2.512,1,0.948
521082,Chansad,Padra,22.205561,73.144045,2775.0,1,2,1,90.0,11.7,0.001,93.3,159.6,245.6,301.5,1.688,1,0.895
521064,Ranu,Padra,22.211772,73.031885,6092.0,0,2,1,100.0,14.4,0.0,93.9,160.7,247.2,304.0,1.002,1,0.95
521065,Bhoj,Padra,22.193754,73.008189,7072.0,1,2,1,90.0,11.7,0.001,93.9,160.7,247.2,309.1,1.839,1,0.904
521079,Sejakuva,Padra,22.198411,73.068203,2343.0,1,2,1,85.0,12.15,0.001,93.0,159.1,244.8,306.0,1.441,1,0.892
521078,Pipli,Padra,22.2017,73.053223,2046.0,1,1,1,95.0,12.15,0.001,93.6,160.2,246.4,305.5,1.373,1,0.925
521081,Sareja,Padra,22.203683,73.113123,10.0,0,0,1,92.5,12.15,0.001,93.0,159.1,244.8,303.5,0.151,1,0.913
521080,Goriyad,Padra,22.196894,73.091538,1943.0,1,3,1,87.5,11.25,0.001,93.0,159.1,244.8,304.0,0.641,1,0.879
521067,Vishrampura,Padra,22.193413,72.967121,2997.0,1,2,1,90.0,11.7,0.0,92.4,158.1,243.2,306.5,1.694,1,0.896
521083,Madapur,Padra,22.186936,73.111059,865.0,1,2,1,92.5,12.15,0.001,93.6,160.2,246.4,301.5,0.793,1,0.914
521076,Karnakuva,Padra,22.187439,72.979074,1289.0,0,3,1,95.0,13.05,0.0,93.3,159.6,245.6,307.0,0.685,1,0.946
521077,Vadadla,Padra,22.188515,73.028952,927.0,1,2,1,90.0,11.7,0.0,93.6,160.2,246.4,306.0,0.667,1,0.9
521085,Sadhi,Padra,22.161574,73.052519,3794.0,1,2,1,92.5,12.15,0.001,93.6,160.2,246.4,303.5,1.016,1,0.916
521084,Amla,Padra,22.163586,73.07259,2129.0,1,2,1,85.0,10.8,0.001,93.0,159.1,244.8,303.0,1.323,1,0.861
521098,Saras Vani,Padra,22.172324,73.097141,2305.0,1,3,1,90.0,11.7,0.001,93.6,160.2,246.4,300.5,0.645,1,0.895
521074,Lola,Padra,22.177699,72.962268,1535.0,1,2,1,92.5,13.05,0.001,93.3,159.6,245.6,309.6,0.853,1,0.94
521099,Shihor,Padra,22.173503,73.125801,915.0,1,2,1,92.5,12.15,0.001,93.3,159.6,245.6,308.1,0.053,1,0.918
521075,Muval,Padra,22.170072,72.975278,4164.0,1,2,1,95.0,12.6,0.001,93.3,159.6,245.6,302.0,0.673,1,0.931
521086,Anti,Padra,22.165322,73.0332,5055.0,1,2,1,90.0,12.15,0.001,93.6,160.2,246.4,306.5,0.112,1,0.91
521087,Rajupura,Padra,22.168519,73.012009,1185.0,1,0,1,87.5,12.15,0.001,93.3,159.6,245.6,305.5,1.985,1,0.901
521088,Jalalpur,Padra,22.161426,72.996259,2069.0,1,2,1,92.5,11.7,0.0,93.3,159.6,245.6,304.0,2.464,1,0.904
521100,Thikariya Mubarak,Padra,22.156815,73.117238,425.0,1,2,1,92.5,12.15,0.002,93.3,159.6,245.6,305.5,0.157,1,0.916
521096,Ambada,Padra,22.148851,73.018604,1021.0,1,2,1,92.5,11.7,0.001,93.0,159.1,244.8,301.0,2.156,1,0.901
521101,Virpur,Padra,22.145269,73.103502,310.0,1,3,1,97.5,13.05,0.001,92.7,158.6,244.0,308.6,0.008,1,0.95
521095,Kalyankui,Padra,22.14601,73.000385,627.0,1,2,1,90.0,11.7,0.0,93.0,159.1,244.8,306.5,2.51,1,0.898
521093,Mobha,Padra,22.132009,72.969914,4796.0,1,2,1,92.5,12.15,0.001,93.3,159.6,245.6,303.5,1.41,1,0.914
521104,Bhadari,Padra,22.131602,73.046963,1111.0,1,1,1,90.0,11.7,0.001,93.6,160.2,246.4,304.5,0.537,1,0.899
521094,Sadra,Padra,22.129314,72.989277,2275.0,1,2,1,92.5,12.15,0.0,92.7,158.6,244.0,304.0,1.529,1,0.912
521102,Medhad,Padra,22.130513,73.090522,695.0,1,3,1,95.0,12.6,0.002,93.6,160.2,246.4,312.6,0.097,1,0.942
521105,Gayapura,Padra,22.128234,73.022714,581.0,0,1,1,97.5,13.05,0.001,92.7,158.6,244.0,302.0,0.632,1,0.948
521103,Husepur,Padra,22.125176,73.075912,709.0,1,1,1,97.5,12.6,0.002,93.0,159.1,244.8,302.5,1.012,1,0.938
521106,Kanda,Padra,22.124838,73.006094,763.0,1,2,1,95.0,12.6,0.0,92.7,158.6,244.0,305.0,0.494,1,0.931
521115,Sadad,Padra,22.114914,73.061825,727.0,1,0,1,87.5,11.25,0.001,93.6,160.2,246.4,303.5,0.183,1,0.881
521114,Thikariya Math,Padra,22.118614,73.022857,329.0,1,1,1,90.0,11.7,0.001,93.0,159.1,244.8,302.0,0.854,1,0.894
519872,Khalipur,Vadodara Rural,22.204744,73.165883,1054.0,0,2,0,92.5,12.15,0.001,93.6,160.2,246.4,305.0,0.214,1,0.917
519882,Karali,Vadodara Rural,22.173667,73.153527,1075.0,1,0,1,92.5,12.15,0.001,93.3,159.6,245.6,304.5,0.84,1,0.915
519883,Itola,Vadodara Rural,22.15177,73.142673,3600.0,1,2,2,95.0,12.6,0.001,93.6,160.2,246.4,304.0,1.04,1,0.934
519895,Raman Gamdi,Vadodara Rural,22.128858,73.171689,559.0,1,2,2,25.0,0.2,0.001,45.6,78.0,120.0,238.0,0.726,0,0.388
519896,Gosindra,Vadodara Rural,22.127304,73.126298,1021.0,1,0,0,92.5,12.15,0.001,93.3,159.6,245.6,304.5,0.437,1,0.915
519897,Untiya Medhad,Vadodara Rural,22.117336,73.107781,733.0,1,2,2,97.5,12.15,0.002,93.6,160.2,246.4,305.0,0.305,1,0.932
520921,Mahmadpura,Dabhoi,22.216605,73.282351,539.0,0,2,0,97.5,12.6,0.001,93.3,159.6,245.6,306.0,0.572,1,0.943
520922,Palaswada,Dabhoi,22.209198,73.299901,1447.0,1,3,0,90.0,11.7,0.001,91.8,157.0,241.6,307.0,1.866,1,0.894
520938,Kaddhara,Dabhoi,22.206892,73.373629,985.0,0,2,2,100.0,13.05,0.001,93.0,159.1,244.8,310.1,1.577,1,0.95
520920,Mosampura,Dabhoi,22.206209,73.27003,313.0,1,2,0,97.5,13.05,0.0,92.7,158.6,244.0,307.6,1.873,1,0.95
520930,Valipura,Dabhoi,22.207937,73.317144,437.0,1,2,0,95.0,12.6,0.001,92.4,158.1,243.2,303.0,1.762,1,0.929
520937,Kaddharapura,Dabhoi,22.211852,73.35813,458.0,0,2,0,100.0,13.5,0.001,92.4,158.1,243.2,311.6,0.034,1,0.95
520929,Bhavpura,Dabhoi,22.207408,73.328601,350.0,0,2,0,95.0,12.6,0.001,93.0,159.1,244.8,300.5,1.285,1,0.929
520940,Karali,Dabhoi,22.202326,73.400652,605.0,1,3,0,90.0,12.15,0.001,93.0,159.1,244.8,309.6,0.503,1,0.911
520936,Abdalapura,Dabhoi,22.200262,73.353441,479.0,1,2,1,100.0,13.5,0.001,92.4,158.1,243.2,309.6,0.777,1,0.95
520935,Vayadpur,Dabhoi,22.198432,73.342671,943.0,0,1,0,97.5,13.05,0.001,93.0,159.1,244.8,304.0,0.518,1,0.95
520931,Kundhela,Dabhoi,22.188539,73.281796,2513.0,1,2,1,95.0,12.6,0.001,92.4,158.1,243.2,305.5,1.73,1,0.931
520952,Gojali,Dabhoi,22.190698,73.378433,565.0,1,2,2,95.0,12.6,0.001,93.3,159.6,245.6,310.1,0.297,1,0.938
520934,Bhilapur,Dabhoi,22.192919,73.325929,2290.0,1,3,1,100.0,13.5,0.001,93.0,159.1,244.8,305.0,0.968,1,0.95
520953,Banaiya,Dabhoi,22.184445,73.35092,338.0,1,2,0,87.5,11.25,0.001,93.3,159.6,245.6,306.5,0.569,1,0.882
520951,Vasai,Dabhoi,22.173534,73.392085,1860.0,1,3,0,92.5,12.15,0.001,93.6,160.2,246.4,305.5,0.53,1,0.917
520932,Baherampura,Dabhoi,22.176949,73.301674,514.0,1,2,0,95.0,12.6,0.001,93.0,159.1,244.8,299.5,0.446,1,0.928
520933,Navapur,Dabhoi,22.181324,73.316668,356.0,1,1,0,95.0,12.6,0.001,93.3,159.6,245.6,302.0,0.163,1,0.931
520958,Ambav,Dabhoi,22.163756,73.364609,851.0,0,2,2,100.0,13.05,0.001,93.6,160.2,246.4,304.5,2.263,1,0.95
520959,Puda,Dabhoi,22.17066,73.375582,858.0,1,2,0,92.5,11.25,0.001,93.3,159.6,245.6,303.5,0.913,1,0.893
520957,Thuvavi,Dabhoi,22.160641,73.341034,2651.0,0,2,2,100.0,13.5,0.001,93.0,159.1,244.8,310.1,0.608,1,0.95
520954,Rajli,Dabhoi,22.165455,73.323543,789.0,1,2,2,100.0,13.5,0.001,92.4,158.1,243.2,307.6,0.558,1,0.95
520955,Anguthan,Dabhoi,22.159431,73.3033,1177.0,1,2,2,100.0,14.4,0.001,93.3,159.6,245.6,303.5,0.612,1,0.95
520960,Hansapura,Dabhoi,22.153796,73.382468,430.0,0,2,0,90.0,11.7,0.0,93.6,160.2,246.4,305.5,1.811,1,0.9
520961,Kajapur,Dabhoi,22.154333,73.39991,694.0,1,3,2,90.0,11.7,0.0,93.3,159.6,245.6,311.6,0.224,1,0.904
520972,Vega,Dabhoi,22.14562,73.385446,852.0,1,3,1,90.0,11.7,0.0,93.3,159.6,245.6,307.0,1.96,1,0.9
520974,Borbar,Dabhoi,22.136422,73.338357,1149.0,1,2,0,95.0,12.6,0.0,93.3,159.6,245.6,304.0,1.587,1,0.933
520956,Nariya,Dabhoi,22.138527,73.302603,1139.0,1,2,0,105.0,14.4,0.001,92.4,158.1,243.2,304.5,1.927,1,0.95
520971,Fartikui,Dabhoi,22.141432,73.372255,877.0,1,3,2,95.0,12.6,0.05,93.9,160.7,247.2,304.5,3.384,1,0.936
520975,Thikariya,Dabhoi,22.129972,73.310806,278.0,0,2,0,92.5,12.15,0.001,93.0,159.1,244.8,305.0,1.704,1,0.914
520976,Dangikuva,Dabhoi,22.127059,73.277309,389.0,1,2,0,110.0,15.3,0.0,92.1,157.6,242.4,303.5,2.236,1,0.95
519871,Mujar Gamdi,Vadodara Rural,22.208463,73.208264,494.0,0,2,1,92.5,11.7,0.001,93.6,160.2,246.4,303.5,1.614,1,0.905
519870,Vora Gamdi,Vadodara Rural,22.212751,73.219301,688.0,0,2,2,90.0,11.7,0.001,93.3,159.6,245.6,304.0,1.202,1,0.897
519869,Dhaniyavi,Vadodara Rural,22.206285,73.249285,2353.0,1,2,2,102.5,13.95,0.001,93.3,159.6,245.6,302.5,2.303,1,0.95
519873,Varnama,Vadodara Rural,22.180305,73.185476,4251.0,0,2,2,95.0,12.6,0.0,93.9,160.7,247.2,313.1,1.62,1,0.943
519874,Sundarpura,Vadodara Rural,22.184391,73.218524,1267.0,1,2,2,105.0,14.4,0.0,93.6,160.2,246.4,303.0,1.944,1,0.95
519877,Raghavpura,Vadodara Rural,22.186983,73.262388,850.0,1,2,2,97.5,13.05,0.0,94.2,161.2,248.0,304.5,0.896,1,0.95
519879,Patarveni,Vadodara Rural,22.173582,73.25714,721.0,1,2,2,95.0,12.6,0.0,93.6,160.2,246.4,306.5,0.514,1,0.936
519875,Shahpura,Vadodara Rural,22.177526,73.236638,493.0,1,2,0,95.0,13.05,0.0,94.2,161.2,248.0,303.5,0.256,1,0.947
519878,Samaspura,Vadodara Rural,22.177009,73.265683,961.0,1,2,2,97.5,12.6,0.0,94.2,161.2,248.0,309.6,0.008,1,0.949
519887,Hansapura,Vadodara Rural,22.163973,73.244571,308.0,1,2,1,95.0,12.6,0.001,93.9,160.7,247.2,304.5,1.366,1,0.936
519888,Mastupur Gamdi,Vadodara Rural,22.163233,73.277417,430.0,1,2,1,105.0,14.4,0.001,92.7,158.6,244.0,304.0,1.072,1,0.95
519881,Fatepura,Vadodara Rural,22.166403,73.223225,278.0,0,1,0,97.5,12.6,0.001,93.6,160.2,246.4,306.0,0.114,1,0.944
519892,Ajitpura,Vadodara Rural,22.153972,73.234141,190.0,1,2,0,92.5,12.15,0.001,93.6,160.2,246.4,301.0,1.132,1,0.913
519886,Kajapur,Vadodara Rural,22.156066,73.213603,462.0,1,2,1,97.5,13.05,0.001,93.9,160.7,247.2,299.0,0.375,1,0.95
519891,Salad,Vadodara Rural,22.148334,73.2608,1501.0,1,2,2,100.0,13.5,0.001,93.6,160.2,246.4,307.6,1.224,1,0.95
519885,Untiya Kajapur,Vadodara Rural,22.151983,73.198403,313.0,1,3,1,95.0,12.6,0.001,93.6,160.2,246.4,303.5,0.899,1,0.934
519889,Kandkoi,Vadodara Rural,22.152256,73.280713,155.0,0,2,1,107.5,14.85,0.001,92.4,158.1,243.2,304.5,2.288,1,0.95
519893,Dolatpura,Vadodara Rural,22.145677,73.218235,82.0,1,2,0,95.0,12.15,0.001,93.9,160.7,247.2,302.5,0.522,1,0.923
519894,Por,Vadodara Rural,22.134139,73.195065,7342.0,1,2,2,90.0,11.7,0.001,93.9,160.7,247.2,306.0,0.603,1,0.901
519900,Ankhi,Vadodara Rural,22.129567,73.203911,1179.0,1,2,2,92.5,11.7,0.001,93.9,160.7,247.2,301.5,1.27,1,0.905
519903,Rasulpur,Vadodara Rural,22.140617,73.233564,68.0,1,2,1,100.0,13.5,0.001,93.6,160.2,246.4,306.0,0.347,1,0.95
519904,Runvad,Vadodara Rural,22.127215,73.239275,1400.0,1,2,2,95.0,12.6,0.0,94.2,161.2,248.0,302.5,1.37,1,0.935
519902,Ramnath,Vadodara Rural,22.134989,73.223695,1239.0,1,2,2,92.5,12.15,0.001,93.9,160.7,247.2,304.5,1.031,1,0.918
519901,Fajalpur Ankhi,Vadodara Rural,22.123439,73.221401,579.0,1,2,2,100.0,13.05,0.001,93.9,160.7,247.2,307.6,2.324,1,0.95
521039,Jaspur,Padra,22.286455,73.060154,7658.0,1,2,1,90.0,11.7,0.001,93.9,160.7,247.2,308.6,2.142,1,0.903
521043,Umaraya,Padra,22.268181,73.02998,4115.0,1,2,1,97.5,12.6,0.001,93.6,160.2,246.4,307.0,1.519,1,0.945
521041,Tajpura,Padra,22.266245,73.069227,1720.0,1,2,1,107.5,14.85,0.0,93.3,159.6,245.6,308.6,2.688,1,0.95
521042,Luna,Padra,22.26456,73.049273,2739.0,1,2,1,90.0,12.6,0.05,93.3,159.6,245.6,308.1,3.248,1,0.921
521040,Sangma,Padra,22.264793,73.087969,3096.0,1,3,1,105.0,14.4,0.001,93.0,159.1,244.8,306.5,2.153,1,0.95
521044,Ekalbara,Padra,22.256383,73.017797,4435.0,1,3,1,95.0,13.5,0.001,93.3,159.6,245.6,306.0,1.567,1,0.95
521045,Mujpur,Padra,22.245552,72.992466,9410.0,1,2,1,97.5,13.5,0.001,94.2,161.2,248.0,310.1,1.39,1,0.95
521058,Dabhasa,Padra,22.23737,73.038788,8337.0,1,3,1,95.0,12.6,0.0,93.3,159.6,245.6,306.0,2.848,1,0.935
521059,Sokhdakhurd,Padra,22.244837,73.11375,2139.0,1,2,1,97.5,13.5,0.001,93.9,160.7,247.2,307.0,0.774,1,0.95
521057,Mahuvad,Padra,22.234796,73.013282,2564.0,1,3,1,102.5,13.95,0.05,93.0,159.1,244.8,305.0,3.495,1,0.95
521061,Darapura,Padra,22.228044,73.106676,3032.0,1,2,1,87.5,11.25,0.0,93.3,159.6,245.6,301.0,0.815,1,0.877
521060,Patod,Padra,22.225549,73.120499,2479.0,1,2,1,87.5,11.25,0.0,93.9,160.7,247.2,303.0,0.61,1,0.881
521055,Narsipura,Padra,22.229941,72.973697,3447.0,1,2,1,97.5,13.05,0.001,93.3,159.6,245.6,306.5,2.452,1,0.95
521056,Dhobikuwa,Padra,22.22517,73.002439,3392.0,1,2,1,100.0,13.5,0.05,93.3,159.6,245.6,305.5,3.864,1,0.95
521063,Latipura,Padra,22.222343,73.058454,2702.0,0,2,1,92.5,12.6,0.001,93.6,160.2,246.4,306.0,1.698,1,0.928
521062,Ghayaj,Padra,22.219221,73.082331,2667.0,1,3,1,92.5,12.15,0.001,93.3,159.6,245.6,304.0,0.541,1,0.915
521054,Somjipura,Padra,22.215018,72.968122,2480.0,1,2,1,100.0,13.5,0.05,92.4,158.1,243.2,307.0,3.852,1,0.95
519844,Sindhrot,Vadodara Rural,22.328932,73.071113,7027.0,1,3,2,90.0,11.25,0.001,94.2,161.2,248.0,300.0,0.615,1,0.887
519842,Ankodiya,Vadodara Rural,22.334255,73.122831,4608.0,1,2,2,102.5,13.95,0.001,93.6,160.2,246.4,307.6,1.283,1,0.95
519825,Rayaka,Vadodara Rural,22.439928,73.10356,1981.0,1,3,2,95.0,12.15,0.001,93.9,160.7,247.2,302.5,1.97,1,0.923
519826,Sankarda,Vadodara Rural,22.433457,73.127512,7460.0,0,2,2,92.5,12.15,0.001,93.9,160.7,247.2,303.0,0.706,1,0.916
519828,Sokhda,Vadodara Rural,22.424976,73.16211,12610.0,1,2,1,95.0,11.7,0.002,93.6,160.2,246.4,304.5,1.726,1,0.913
519829,Padmala,Vadodara Rural,22.415159,73.132252,5446.0,1,3,2,95.0,12.6,0.001,93.6,160.2,246.4,303.5,1.325,1,0.934
519832,Ajod,Vadodara Rural,22.40144,73.158016,2661.0,1,2,2,100.0,0.2,0.001,45.6,78.0,120.0,238.0,1.963,0,0.391
519831,Anagadh,Vadodara Rural,22.373755,73.080302,14780.0,0,2,2,92.5,12.15,0.001,94.2,161.2,248.0,308.6,0.098,1,0.922
519836,Dhanora,Vadodara Rural,22.379574,73.097867,4006.0,1,2,2,90.0,11.7,0.001,93.9,160.7,247.2,307.0,1.065,1,0.902
519837,Kotna,Vadodara Rural,22.359605,73.058884,2902.0,1,2,2,92.5,12.15,0.001,94.2,161.2,248.0,306.5,1.13,1,0.92
519848,Khanpur,Vadodara Rural,22.318836,73.118396,1466.0,1,3,2,25.0,0.2,0.001,45.6,78.0,120.0,238.0,0.822,0,0.388
519843,Sherkhi,Vadodara Rural,22.33714,73.093718,9464.0,0,3,2,105.0,14.4,0.001,93.3,159.6,245.6,306.0,1.714,1,0.95
519859,Chapad,Vadodara Rural,22.229309,73.156898,2419.0,1,2,2,95.0,12.6,0.001,93.6,160.2,246.4,304.5,0.748,1,0.935
519846,Ampad,Vadodara Rural,22.303464,73.085825,1610.0,0,2,2,90.0,12.15,0.001,93.6,160.2,246.4,309.1,1.537,1,0.913
519847,Mahapura,Vadodara Rural,22.302753,73.103757,1601.0,1,2,2,102.5,13.95,0.0,93.3,159.6,245.6,304.5,0.686,1,0.95
