village_code,village_name,subdistrict,latitude,longitude,total_population,total_households,male_population,female_population,sc_st_population_share_pct,population_density_per_ha,surface_water_exposure,river_canal_present,tank_pond_lake_present,drainage_quality_score,road_connectivity_score,healthcare_access_score,nearest_town_dist_km,district_hq_dist_km,elevation_m_EXTERNAL_TOFILL,slope_deg_EXTERNAL_TOFILL,distance_to_river_km_EXTERNAL_TOFILL,drainage_density_km_per_km2_EXTERNAL_TOFILL,rainfall_annual_mm_EXTERNAL_TOFILL,rainfall_24hr_max_mm_EXTERNAL_TOFILL,historical_flood_inundation_pct_EXTERNAL_TOFILL,historical_flood_event_count_EXTERNAL_TOFILL,runoff_coefficient_EXTERNAL_TOFILL,building_footprint_density_EXTERNAL_TOFILL,flood_hazard_score_TARGET,flood_damage_estimate_TARGET,river_proximity_score,elevation_inverse,rainfall_density,flood_exposure,infrastructure_exposure,flood_vulnerability
520988,Dharmpuri,Dabhoi,22.10525,73.445468,1732.0,390.0,876.0,856.0,57.45,1.912,1,1.0,1.0,2,3,0,4.0,35.0,92.5,12.15,0.812,0.0,1116.4,244.8,44.5,3,0.51,0.15,0.492,110.2,1.0964912280701753,0.0106951871657754,616.1147902869758,852.144,0.940704,0.282654
520986,Juni Mangrol,Dabhoi,22.104319,73.475881,475.0,102.0,249.0,226.0,23.79,2.14,1,1.0,0.0,0,2,0,7.0,38.0,90.0,12.15,0.574,0.001,1093.0,247.2,46.5,3,0.51,0.17,0.514,32.1,1.483679525222552,0.01098901098901099,694.4091486658197,244.15,1.09996,0.1222806
251213,Dabhoi,Dabhoi,22.132821,73.43051,51240.0,10259.0,0.0,0.0,28.63,2.3600000000000003,0,0.0,0.0,0,0,0,0.0,35.0,92.5,12.15,2.806,0.0,1103.8,246.4,30.4,2,0.51,0.16,0.353,2360.4,0.3441156228492773,0.0106951871657754,290.01576458223855,18087.719999999998,0.83308,0.1010639
521017,Kayavarohan,Dabhoi,22.075851,73.250283,8409.0,1899.0,4370.0,4039.0,34.37,2.502,1,0.0,1.0,1,3,1,18.0,30.0,95.0,12.6,1.087,0.001,1100.2,248.0,43.1,3,0.52,0.2,0.476,540.4,0.8424599831508003,0.010416666666666666,527.1681839961668,4002.6839999999997,1.1909519999999998,0.16360119999999997
520995,Puniyad,Dabhoi,22.100616,73.213227,1544.0,322.0,806.0,738.0,34.72,2.792,1,1.0,1.0,2,2,1,13.0,22.0,97.5,13.05,0.73,0.001,1112.8,248.0,45.5,3,0.53,0.22,0.502,106.4,1.2048192771084338,0.01015228426395939,643.2369942196532,775.088,1.401584,0.17429440000000002
520992,Kothara,Dabhoi,22.101065,73.306994,824.0,185.0,427.0,397.0,60.44,1.93,0,0.0,0.0,0,2,0,15.0,32.0,92.5,11.7,0.783,0.001,1080.4,245.6,44.6,3,0.51,0.15,0.494,52.7,1.1325028312570782,0.0106951871657754,605.9450364554123,407.056,0.9534199999999999,0.29857359999999994
520990,Sathod,Dabhoi,22.088947,73.380113,3682.0,788.0,1898.0,1784.0,46.44,2.039,1,0.0,1.0,0,3,1,5.0,35.0,92.5,12.15,0.545,0.001,1089.4,245.6,45.6,3,0.51,0.16,0.511,245.5,1.5503875968992247,0.0106951871657754,705.1132686084144,1881.502,1.041929,0.2373084
520997,Sultanpura,Dabhoi,22.081722,73.275647,559.0,111.0,288.0,271.0,48.48,2.254,0,0.0,0.0,0,2,0,18.0,21.0,95.0,12.6,0.556,0.001,1087.6,248.0,46.1,3,0.52,0.18,0.513,38.1,1.524390243902439,0.010416666666666666,698.9717223650384,286.767,1.156302,0.2487024
520996,Fofaliya,Dabhoi,22.077858,73.207523,985.0,199.0,516.0,469.0,37.56,2.165,1,0.0,1.0,2,1,0,13.0,22.0,97.5,13.05,1.785,0.001,1125.4,248.8,38.4,3,0.51,0.17,0.426,55.2,0.5305039787798409,0.01015228426395939,404.09335727109516,419.61,0.9222899999999999,0.16000560000000003
521015,Pisai,Dabhoi,22.065104,73.353468,1396.0,326.0,710.0,686.0,44.48,2.053,0,0.0,0.0,1,2,0,12.0,44.0,97.5,12.6,1.804,0.0,1102.0,245.6,37.4,3,0.51,0.16,0.423,77.1,0.5252100840336134,0.01015228426395939,393.0099857346647,590.508,0.8684189999999999,0.1881504
521014,Shirola,Dabhoi,22.056849,73.383541,1599.0,356.0,845.0,754.0,23.7,2.596,1,1.0,0.0,2,3,0,9.0,42.0,100.0,13.5,0.738,0.0,1118.2,244.8,45.2,3,0.53,0.21,0.5,108.8,1.1933174224343677,0.009900990099009901,643.3831990794016,799.5,1.298,0.1185
521016,Karmal,Dabhoi,22.058746,73.302368,1401.0,333.0,745.0,656.0,47.39,3.052,1,0.0,1.0,2,2,1,14.0,40.0,92.5,12.15,1.473,0.0,1111.0,245.6,39.6,3,0.54,0.24,0.451,88.1,0.6357279084551811,0.0106951871657754,449.2519207440356,631.851,1.376452,0.2137289
521018,Lingsthali,Dabhoi,22.042229,73.252039,1935.0,447.0,1036.0,899.0,43.93,2.245,1,1.0,1.0,1,1,1,26.0,36.0,102.5,13.95,0.944,0.0,1107.4,248.0,44.5,3,0.52,0.18,0.486,124.8,0.9578544061302682,0.00966183574879227,569.6502057613169,940.41,1.09107,0.21349980000000002
521019,Bananj,Dabhoi,22.024348,73.233382,835.0,197.0,438.0,397.0,62.87,1.998,1,1.0,1.0,0,2,0,14.0,34.0,97.5,13.05,2.609,0.0,1100.2,248.0,32.5,2,0.51,0.16,0.368,40.1,0.36913990402362495,0.01015228426395939,304.84898863951236,307.28,0.735264,0.23136159999999997
521143,Dhanora,Karjan,22.081782,73.187754,741.0,162.0,365.0,376.0,29.28,2.301,1,1.0,0.0,1,2,0,8.0,34.0,95.0,12.6,1.787,0.001,1116.4,246.4,37.9,3,0.52,0.18,0.426,41.9,0.5299417064122947,0.010416666666666666,400.57409400789385,315.666,0.980226,0.1247328
521144,Gandhara,Karjan,22.053571,73.215055,1828.0,413.0,953.0,875.0,33.04,2.344,1,1.0,1.0,1,3,0,9.0,35.0,100.0,13.95,2.43,0.0,1103.8,248.8,33.5,2,0.52,0.19,0.382,93.5,0.39525691699604737,0.009900990099009901,321.80758017492707,698.296,0.895408,0.12621279999999999
521145,Ganpatpura,Karjan,22.055872,73.196843,1466.0,304.0,778.0,688.0,50.82,1.837,0,0.0,0.0,1,3,1,7.0,30.0,102.5,13.95,1.483,0.0,1111.0,248.8,40.3,3,0.51,0.15,0.447,84.8,0.6317119393556537,0.00966183574879227,447.4426097462746,655.302,0.821139,0.2271654
521156,Dhavat,Karjan,22.033506,73.18218,2340.0,539.0,1232.0,1108.0,47.44,1.84,1,1.0,0.0,1,3,0,6.0,40.0,100.0,13.5,1.587,0.001,1109.2,248.0,39.4,3,0.51,0.15,0.439,132.9,0.5927682276229994,0.009900990099009901,428.7591805179745,1027.26,0.80776,0.2082616
521157,Kurali,Karjan,22.024655,73.212051,1924.0,459.0,1005.0,919.0,59.56,3.255,1,1.0,1.0,1,3,1,10.0,40.0,102.5,13.95,3.849,0.05,1121.8,248.8,23.5,2,0.55,0.26,0.287,78.3,0.2532286654849329,0.00966183574879227,231.34666941637448,552.188,0.9341849999999999,0.17093719999999998
521158,Vemar,Karjan,22.001203,73.236051,2655.0,570.0,1348.0,1307.0,52.32,2.541,1,1.0,1.0,1,3,1,11.0,42.0,92.5,12.15,0.825,0.001,1093.0,249.6,44.6,3,0.53,0.2,0.496,177.8,1.0810810810810811,0.0106951871657754,598.9041095890411,1316.8799999999999,1.260336,0.2595072
521160,Kasampur,Karjan,22.010784,73.197272,601.0,143.0,319.0,282.0,56.41,1.247,1,1.0,0.0,1,1,0,12.0,40.0,102.5,14.4,2.555,0.001,1118.2,247.2,32.4,2,0.49,0.1,0.368,27.4,0.3766478342749529,0.00966183574879227,314.54289732770746,221.168,0.458896,0.20758879999999996
521159,Kothav,Karjan,22.000365,73.216065,998.0,198.0,518.0,480.0,33.07,1.976,0,0.0,0.0,1,2,0,10.0,39.0,107.5,14.85,1.8,0.001,1107.4,247.2,38.2,3,0.51,0.16,0.424,55.2,0.5263157894736842,0.009216589861751152,395.50000000000006,423.152,0.837824,0.1402168
521172,Nishaliya,Karjan,21.994476,73.203651,533.0,114.0,278.0,255.0,51.59,1.89,1,0.0,1.0,1,2,0,12.0,41.0,105.0,14.4,1.945,0.001,1105.6,247.2,36.9,3,0.51,0.15,0.414,28.5,0.48899755501222497,0.009433962264150943,375.41595925297105,220.66199999999998,0.7824599999999999,0.2135826
521171,Choranda,Karjan,21.988212,73.178437,3674.0,731.0,1901.0,1773.0,23.84,3.016,1,1.0,0.0,1,1,1,10.0,35.0,100.0,13.5,2.626,0.001,1103.8,248.8,31.9,2,0.54,0.24,0.371,190.1,0.36683785766691124,0.009900990099009901,304.41257584114726,1363.054,1.118936,0.0884464
521217,Sandha,Sinor,22.051567,73.333742,714.0,165.0,395.0,319.0,41.88,2.462,0,0.0,0.0,2,1,0,12.0,45.0,97.5,13.05,2.664,0.0,1094.8,246.4,31.4,2,0.52,0.2,0.365,35.2,0.361794500723589,0.01015228426395939,298.79912663755454,260.61,0.89863,0.152862
521218,Damnagar,Sinor,22.048448,73.35436,587.0,134.0,311.0,276.0,42.25,1.784,1,0.0,1.0,0,2,0,12.0,44.0,90.0,11.7,3.085,0.05,1093.0,245.6,28.3,2,0.5,0.14,0.336,25.3,0.3139717425431711,0.01098901098901099,267.56425948592414,197.232,0.5994240000000001,0.14196
521216,Garadi,Sinor,22.046886,73.313492,1223.0,242.0,642.0,581.0,12.76,3.227,0,0.0,0.0,2,2,0,10.0,45.0,97.5,13.05,2.705,0.0,1109.2,245.6,30.9,2,0.55,0.26,0.366,63.4,0.35650623885918004,0.01015228426395939,299.3792172739541,447.618,1.181082,0.046701599999999996
521215,Nana Habipura,Sinor,22.045817,73.288605,771.0,171.0,399.0,372.0,43.06,2.394,1,0.0,1.0,2,2,0,20.0,40.0,92.5,12.15,2.197,0.0,1103.8,248.8,34.9,2,0.52,0.19,0.398,41.1,0.4353504571179799,0.0106951871657754,345.26118235846104,306.858,0.9528120000000001,0.17137880000000003
521225,Achisara,Sinor,22.032329,73.319689,937.0,212.0,466.0,471.0,45.57,1.28,1,0.0,1.0,2,2,0,20.0,5.0,100.0,13.5,2.405,0.0,1111.0,246.4,33.1,2,0.49,0.1,0.378,43.8,0.3992015968063872,0.009900990099009901,326.2848751835536,354.186,0.48384,0.1722546
521222,Puniyad,Sinor,22.034808,73.362022,1426.0,343.0,731.0,695.0,45.65,2.088,1,0.0,1.0,2,1,0,13.0,45.0,92.5,12.15,1.594,0.0,1103.8,247.2,39.3,3,0.51,0.17,0.438,82.2,0.5903187721369539,0.0106951871657754,425.5204317656129,624.588,0.914544,0.19994699999999999
521221,Anandi,Sinor,22.027457,73.377876,1470.0,332.0,744.0,726.0,42.86,1.939,1,0.0,1.0,2,2,1,12.0,44.0,97.5,13.5,2.147,0.0,1096.6,245.6,35.2,2,0.51,0.16,0.399,76.5,0.44503782821539833,0.01015228426395939,348.45884969812516,586.5300000000001,0.773661,0.1710114
521223,Bhekhada,Sinor,22.034538,73.340775,572.0,139.0,299.0,273.0,53.15,2.846,0,0.0,0.0,2,1,1,16.0,51.0,105.0,14.4,2.361,0.0,1100.2,245.6,33.5,2,0.54,0.23,0.388,30.7,0.40633888663145057,0.009433962264150943,327.34305266289795,221.936,1.1042480000000001,0.206222
521214,Timbarva,Sinor,22.02638,73.271644,2047.0,504.0,1078.0,969.0,47.19,1.32,1,0.0,1.0,2,2,1,24.0,40.0,102.5,13.5,3.403,0.05,1107.4,247.2,25.9,2,0.49,0.11,0.309,79.0,0.28546959748786754,0.00966183574879227,251.51033386327504,632.523,0.40788,0.1458171
521224,Chhanbhoi,Sinor,22.018022,73.343451,817.0,203.0,432.0,385.0,62.79,1.559,1,0.0,1.0,2,1,0,16.0,45.0,92.5,12.15,0.842,0.0,1112.8,248.0,44.7,3,0.5,0.12,0.49,50.4,1.0615711252653928,0.0106951871657754,604.1259500542888,400.33,0.76391,0.30767100000000003
521231,Avakhal,Sinor,22.0029,73.3245,3162.0,753.0,1629.0,1533.0,45.51,2.353,0,0.0,0.0,2,3,1,19.0,48.0,92.5,12.15,0.371,0.001,1109.2,246.4,47.7,3,0.52,0.19,0.525,222.2,2.1231422505307855,0.0106951871657754,809.0444930707513,1660.0500000000002,1.2353250000000002,0.23892750000000001
521232,Malpur,Sinor,22.006701,73.353646,1179.0,246.0,612.0,567.0,46.99,2.557,1,0.0,1.0,2,3,0,18.0,45.0,102.5,13.95,0.713,0.0,1116.4,244.8,45.2,3,0.53,0.2,0.502,79.9,1.2300123001230012,0.00966183574879227,651.7221249270286,591.858,1.283614,0.2358898
521226,Tarva,Sinor,22.00933,73.267989,808.0,179.0,412.0,396.0,68.32,1.548,0,0.0,0.0,2,2,0,25.0,42.0,102.5,13.95,2.563,0.002,1107.4,248.0,32.3,2,0.5,0.12,0.369,37.6,0.37551633496057074,0.00966183574879227,310.8055009823183,298.152,0.571212,0.25210079999999996
521233,Segva,Sinor,22.006763,73.374721,1414.0,308.0,760.0,654.0,48.16,3.121,0,0.0,0.0,2,3,1,14.0,50.0,100.0,13.5,2.3,0.0,1111.0,246.4,33.9,2,0.54,0.25,0.393,78.1,0.4166666666666667,0.009900990099009901,336.6666666666667,555.702,1.226553,0.1892688
521230,Sadhli,Sinor,21.990856,73.297683,6269.0,1284.0,3234.0,3035.0,23.91,5.533,1,0.0,1.0,2,3,1,20.0,40.0,107.5,14.85,0.896,0.001,1111.0,249.6,44.7,3,0.62,0.44,0.505,512.9,1.0040160642570282,0.009216589861751152,585.9704641350211,3165.8450000000003,2.794165,0.1207455
521108,Sampla,Padra,22.092733,72.917623,1449.0,310.0,762.0,687.0,16.7,1.664,1,1.0,1.0,1,2,0,9.0,25.0,92.5,12.15,1.565,0.001,1098.4,247.2,40.1,3,0.5,0.13,0.439,80.9,0.6006006006006006,0.0106951871657754,428.22612085769987,636.111,0.7304959999999999,0.07331299999999999
521107,Shanpur,Padra,22.104415,72.950166,1367.0,277.0,707.0,660.0,11.85,2.639,0,0.0,0.0,1,2,0,16.0,50.0,92.5,12.15,0.232,0.0,1089.4,244.8,48.8,3,0.53,0.21,0.536,99.7,3.012048192771084,0.0106951871657754,884.2532467532468,732.712,1.414504,0.063516
521090,Kanzat,Padra,22.108455,72.889902,4659.0,1005.0,2435.0,2224.0,6.48,6.373,1,0.0,1.0,1,3,1,10.0,48.0,95.0,12.6,0.487,0.001,1093.0,247.2,48.1,3,0.62,0.51,0.532,421.1,1.7035775127768313,0.010416666666666666,735.0369872225958,2478.588,3.3904360000000002,0.03447360000000001
521110,Bhanpur,Padra,22.090872,72.938779,801.0,164.0,419.0,382.0,2.12,2.543,1,1.0,1.0,1,2,0,14.0,41.0,95.0,12.6,0.787,0.001,1102.0,245.6,45.3,3,0.53,0.2,0.497,53.7,1.1273957158962795,0.010416666666666666,616.6759932848349,398.097,1.263871,0.0105364
521111,Vanchhara,Padra,22.075925,72.949723,1460.0,315.0,782.0,678.0,34.86,1.7,1,1.0,1.0,1,2,1,18.0,4.0,95.0,12.6,0.364,0.001,1082.2,245.6,48.3,3,0.5,0.14,0.522,97.7,2.1551724137931036,0.010416666666666666,793.4017595307919,762.12,0.8874,0.18196920000000003
521109,Danoli,Padra,22.069706,72.919621,1017.0,232.0,554.0,463.0,9.14,2.11,1,0.0,1.0,1,2,0,12.0,48.0,92.5,12.15,2.303,0.001,1100.2,245.6,35.0,3,0.51,0.17,0.388,51.9,0.4161464835622139,0.0106951871657754,333.0911292764154,394.596,0.81868,0.03546320000000001
521118,Nedra,Padra,22.052913,72.928131,1030.0,226.0,516.0,514.0,39.42,1.876,1,1.0,0.0,1,2,0,18.0,50.0,95.0,12.6,0.564,0.001,1091.2,245.6,46.4,3,0.51,0.15,0.51,68.0,1.5060240963855422,0.010416666666666666,697.6982097186701,525.3,0.9567599999999999,0.201042
521227,Tinglod,Sinor,21.990449,73.25099,819.0,194.0,439.0,380.0,44.2,1.754,0,0.0,0.0,2,3,0,14.0,46.0,97.5,12.15,0.646,0.001,1102.0,248.8,45.8,3,0.5,0.14,0.504,52.9,1.3404825737265416,0.01015228426395939,669.501822600243,412.776,0.884016,0.222768
521122,Abhara,Karjan,22.088832,73.023087,1059.0,245.0,533.0,526.0,61.66,1.629,1,1.0,0.0,2,2,0,10.0,50.0,102.5,13.95,0.586,0.001,1102.0,246.4,45.9,3,0.5,0.13,0.507,68.3,1.457725947521866,0.00966183574879227,694.8297604035309,536.913,0.825903,0.31261619999999996
521142,Kandari,Karjan,22.080348,73.151713,4295.0,973.0,2231.0,2064.0,46.87,2.688,1,1.0,1.0,1,3,1,4.0,30.0,107.5,13.95,1.023,0.001,1109.2,246.4,43.5,3,0.53,0.22,0.481,283.5,0.8904719501335708,0.009216589861751152,548.2946119624321,2065.895,1.292928,0.22544469999999997
521132,Kurai,Karjan,22.077144,73.102052,1473.0,344.0,810.0,663.0,60.9,1.796,1,1.0,1.0,1,2,1,3.0,32.0,102.5,13.5,1.723,0.0,1096.6,245.6,38.3,3,0.5,0.14,0.427,80.7,0.5485463521667581,0.00966183574879227,402.71759089239805,628.971,0.766892,0.26004299999999997
521134,Handod,Karjan,22.074506,73.054631,2095.0,466.0,1083.0,1012.0,30.69,2.054,0,0.0,0.0,0,2,1,6.0,42.0,92.5,12.15,1.707,0.0,1105.6,246.4,38.6,3,0.51,0.16,0.43,117.6,0.5534034311012728,0.0106951871657754,408.4226080531954,900.85,0.8832199999999999,0.131967
521133,Khandha,Karjan,22.070567,73.073476,1362.0,259.0,694.0,668.0,23.42,1.694,1,1.0,1.0,0,2,0,4.0,38.0,92.5,12.6,1.451,0.0,1093.0,244.8,40.2,3,0.5,0.14,0.446,77.9,0.6447453255963893,0.0106951871657754,445.9404324765402,607.452,0.755524,0.10445320000000001
521136,Chorbhuj,Karjan,22.061192,73.010019,1128.0,254.0,586.0,542.0,28.99,1.332,1,0.0,1.0,1,2,0,12.0,50.0,92.5,12.6,1.545,0.001,1089.4,246.4,39.4,3,0.49,0.11,0.438,61.7,0.60790273556231,0.0106951871657754,428.0550098231828,494.064,0.583416,0.12697619999999998
521123,Sambhoi,Karjan,22.107029,73.03894,1257.0,253.0,651.0,606.0,32.22,1.765,1,1.0,0.0,1,2,0,12.0,45.0,100.0,12.6,0.375,0.001,1109.2,246.4,47.6,3,0.5,0.14,0.522,84.2,2.1052631578947367,0.009900990099009901,806.6909090909091,656.154,0.92133,0.1681884
521124,Surwada,Karjan,22.107989,73.055006,1382.0,299.0,715.0,667.0,23.44,2.838,0,0.0,0.0,1,2,0,9.0,42.0,92.5,13.05,0.719,0.001,1094.8,245.6,45.8,3,0.54,0.23,0.503,96.2,1.221001221001221,0.0106951871657754,636.8819080860966,695.146,1.427514,0.11790320000000001
521121,Virjai,Karjan,22.100334,73.001793,1738.0,397.0,906.0,832.0,29.92,1.647,1,1.0,0.0,2,2,1,11.0,60.0,92.5,12.15,1.105,0.001,1076.8,246.4,42.1,3,0.5,0.13,0.471,104.1,0.8298755186721991,0.0106951871657754,511.54394299287407,818.598,0.775737,0.1409232
521126,Pingalwada,Karjan,22.108714,73.097279,1508.0,359.0,771.0,737.0,31.83,1.926,1,1.0,0.0,1,3,1,8.0,40.0,92.5,12.15,0.653,0.001,1109.2,246.4,46.4,3,0.51,0.15,0.504,98.3,1.3280212483399734,0.0106951871657754,671.0223835450696,760.032,0.970704,0.1604232
521127,Harsunda,Karjan,22.10727,73.123008,463.0,105.0,239.0,224.0,58.53,2.74,1,1.0,0.0,1,2,0,7.0,40.0,95.0,12.6,0.231,0.001,1116.4,246.4,48.2,3,0.53,0.22,0.536,34.1,3.021148036253776,0.010416666666666666,906.9049553208773,248.168,1.4686400000000002,0.3137208
521125,Manpur,Karjan,22.098113,73.075975,1022.0,210.0,519.0,503.0,41.1,2.094,0,0.0,0.0,0,2,0,8.0,41.0,95.0,12.6,0.383,0.001,1091.2,245.6,48.5,3,0.51,0.17,0.522,70.2,2.070393374741201,0.010416666666666666,789.0093998553868,533.484,1.093068,0.21454200000000004
521131,Anastu,Karjan,22.086903,73.114773,1899.0,420.0,978.0,921.0,44.13,2.208,0,0.0,0.0,1,2,1,4.0,36.0,102.5,13.95,0.727,0.0,1132.6,246.4,46.2,3,0.52,0.18,0.5,126.0,1.2091898428053205,0.00966183574879227,655.819339895773,949.5,1.104,0.22065
521129,Manglej,Karjan,22.094203,73.173107,1297.0,276.0,679.0,618.0,45.1,2.362,0,0.0,0.0,1,3,0,8.0,32.0,90.0,11.7,0.02,0.001,1107.4,246.4,51.0,3,0.52,0.19,0.554,96.2,8.333333333333332,0.01098901098901099,1085.686274509804,718.538,1.3085480000000003,0.24985400000000002
521130,Kherda,Karjan,22.092915,73.136272,1211.0,221.0,599.0,612.0,17.34,2.533,1,1.0,0.0,1,2,0,6.0,40.0,95.0,12.6,0.651,0.001,1098.4,245.6,45.8,3,0.53,0.2,0.507,82.9,1.3315579227696406,0.010416666666666666,665.2937613567535,613.977,1.284231,0.0879138
521137,Umaj,Karjan,22.055899,72.964382,1167.0,245.0,614.0,553.0,34.53,2.185,1,1.0,0.0,1,2,1,16.0,50.0,92.5,12.15,1.217,0.001,1094.8,245.6,42.3,3,0.52,0.17,0.466,71.6,0.759301442672741,0.0106951871657754,493.8204781235904,543.822,1.01821,0.16090980000000002
521146,Vemardi,Karjan,22.052172,73.172982,1212.0,256.0,650.0,562.0,51.4,2.344,0,0.0,0.0,1,3,0,6.0,32.0,105.0,14.4,1.006,0.0,1123.6,246.4,43.5,3,0.52,0.19,0.481,78.0,0.9041591320072332,0.009433962264150943,560.1196410767695,582.972,1.1274639999999998,0.247234
521166,Mankan,Karjan,21.932658,73.069718,1792.0,335.0,930.0,862.0,25.22,4.87,1,1.0,0.0,1,2,0,2.0,65.0,100.0,13.5,1.228,0.001,1087.6,245.6,41.2,3,0.6,0.39,0.477,133.7,0.753012048192771,0.009900990099009901,488.1508078994614,854.784,2.32299,0.12029939999999999
521184,Sarupur Timbi,Karjan,21.929106,73.150558,768.0,158.0,402.0,366.0,45.57,2.279,1,1.0,1.0,1,2,0,19.0,55.0,102.5,13.95,0.274,0.001,1100.2,248.0,48.6,3,0.52,0.18,0.533,54.3,2.6737967914438503,0.00966183574879227,863.5792778649922,409.34400000000005,1.214707,0.24288810000000002
521183,Saniyad,Karjan,21.923933,73.173165,1228.0,259.0,630.0,598.0,60.02,1.785,0,0.0,0.0,0,1,1,7.0,55.0,95.0,12.6,1.516,0.001,1087.6,247.2,39.0,3,0.5,0.14,0.442,69.6,0.6188118811881188,0.010416666666666666,432.2734499205087,542.776,0.78897,0.26528840000000004
521163,Dethan,Karjan,21.977393,73.104835,2225.0,444.0,1139.0,1086.0,24.31,2.878,1,0.0,1.0,1,3,1,10.0,42.0,95.0,12.15,1.19,0.001,1080.4,246.4,41.5,3,0.54,0.23,0.471,145.0,0.7751937984496123,0.010416666666666666,493.33333333333337,1047.975,1.355538,0.11450009999999998
521164,Valan,Karjan,21.954884,73.075371,10182.0,1854.0,5232.0,4950.0,15.46,4.353,0,0.0,0.0,1,3,1,3.0,45.0,95.0,12.15,0.656,0.001,1096.6,247.2,45.4,3,0.58,0.35,0.515,796.4,1.3227513227513228,0.010416666666666666,662.1980676328501,5243.7300000000005,2.2417949999999998,0.07961900000000001
521169,Atali,Karjan,21.963404,73.147394,1222.0,262.0,632.0,590.0,35.52,1.711,1,0.0,1.0,1,2,0,10.0,45.0,97.5,13.05,3.145,0.05,1098.4,248.0,28.1,2,0.5,0.14,0.329,51.6,0.3081664098613251,0.01015228426395939,264.993968636912,402.038,0.5629190000000001,0.11686080000000001
521170,Bachar,Karjan,21.962801,73.17002,1253.0,252.0,622.0,631.0,28.57,2.021,1,1.0,1.0,1,2,1,20.0,60.0,100.0,13.05,1.028,0.001,1107.4,248.8,43.5,3,0.51,0.16,0.479,78.3,0.8865248226950354,0.009900990099009901,546.0552268244576,600.187,0.9680589999999999,0.1368503
521168,Kiya,Karjan,21.957047,73.121666,1410.0,273.0,721.0,689.0,22.91,1.502,1,1.0,1.0,0,2,0,5.0,42.0,95.0,12.6,2.098,0.001,1098.4,247.2,35.4,2,0.5,0.12,0.402,71.4,0.45495905368516837,0.010416666666666666,354.5513234344739,566.82,0.603804,0.0920982
521176,Urad,Karjan,21.941814,73.159467,1073.0,226.0,550.0,523.0,37.65,2.379,1,1.0,1.0,1,2,0,6.0,48.0,97.5,13.05,0.87,0.001,1105.6,248.0,44.3,3,0.52,0.19,0.491,70.5,1.0309278350515465,0.01015228426395939,591.2299465240641,526.843,1.168089,0.18486149999999998
521177,Koliyad,Karjan,21.927209,73.131173,2612.0,538.0,1364.0,1248.0,45.83,2.877,1,1.0,1.0,1,2,1,5.0,55.0,97.5,13.05,1.465,0.001,1102.0,248.0,40.3,3,0.54,0.23,0.452,163.4,0.6389776357827476,0.01015228426395939,447.05882352941177,1180.624,1.300404,0.2071516
521167,Divi,Karjan,21.933756,73.116397,844.0,162.0,457.0,387.0,38.51,1.967,0,0.0,0.0,1,2,0,4.0,45.0,95.0,12.6,2.596,0.001,1098.4,247.2,31.9,2,0.51,0.16,0.368,40.5,0.37091988130563797,0.010416666666666666,305.45050055617355,310.592,0.723856,0.1417168
521165,Mesrad,Karjan,21.930546,73.021135,2174.0,393.0,1119.0,1055.0,27.92,2.053,1,0.0,1.0,1,2,1,3.0,58.0,102.5,13.95,0.757,0.0,1109.2,245.6,45.0,3,0.51,0.16,0.496,140.7,1.1668611435239207,0.00966183574879227,631.3033579965851,1078.304,1.0182879999999999,0.1384832
521178,Sansrod,Karjan,21.912531,73.096947,5649.0,1129.0,2846.0,2803.0,26.87,6.068,1,1.0,0.0,1,3,1,6.0,65.0,100.0,13.95,1.492,0.001,1078.6,247.2,39.7,3,0.63,0.49,0.464,439.4,0.6281407035175879,0.009900990099009901,432.8250401284109,2621.136,2.815552,0.1246768
521182,Sanapura,Karjan,21.90548,73.145016,891.0,207.0,449.0,442.0,51.96,1.993,1,0.0,1.0,1,2,0,9.0,60.0,92.5,12.6,1.154,0.001,1089.4,247.2,42.3,3,0.51,0.16,0.469,54.5,0.7974481658692185,0.0106951871657754,505.7567316620242,417.87899999999996,0.934717,0.2436924
521181,Saring,Karjan,21.890801,73.129828,1731.0,385.0,909.0,822.0,41.19,1.947,1,1.0,1.0,1,2,0,14.0,58.0,97.5,13.05,1.773,0.001,1102.0,247.2,37.5,3,0.51,0.16,0.426,96.2,0.5339028296849974,0.01015228426395939,397.4035340786153,737.406,0.829422,0.1754694
521179,Haldarva,Karjan,21.896641,73.077939,2141.0,402.0,1085.0,1056.0,41.29,3.393,0,0.0,0.0,1,3,0,2.0,56.0,100.0,13.5,1.871,0.001,1089.4,247.2,37.1,3,0.55,0.27,0.425,130.0,0.5073566717402334,0.009900990099009901,379.4496691048416,909.925,1.442025,0.17548249999999999
521195,Karan,Karjan,21.89618,73.168278,703.0,151.0,374.0,329.0,39.4,1.538,1,0.0,1.0,1,2,0,11.0,62.0,95.0,12.6,2.119,0.0,1102.0,247.2,34.7,2,0.5,0.12,0.4,35.4,0.4506534474988733,0.010416666666666666,353.3183712728438,281.2,0.6152000000000001,0.1576
521180,Mantroj,Karjan,21.889077,73.10036,857.0,190.0,439.0,418.0,63.83,1.884,0,0.0,0.0,1,1,0,4.0,55.0,105.0,14.4,0.223,0.001,1087.6,246.4,48.6,3,0.51,0.15,0.534,59.2,3.095975232198142,0.009433962264150943,889.2886345053147,457.63800000000003,1.006056,0.3408522
