village_code,village_name,subdistrict,latitude,longitude,total_population,total_households,male_population,female_population,sc_st_population_share_pct,population_density_per_ha,surface_water_exposure,river_canal_present,tank_pond_lake_present,drainage_quality_score,road_connectivity_score,healthcare_access_score,nearest_town_dist_km,district_hq_dist_km,elevation_m_EXTERNAL_TOFILL,slope_deg_EXTERNAL_TOFILL,distance_to_river_km_EXTERNAL_TOFILL,drainage_density_km_per_km2_EXTERNAL_TOFILL,rainfall_annual_mm_EXTERNAL_TOFILL,rainfall_24hr_max_mm_EXTERNAL_TOFILL,historical_flood_inundation_pct_EXTERNAL_TOFILL,historical_flood_event_count_EXTERNAL_TOFILL,runoff_coefficient_EXTERNAL_TOFILL,building_footprint_density_EXTERNAL_TOFILL,flood_hazard_score_TARGET,flood_damage_estimate_TARGET
521223,Bhekhada,Sinor,22.034538,73.340775,572.0,139.0,299.0,273.0,53.15,2.846,0,0.0,0.0,2,1,1,16.0,51.0,105.0,14.4,2.361,0.0,1100.2,245.6,33.5,2,0.54,0.23,0.388,30.7
521214,Timbarva,Sinor,22.02638,73.271644,2047.0,504.0,1078.0,969.0,47.19,1.32,1,0.0,1.0,2,2,1,24.0,40.0,102.5,13.5,3.403,0.05,1107.4,247.2,25.9,2,0.49,0.11,0.309,79.0
521224,Chhanbhoi,Sinor,22.018022,73.343451,817.0,203.0,432.0,385.0,62.79,1.559,1,0.0,1.0,2,1,0,16.0,45.0,92.5,12.15,0.842,0.0,1112.8,248.0,44.7,3,0.5,0.12,0.49,50.4
521231,Avakhal,Sinor,22.0029,73.3245,3162.0,753.0,1629.0,1533.0,45.51,2.353,0,0.0,0.0,2,3,1,19.0,48.0,92.5,12.15,0.371,0.001,1109.2,246.4,47.7,3,0.52,0.19,0.525,222.2
521232,Malpur,Sinor,22.006701,73.353646,1179.0,246.0,612.0,567.0,46.99,2.557,1,0.0,1.0,2,3,0,18.0,45.0,102.5,13.95,0.713,0.0,1116.4,244.8,45.2,3,0.53,0.2,0.502,79.9
521226,Tarva,Sinor,22.00933,73.267989,808.0,179.0,412.0,396.0,68.32,1.548,0,0.0,0.0,2,2,0,25.0,42.0,102.5,13.95,2.563,0.002,1107.4,248.0,32.3,2,0.5,0.12,0.369,37.6
521233,Segva,Sinor,22.006763,73.374721,1414.0,308.0,760.0,654.0,48.16,3.121,0,0.0,0.0,2,3,1,14.0,50.0,100.0,13.5,2.3,0.0,1111.0,246.4,33.9,2,0.54,0.25,0.393,78.1
521230,Sadhli,Sinor,21.990856,73.297683,6269.0,1284.0,3234.0,3035.0,23.91,5.533,1,0.0,1.0,2,3,1,20.0,40.0,107.5,14.85,0.896,0.001,1111.0,249.6,44.7,3,0.62,0.44,0.505,512.9
521108,Sampla,Padra,22.092733,72.917623,1449.0,310.0,762.0,687.0,16.7,1.664,1,1.0,1.0,1,2,0,9.0,25.0,92.5,12.15,1.565,0.001,1098.4,247.2,40.1,3,0.5,0.13,0.439,80.9
521107,Shanpur,Padra,22.104415,72.950166,1367.0,277.0,707.0,660.0,11.85,2.639,0,0.0,0.0,1,2,0,16.0,50.0,92.5,12.15,0.232,0.0,1089.4,244.8,48.8,3,0.53,0.21,0.536,99.7
521090,Kanzat,Padra,22.108455,72.889902,4659.0,1005.0,2435.0,2224.0,6.48,6.373,1,0.0,1.0,1,3,1,10.0,48.0,95.0,12.6,0.487,0.001,1093.0,247.2,48.1,3,0.62,0.51,0.532,421.1
521110,Bhanpur,Padra,22.090872,72.938779,801.0,164.0,419.0,382.0,2.12,2.543,1,1.0,1.0,1,2,0,14.0,41.0,95.0,12.6,0.787,0.001,1102.0,245.6,45.3,3,0.53,0.2,0.497,53.7
521111,Vanchhara,Padra,22.075925,72.949723,1460.0,315.0,782.0,678.0,34.86,1.7,1,1.0,1.0,1,2,1,18.0,4.0,95.0,12.6,0.364,0.001,1082.2,245.6,48.3,3,0.5,0.14,0.522,97.7
521109,Danoli,Padra,22.069706,72.919621,1017.0,232.0,554.0,463.0,9.14,2.11,1,0.0,1.0,1,2,0,12.0,48.0,92.5,12.15,2.303,0.001,1100.2,245.6,35.0,3,0.51,0.17,0.388,51.9
521118,Nedra,Padra,22.052913,72.928131,1030.0,226.0,516.0,514.0,39.42,1.876,1,1.0,0.0,1,2,0,18.0,50.0,95.0,12.6,0.564,0.001,1091.2,245.6,46.4,3,0.51,0.15,0.51,68.0
521227,Tinglod,Sinor,21.990449,73.25099,819.0,194.0,439.0,380.0,44.2,1.754,0,0.0,0.0,2,3,0,14.0,46.0,97.5,12.15,0.646,0.001,1102.0,248.8,45.8,3,0.5,0.14,0.504,52.9
521122,Abhara,Karjan,22.088832,73.023087,1059.0,245.0,533.0,526.0,61.66,1.629,1,1.0,0.0,2,2,0,10.0,50.0,102.5,13.95,0.586,0.001,1102.0,246.4,45.9,3,0.5,0.13,0.507,68.3
521142,Kandari,Karjan,22.080348,73.151713,4295.0,973.0,2231.0,2064.0,46.87,2.688,1,1.0,1.0,1,3,1,4.0,30.0,107.5,13.95,1.023,0.001,1109.2,246.4,43.5,3,0.53,0.22,0.481,283.5
521132,Kurai,Karjan,22.077144,73.102052,1473.0,344.0,810.0,663.0,60.9,1.796,1,1.0,1.0,1,2,1,3.0,32.0,102.5,13.5,1.723,0.0,1096.6,245.6,38.3,3,0.5,0.14,0.427,80.7
521134,Handod,Karjan,22.074506,73.054631,2095.0,466.0,1083.0,1012.0,30.69,2.054,0,0.0,0.0,0,2,1,6.0,42.0,92.5,12.15,1.707,0.0,1105.6,246.4,38.6,3,0.51,0.16,0.43,117.6
521133,Khandha,Karjan,22.070567,73.073476,1362.0,259.0,694.0,668.0,23.42,1.694,1,1.0,1.0,0,2,0,4.0,38.0,92.5,12.6,1.451,0.0,1093.0,244.8,40.2,3,0.5,0.14,0.446,77.9
521136,Chorbhuj,Karjan,22.061192,73.010019,1128.0,254.0,586.0,542.0,28.99,1.332,1,0.0,1.0,1,2,0,12.0,50.0,92.5,12.6,1.545,0.001,1089.4,246.4,39.4,3,0.49,0.11,0.438,61.7
521123,Sambhoi,Karjan,22.107029,73.03894,1257.0,253.0,651.0,606.0,32.22,1.765,1,1.0,0.0,1,2,0,12.0,45.0,100.0,12.6,0.375,0.001,1109.2,246.4,47.6,3,0.5,0.14,0.522,84.2
521124,Surwada,Karjan,22.107989,73.055006,1382.0,299.0,715.0,667.0,23.44,2.838,0,0.0,0.0,1,2,0,9.0,42.0,92.5,13.05,0.719,0.001,1094.8,245.6,45.8,3,0.54,0.23,0.503,96.2
521121,Virjai,Karjan,22.100334,73.001793,1738.0,397.0,906.0,832.0,29.92,1.647,1,1.0,0.0,2,2,1,11.0,60.0,92.5,12.15,1.105,0.001,1076.8,246.4,42.1,3,0.5,0.13,0.471,104.1
521126,Pingalwada,Karjan,22.108714,73.097279,1508.0,359.0,771.0,737.0,31.83,1.926,1,1.0,0.0,1,3,1,8.0,40.0,92.5,12.15,0.653,0.001,1109.2,246.4,46.4,3,0.51,0.15,0.504,98.3
521127,Harsunda,Karjan,22.10727,73.123008,463.0,105.0,239.0,224.0,58.53,2.74,1,1.0,0.0,1,2,0,7.0,40.0,95.0,12.6,0.231,0.001,1116.4,246.4,48.2,3,0.53,0.22,0.536,34.1
521125,Manpur,Karjan,22.098113,73.075975,1022.0,210.0,519.0,503.0,41.1,2.094,0,0.0,0.0,0,2,0,8.0,41.0,95.0,12.6,0.383,0.001,1091.2,245.6,48.5,3,0.51,0.17,0.522,70.2
521131,Anastu,Karjan,22.086903,73.114773,1899.0,420.0,978.0,921.0,44.13,2.208,0,0.0,0.0,1,2,1,4.0,36.0,102.5,13.95,0.727,0.0,1132.6,246.4,46.2,3,0.52,0.18,0.5,126.0
521129,Manglej,Karjan,22.094203,73.173107,1297.0,276.0,679.0,618.0,45.1,2.362,0,0.0,0.0,1,3,0,8.0,32.0,90.0,11.7,0.02,0.001,1107.4,246.4,51.0,3,0.52,0.19,0.554,96.2
521130,Kherda,Karjan,22.092915,73.136272,1211.0,221.0,599.0,612.0,17.34,2.533,1,1.0,0.0,1,2,0,6.0,40.0,95.0,12.6,0.651,0.001,1098.4,245.6,45.8,3,0.53,0.2,0.507,82.9
521137,Umaj,Karjan,22.055899,72.964382,1167.0,245.0,614.0,553.0,34.53,2.185,1,1.0,0.0,1,2,1,16.0,50.0,92.5,12.15,1.217,0.001,1094.8,245.6,42.3,3,0.52,0.17,0.466,71.6
521146,Vemardi,Karjan,22.052172,73.172982,1212.0,256.0,650.0,562.0,51.4,2.344,0,0.0,0.0,1,3,0,6.0,32.0,105.0,14.4,1.006,0.0,1123.6,246.4,43.5,3,0.52,0.19,0.481,78.0
521166,Mankan,Karjan,21.932658,73.069718,1792.0,335.0,930.0,862.0,25.22,4.87,1,1.0,0.0,1,2,0,2.0,65.0,100.0,13.5,1.228,0.001,1087.6,245.6,41.2,3,0.6,0.39,0.477,133.7
521184,Sarupur Timbi,Karjan,21.929106,73.150558,768.0,158.0,402.0,366.0,45.57,2.279,1,1.0,1.0,1,2,0,19.0,55.0,102.5,13.95,0.274,0.001,1100.2,248.0,48.6,3,0.52,0.18,0.533,54.3
521183,Saniyad,Karjan,21.923933,73.173165,1228.0,259.0,630.0,598.0,60.02,1.785,0,0.0,0.0,0,1,1,7.0,55.0,95.0,12.6,1.516,0.001,1087.6,247.2,39.0,3,0.5,0.14,0.442,69.6
521163,Dethan,Karjan,21.977393,73.104835,2225.0,444.0,1139.0,1086.0,24.31,2.878,1,0.0,1.0,1,3,1,10.0,42.0,95.0,12.15,1.19,0.001,1080.4,246.4,41.5,3,0.54,0.23,0.471,145.0
521164,Valan,Karjan,21.954884,73.075371,10182.0,1854.0,5232.0,4950.0,15.46,4.353,0,0.0,0.0,1,3,1,3.0,45.0,95.0,12.15,0.656,0.001,1096.6,247.2,45.4,3,0.58,0.35,0.515,796.4
521169,Atali,Karjan,21.963404,73.147394,1222.0,262.0,632.0,590.0,35.52,1.711,1,0.0,1.0,1,2,0,10.0,45.0,97.5,13.05,3.145,0.05,1098.4,248.0,28.1,2,0.5,0.14,0.329,51.6
521170,Bachar,Karjan,21.962801,73.17002,1253.0,252.0,622.0,631.0,28.57,2.021,1,1.0,1.0,1,2,1,20.0,60.0,100.0,13.05,1.028,0.001,1107.4,248.8,43.5,3,0.51,0.16,0.479,78.3
521168,Kiya,Karjan,21.957047,73.121666,1410.0,273.0,721.0,689.0,22.91,1.502,1,1.0,1.0,0,2,0,5.0,42.0,95.0,12.6,2.098,0.001,1098.4,247.2,35.4,2,0.5,0.12,0.402,71.4
521176,Urad,Karjan,21.941814,73.159467,1073.0,226.0,550.0,523.0,37.65,2.379,1,1.0,1.0,1,2,0,6.0,48.0,97.5,13.05,0.87,0.001,1105.6,248.0,44.3,3,0.52,0.19,0.491,70.5
521177,Koliyad,Karjan,21.927209,73.131173,2612.0,538.0,1364.0,1248.0,45.83,2.877,1,1.0,1.0,1,2,1,5.0,55.0,97.5,13.05,1.465,0.001,1102.0,248.0,40.3,3,0.54,0.23,0.452,163.4
521167,Divi,Karjan,21.933756,73.116397,844.0,162.0,457.0,387.0,38.51,1.967,0,0.0,0.0,1,2,0,4.0,45.0,95.0,12.6,2.596,0.001,1098.4,247.2,31.9,2,0.51,0.16,0.368,40.5
521165,Mesrad,Karjan,21.930546,73.021135,2174.0,393.0,1119.0,1055.0,27.92,2.053,1,0.0,1.0,1,2,1,3.0,58.0,102.5,13.95,0.757,0.0,1109.2,245.6,45.0,3,0.51,0.16,0.496,140.7
521178,Sansrod,Karjan,21.912531,73.096947,5649.0,1129.0,2846.0,2803.0,26.87,6.068,1,1.0,0.0,1,3,1,6.0,65.0,100.0,13.95,1.492,0.001,1078.6,247.2,39.7,3,0.63,0.49,0.464,439.4
521182,Sanapura,Karjan,21.90548,73.145016,891.0,207.0,449.0,442.0,51.96,1.993,1,0.0,1.0,1,2,0,9.0,60.0,92.5,12.6,1.154,0.001,1089.4,247.2,42.3,3,0.51,0.16,0.469,54.5
521181,Saring,Karjan,21.890801,73.129828,1731.0,385.0,909.0,822.0,41.19,1.947,1,1.0,1.0,1,2,0,14.0,58.0,97.5,13.05,1.773,0.001,1102.0,247.2,37.5,3,0.51,0.16,0.426,96.2
521179,Haldarva,Karjan,21.896641,73.077939,2141.0,402.0,1085.0,1056.0,41.29,3.393,0,0.0,0.0,1,3,0,2.0,56.0,100.0,13.5,1.871,0.001,1089.4,247.2,37.1,3,0.55,0.27,0.425,130.0
521195,Karan,Karjan,21.89618,73.168278,703.0,151.0,374.0,329.0,39.4,1.538,1,0.0,1.0,1,2,0,11.0,62.0,95.0,12.6,2.119,0.0,1102.0,247.2,34.7,2,0.5,0.12,0.4,35.4
521180,Mantroj,Karjan,21.889077,73.10036,857.0,190.0,439.0,418.0,63.83,1.884,0,0.0,0.0,1,1,0,4.0,55.0,105.0,14.4,0.223,0.001,1087.6,246.4,48.6,3,0.51,0.15,0.534,59.2
521196,Pachhiyapura,Karjan,21.894566,73.156396,1144.0,254.0,603.0,541.0,29.11,1.692,0,0.0,0.0,1,2,1,8.0,54.0,97.5,13.05,1.024,0.001,1091.2,247.2,42.9,3,0.5,0.14,0.477,70.0
521197,Delvada,Karjan,21.877363,73.14759,504.0,131.0,246.0,258.0,27.98,1.775,1,1.0,0.0,1,2,0,5.0,56.0,97.5,13.05,0.584,0.0,1102.0,248.8,45.8,3,0.5,0.14,0.508,32.8
521199,Arjanpura,Karjan,21.867865,73.164557,368.0,75.0,182.0,186.0,15.49,3.041,0,0.0,0.0,0,2,0,11.0,61.0,97.5,13.05,1.078,0.001,1094.8,248.0,42.4,3,0.54,0.24,0.479,24.6
521198,Somaj,Karjan,21.868243,73.149303,230.0,53.0,132.0,98.0,37.83,1.438,1,1.0,0.0,1,2,0,8.0,56.0,95.0,12.6,1.083,0.001,1111.0,247.2,44.1,3,0.49,0.12,0.471,13.6
521192,Samri,Karjan,21.935162,73.197469,1436.0,267.0,727.0,709.0,12.4,5.419,1,1.0,0.0,1,2,1,16.0,38.0,97.5,13.05,2.709,0.001,1118.2,248.0,31.3,2,0.61,0.43,0.376,86.9
521173,Methi,Karjan,21.973103,73.221783,1076.0,252.0,565.0,511.0,40.33,1.871,0,0.0,0.0,0,2,1,14.0,35.0,97.5,13.05,0.844,0.001,1102.0,250.4,44.9,3,0.51,0.15,0.492,68.5
521174,Chhanchhva,Karjan,21.973599,73.197097,727.0,153.0,367.0,360.0,60.52,1.298,1,1.0,0.0,1,2,0,9.0,45.0,97.5,13.05,0.113,0.001,1102.0,248.8,50.5,3,0.49,0.1,0.54,48.6
521175,Kala,Karjan,21.949247,73.1791,1323.0,253.0,669.0,654.0,15.42,3.5,1,0.0,1.0,1,2,0,20.0,42.0,92.5,13.05,0.367,0.001,1114.6,248.0,48.0,3,0.55,0.28,0.531,101.2
521187,Simli,Karjan,21.952537,73.220691,1682.0,363.0,868.0,814.0,55.95,2.288,1,0.0,1.0,1,2,0,18.0,38.0,97.5,13.05,1.488,0.002,1102.0,247.2,40.1,3,0.52,0.18,0.447,99.8
521186,Kanthariya,Karjan,21.947104,73.19995,574.0,137.0,304.0,270.0,45.12,1.421,1,1.0,0.0,1,2,0,20.0,45.0,100.0,13.5,2.212,0.001,1100.2,247.2,34.5,2,0.49,0.11,0.392,28.1
521188,Kothiya,Karjan,21.943,73.238991,1072.0,249.0,568.0,504.0,27.61,2.325,1,1.0,1.0,0,2,0,22.0,50.0,102.5,13.95,0.843,0.001,1111.0,248.8,45.5,3,0.52,0.19,0.493,70.8
521190,Deroli,Karjan,21.935378,73.221769,581.0,139.0,308.0,273.0,28.4,1.478,1,1.0,0.0,0,2,1,20.0,48.0,107.5,14.85,1.034,0.001,1087.6,249.6,43.3,3,0.49,0.12,0.476,34.8
521193,Samra,Karjan,21.918272,73.193568,936.0,191.0,481.0,455.0,24.89,1.498,1,1.0,0.0,0,2,0,19.0,40.0,97.5,13.05,3.06,0.05,1091.2,247.2,28.1,2,0.49,0.12,0.333,39.3
521191,Fatepur,Karjan,21.918199,73.21762,668.0,146.0,342.0,326.0,55.39,1.403,1,1.0,1.0,0,2,0,20.0,55.0,97.5,13.95,0.678,0.001,1091.2,249.6,45.8,3,0.49,0.11,0.501,41.8
521194,Sherpura,Karjan,21.905708,73.187584,238.0,50.0,119.0,119.0,66.39,1.46,0,0.0,0.0,0,2,0,15.0,65.0,92.5,12.15,3.651,0.05,1098.4,249.6,24.2,2,0.49,0.12,0.292,8.8
521203,Kahona,Karjan,21.90302,73.210746,582.0,140.0,314.0,268.0,64.95,1.406,1,1.0,0.0,0,1,0,23.0,42.0,92.5,12.15,1.258,0.0,1091.2,250.4,41.4,3,0.49,0.11,0.46,33.4
521140,Kambola,Karjan,22.040465,73.053253,1244.0,311.0,620.0,624.0,53.54,1.296,0,0.0,0.0,1,2,0,8.0,43.0,92.5,12.15,1.748,0.0,1105.6,245.6,37.8,3,0.49,0.1,0.424,65.3
521202,Ropa,Karjan,21.890067,73.20414,729.0,156.0,377.0,352.0,60.22,3.878,1,0.0,1.0,0,2,0,20.0,55.0,100.0,13.5,1.983,0.0,1089.4,248.8,36.0,2,0.57,0.31,0.421,45.2
521204,Hirjipura,Karjan,21.896063,73.215054,212.0,55.0,105.0,107.0,58.49,1.395,1,1.0,0.0,0,1,1,23.0,42.0,95.0,12.6,0.813,0.0,1100.2,249.6,44.4,3,0.49,0.11,0.491,13.0
521201,Rarod,Karjan,21.873413,73.196423,1335.0,313.0,686.0,649.0,53.26,1.943,0,0.0,0.0,0,2,1,8.0,65.0,87.5,11.25,3.436,0.05,1057.0,248.0,27.1,2,0.51,0.16,0.325,56.6
521200,Oz,Karjan,21.87564,73.180678,1616.0,341.0,824.0,792.0,46.35,1.758,0,0.0,0.0,1,2,0,12.0,62.0,95.0,12.6,2.402,0.0,1093.0,248.0,33.0,2,0.5,0.14,0.381,79.0
521205,Bakapur,Karjan,21.890455,73.218039,114.0,24.0,54.0,60.0,79.82,0.613,1,1.0,0.0,1,1,0,23.0,42.0,100.0,13.5,0.622,0.0,1094.8,240.8,52.9,4,0.47,0.05,0.498,6.7
521208,Malod,Karjan,21.875783,73.219811,587.0,115.0,314.0,273.0,13.63,3.413,1,0.0,1.0,0,1,0,20.0,55.0,100.0,13.5,1.277,0.0,1091.2,248.0,40.9,3,0.55,0.27,0.467,39.2
521207,Sayar,Karjan,21.857272,73.234331,2364.0,491.0,1192.0,1172.0,16.07,2.926,1,1.0,0.0,1,2,0,15.0,67.0,100.0,13.5,1.034,0.001,1121.8,248.0,44.1,3,0.54,0.23,0.482,157.7
521209,Sagdol,Karjan,21.861315,73.214469,1022.0,231.0,521.0,501.0,55.77,2.044,0,0.0,0.0,1,2,0,15.0,70.0,95.0,12.6,2.723,0.0,1091.2,248.0,30.8,2,0.51,0.16,0.36,48.0
521210,Pura,Karjan,21.84658,73.185721,1149.0,239.0,608.0,541.0,48.74,2.082,1,1.0,0.0,0,2,0,16.0,76.0,102.5,14.4,1.525,0.0,1112.8,247.2,40.9,3,0.51,0.17,0.443,67.0
521213,Nani Koral,Karjan,21.836794,73.222085,723.0,157.0,377.0,346.0,47.72,1.38,1,1.0,1.0,1,1,0,16.0,52.0,105.0,14.4,0.797,0.001,1094.8,245.6,45.6,3,0.49,0.11,0.49,44.2
521211,Moti Koral,Karjan,21.835705,73.206877,2809.0,602.0,1437.0,1372.0,7.19,4.168,1,1.0,0.0,0,2,1,15.0,78.0,100.0,13.5,0.955,0.001,1112.8,245.6,44.7,3,0.58,0.33,0.493,207.2
521235,Mota Karala,Sinor,21.985864,73.394809,1932.0,460.0,998.0,934.0,72.15,2.128,0,0.0,0.0,2,2,1,15.0,52.0,102.5,13.95,3.118,0.05,1094.8,246.4,28.3,2,0.51,0.17,0.331,84.2
521236,Simli,Sinor,21.984892,73.361907,1695.0,377.0,902.0,793.0,61.06,2.008,0,0.0,0.0,2,3,1,18.0,52.0,97.5,13.5,1.356,0.0,1103.8,247.2,40.3,3,0.51,0.16,0.455,100.6
521229,Utraj,Sinor,21.982802,73.275034,1851.0,431.0,996.0,855.0,33.55,2.738,1,0.0,1.0,2,3,1,10.0,42.0,102.5,13.95,0.901,0.0,1096.6,249.6,44.1,3,0.53,0.22,0.491,124.7
521238,Tersa,Sinor,21.979599,73.329423,761.0,166.0,393.0,368.0,53.35,2.408,0,0.0,0.0,1,2,0,25.0,45.0,107.5,14.85,1.68,0.001,1100.2,247.2,38.6,3,0.52,0.19,0.434,44.2
521239,Manjrol,Sinor,21.958358,73.313963,1903.0,415.0,1004.0,899.0,29.16,2.068,1,0.0,1.0,0,2,0,28.0,45.0,97.5,13.05,0.228,0.0,1098.4,248.8,49.6,3,0.51,0.17,0.535,134.0
521237,Kukas,Sinor,21.968984,73.339508,1885.0,423.0,945.0,940.0,31.25,2.417,0,0.0,0.0,2,2,1,25.0,42.0,100.0,13.05,0.487,0.0,1103.8,248.0,46.5,3,0.52,0.19,0.518,130.7
521228,Bavaliya,Sinor,21.972337,73.245191,851.0,184.0,429.0,422.0,55.46,1.351,1,0.0,1.0,0,2,0,10.0,45.0,92.5,12.15,2.05,0.002,1094.8,248.8,35.6,2,0.49,0.11,0.404,42.9
521244,Mota Fofaliya,Sinor,21.962219,73.372037,2235.0,549.0,1191.0,1044.0,50.78,2.37,0,0.0,0.0,2,3,1,20.0,55.0,105.0,14.4,2.326,0.0,1100.2,244.0,33.4,2,0.52,0.19,0.387,115.8
521241,Diver,Sinor,21.948215,73.272071,1252.0,298.0,642.0,610.0,48.8,1.276,0,0.0,0.0,1,2,1,25.0,45.0,107.5,14.85,1.346,0.001,1087.6,250.4,40.7,3,0.49,0.1,0.454,70.3
521240,Mindhol,Sinor,21.952392,73.295069,1517.0,317.0,808.0,709.0,21.29,1.662,0,0.0,0.0,2,3,0,24.0,43.0,105.0,12.6,0.238,0.001,1085.8,249.6,48.8,3,0.5,0.13,0.533,102.8
521249,Kanjetha,Sinor,21.945834,73.354149,786.0,193.0,411.0,375.0,47.07,0.872,0,0.0,0.0,0,3,1,23.0,65.0,97.5,13.05,1.74,0.001,1091.2,246.4,38.0,3,0.48,0.07,0.423,40.0
521253,Zanzad,Sinor,21.934401,73.397659,1418.0,362.0,751.0,667.0,43.58,1.682,0,0.0,0.0,1,2,1,23.0,60.0,105.0,14.4,1.923,0.0,1102.0,246.4,36.6,3,0.5,0.13,0.413,74.4
521248,Ambali,Sinor,21.941445,73.383561,765.0,191.0,380.0,385.0,59.22,1.587,0,0.0,0.0,2,2,0,25.0,60.0,110.0,15.3,1.725,0.0,1103.8,245.6,37.5,3,0.5,0.13,0.427,41.5
521243,Damapura,Sinor,21.938019,73.340071,692.0,159.0,362.0,330.0,42.34,1.524,0,0.0,0.0,0,3,0,24.0,60.0,102.5,13.95,2.048,0.001,1096.6,248.0,35.7,2,0.5,0.12,0.405,35.3
521242,Surasamal,Sinor,21.935182,73.299184,1982.0,407.0,994.0,988.0,32.19,1.787,0,0.0,0.0,2,3,0,25.0,48.0,95.0,12.6,1.372,0.0,1082.2,250.4,40.6,3,0.5,0.14,0.454,115.4
521250,Sinor,Sinor,21.913786,73.32889,8041.0,1806.0,4135.0,3906.0,24.35,4.964,1,1.0,0.0,1,3,1,27.0,65.0,102.5,13.95,1.535,0.0,1102.0,250.4,39.4,3,0.6,0.4,0.457,578.8
521251,Mandva,Sinor,21.916101,73.302506,1756.0,351.0,894.0,862.0,23.29,3.76,0,0.0,0.0,0,3,0,28.0,65.0,112.5,15.75,2.035,0.0,1089.4,248.0,35.5,2,0.56,0.3,0.415,106.6
521252,Malsar,Sinor,21.900312,73.310124,2284.0,564.0,1159.0,1125.0,46.23,2.827,1,1.0,0.0,1,2,1,32.0,63.0,117.5,16.2,1.418,0.0,1105.6,246.4,40.7,3,0.53,0.23,0.453,143.2
521139,Bodaka,Karjan,22.051885,73.042031,1292.0,291.0,664.0,628.0,31.81,2.091,1,1.0,0.0,0,2,0,12.0,47.0,97.5,13.05,0.945,0.0,1103.8,245.6,43.9,3,0.51,0.17,0.483,82.1
521148,Juni Jitharadi,Karjan,22.036119,73.142535,1417.0,328.0,731.0,686.0,45.31,3.499,1,1.0,0.0,1,3,1,3.0,7.0,105.0,14.4,1.564,0.001,1114.6,248.0,39.6,3,0.55,0.28,0.447,91.2
521149,Miyagam,Karjan,22.024358,73.081515,5416.0,1106.0,2788.0,2628.0,9.47,2.49,1,0.0,1.0,1,3,1,3.0,45.0,95.0,12.6,1.155,0.001,1093.0,247.2,41.5,3,0.52,0.2,0.471,344.4
521147,Navi Jithardi,Karjan,22.033466,73.159902,502.0,105.0,255.0,247.0,44.22,1.812,0,0.0,0.0,1,3,0,4.0,40.0,107.5,14.85,1.702,0.001,1112.8,247.2,38.8,3,0.5,0.14,0.429,27.6
521138,Sanpa,Karjan,22.034048,73.012524,2120.0,449.0,1082.0,1038.0,40.05,1.941,0,0.0,0.0,1,2,0,14.0,50.0,90.0,11.7,2.008,0.0,1096.6,246.4,37.1,3,0.51,0.16,0.413,114.3
521154,Bharthana,Karjan,22.010464,73.135645,1761.0,364.0,904.0,857.0,39.52,1.865,0,0.0,0.0,0,2,1,5.0,40.0,100.0,13.5,0.611,0.001,1098.4,247.2,46.5,3,0.51,0.15,0.507,115.5
521037,Karnali,Dabhoi,21.984619,73.497232,2084.0,470.0,1068.0,1016.0,47.36,1.857,1,1.0,1.0,0,2,1,22.0,56.0,90.0,11.7,1.338,0.001,1073.2,245.6,41.5,3,0.51,0.15,0.46,124.0
521035,Bhimpura,Dabhoi,21.987198,73.436545,232.0,63.0,125.0,107.0,84.05,0.847,1,1.0,0.0,0,2,0,22.0,56.0,95.0,13.05,0.197,0.0,1094.8,247.2,48.7,3,0.48,0.07,0.532,14.9
521036,Nanderiya,Dabhoi,21.977089,73.428682,554.0,132.0,297.0,257.0,32.49,1.063,1,1.0,0.0,0,2,0,22.0,57.0,102.5,13.95,0.922,0.0,1094.8,247.2,43.9,3,0.48,0.09,0.481,32.7
521245,Bithali,Sinor,21.968351,73.408341,1045.0,256.0,528.0,517.0,53.3,1.762,0,0.0,0.0,2,2,1,20.0,52.0,100.0,13.5,2.555,0.0,1107.4,244.8,32.4,2,0.5,0.14,0.369,49.5
521246,Dariapura,Sinor,21.961805,73.426855,315.0,80.0,177.0,138.0,62.54,1.312,0,0.0,0.0,0,2,0,15.0,56.0,107.5,14.85,1.315,0.0,1093.0,246.4,41.3,3,0.49,0.1,0.455,17.7
521247,Moletha,Sinor,21.942678,73.417418,1402.0,324.0,728.0,674.0,57.7,1.119,1,1.0,0.0,2,2,0,20.0,58.0,105.0,14.4,2.515,0.001,1075.0,248.0,32.5,2,0.48,0.09,0.37,63.6
521254,Barkal,Sinor,21.926138,73.414838,1896.0,466.0,986.0,910.0,54.27,3.286,1,0.0,1.0,1,0,1,25.0,56.0,115.0,16.2,1.342,0.001,1094.8,244.8,41.2,3,0.55,0.26,0.461,123.9
521150,Mangrol,Karjan,22.010746,73.042253,1485.0,316.0,785.0,700.0,45.05,1.672,0,0.0,0.0,0,3,0,9.0,47.0,95.0,12.6,0.767,0.001,1100.2,247.2,44.9,3,0.5,0.13,0.495,93.4
521153,Vadava,Karjan,22.016245,73.117332,63.0,19.0,33.0,30.0,68.25,0.223,1,0.0,1.0,0,2,0,5.0,40.0,97.5,13.05,0.611,0.001,1102.0,247.2,45.9,3,0.46,0.05,0.5,3.7
521155,Bharthali,Karjan,22.012236,73.158012,697.0,158.0,355.0,342.0,58.97,1.636,1,0.0,1.0,0,2,0,4.0,40.0,102.5,13.95,0.26,0.001,1109.2,247.2,49.7,3,0.5,0.13,0.53,47.0
