village_code,village_name,subdistrict,latitude,longitude,pct_forest,pct_barren_uncultivable,pct_pastures,elevation_m_EXTERNAL_TOFILL,slope_deg_EXTERNAL_TOFILL,aspect_deg_EXTERNAL_TOFILL,geology_lithology_EXTERNAL_TOFILL,soil_type_EXTERNAL_TOFILL,lineament_density_EXTERNAL_TOFILL,geomorphology_class_EXTERNAL_TOFILL,rainfall_annual_mm_EXTERNAL_TOFILL,drainage_density_km_per_km2_EXTERNAL_TOFILL,historical_landslide_present_EXTERNAL_TOFILL,landslide_susceptibility_score_TARGET
521118,Nedra,Padra,22.052913,72.928131,0.0,7.28,5.56,95.0,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1091.2,0.001,0,0.606
521227,Tinglod,Sinor,21.990449,73.25099,0.0,0.43,1.93,97.5,12.15,140.4,Deccan Trap Basalt,Deep Black Cotton Soil,1.07,Alluvial Plain / Valley Fill,1102.0,0.001,0,0.597
521122,Abhara,Karjan,22.088832,73.023087,0.0,4.55,4.86,102.5,13.95,161.2,Deccan Trap Basalt,Deep Black Cotton Soil,1.22,Alluvial Plain / Valley Fill,1102.0,0.001,0,0.639
521142,Kandari,Karjan,22.080348,73.151713,0.0,7.0,5.24,107.5,13.95,161.2,Deccan Trap Basalt,Deep Black Cotton Soil,1.22,Alluvial Plain / Valley Fill,1109.2,0.001,0,0.64
521132,Kurai,Karjan,22.077144,73.102052,0.0,0.0,4.94,102.5,13.5,156.0,Deccan Trap Basalt,Deep Black Cotton Soil,1.18,Alluvial Plain / Valley Fill,1096.6,0.0,0,0.627
521134,Handod,Karjan,22.074506,73.054631,0.0,2.36,4.03,92.5,12.15,140.4,Deccan Trap Basalt,Deep Black Cotton Soil,1.07,Alluvial Plain / Valley Fill,1105.6,0.0,0,0.597
521133,Khandha,Karjan,22.070567,73.073476,0.0,2.2,1.74,92.5,12.6,145.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.11,Alluvial Plain / Valley Fill,1093.0,0.0,0,0.606
521136,Chorbhuj,Karjan,22.061192,73.010019,0.0,4.96,5.21,92.5,12.6,145.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.11,Alluvial Plain / Valley Fill,1089.4,0.001,0,0.606
521123,Sambhoi,Karjan,22.107029,73.03894,0.0,7.63,4.28,100.0,12.6,145.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.11,Alluvial Plain / Valley Fill,1109.2,0.001,0,0.608
521124,Surwada,Karjan,22.107989,73.055006,0.0,3.23,7.07,92.5,13.05,150.8,Deccan Trap Basalt,Deep Black Cotton Soil,1.14,Alluvial Plain / Valley Fill,1094.8,0.001,0,0.616
521121,Virjai,Karjan,22.100334,73.001793,0.0,0.0,4.97,92.5,12.15,140.4,Deccan Trap Basalt,Deep Black Cotton Soil,1.07,Alluvial Plain / Valley Fill,1076.8,0.001,0,0.593
521126,Pingalwada,Karjan,22.108714,73.097279,0.0,3.07,5.24,92.5,12.15,140.4,Deccan Trap Basalt,Deep Black Cotton Soil,1.07,Alluvial Plain / Valley Fill,1109.2,0.001,0,0.598
521127,Harsunda,Karjan,22.10727,73.123008,0.0,3.55,4.73,95.0,12.6,145.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.11,Alluvial Plain / Valley Fill,1116.4,0.001,0,0.609
521125,Manpur,Karjan,22.098113,73.075975,0.0,2.28,6.21,95.0,12.6,145.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.11,Alluvial Plain / Valley Fill,1091.2,0.001,0,0.606
521131,Anastu,Karjan,22.086903,73.114773,0.0,3.7,4.13,102.5,13.95,161.2,Deccan Trap Basalt,Deep Black Cotton Soil,1.22,Alluvial Plain / Valley Fill,1132.6,0.0,0,0.643
521129,Manglej,Karjan,22.094203,73.173107,0.0,0.0,5.35,90.0,11.7,135.2,Quaternary Alluvium,Deep Black Cotton Soil,1.04,Alluvial Plain / Valley Fill,1107.4,0.001,0,0.588
521130,Kherda,Karjan,22.092915,73.136272,0.0,2.93,5.23,95.0,12.6,145.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.11,Alluvial Plain / Valley Fill,1098.4,0.001,0,0.607
521137,Umaj,Karjan,22.055899,72.964382,0.0,4.68,8.43,92.5,12.15,140.4,Deccan Trap Basalt,Deep Black Cotton Soil,1.07,Alluvial Plain / Valley Fill,1094.8,0.001,0,0.596
521146,Vemardi,Karjan,22.052172,73.172982,0.0,8.06,3.45,105.0,14.4,166.4,Deccan Trap Basalt,Deep Black Cotton Soil,1.25,Alluvial Plain / Valley Fill,1123.6,0.0,0,0.652
521166,Mankan,Karjan,21.932658,73.069718,0.0,3.92,0.78,100.0,13.5,156.0,Deccan Trap Basalt,Deep Black Cotton Soil,1.18,Alluvial Plain / Valley Fill,1087.6,0.001,0,0.626
521184,Sarupur Timbi,Karjan,21.929106,73.150558,0.0,5.34,3.86,102.5,13.95,161.2,Deccan Trap Basalt,Deep Black Cotton Soil,1.22,Alluvial Plain / Valley Fill,1100.2,0.001,0,0.638
521183,Saniyad,Karjan,21.923933,73.173165,0.0,3.86,1.1,95.0,12.6,145.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.11,Alluvial Plain / Valley Fill,1087.6,0.001,0,0.605
521163,Dethan,Karjan,21.977393,73.104835,0.0,1.08,2.29,95.0,12.15,140.4,Deccan Trap Basalt,Deep Black Cotton Soil,1.07,Alluvial Plain / Valley Fill,1080.4,0.001,0,0.594
521164,Valan,Karjan,21.954884,73.075371,0.94,1.76,1.76,95.0,12.15,140.4,Deccan Trap Basalt,Deep Black Cotton Soil,1.07,Alluvial Plain / Valley Fill,1096.6,0.001,0,0.594
521169,Atali,Karjan,21.963404,73.147394,0.0,1.82,4.48,97.5,13.05,150.8,Deccan Trap Basalt,Deep Black Cotton Soil,1.14,Alluvial Plain / Valley Fill,1098.4,0.05,0,0.617
521170,Bachar,Karjan,21.962801,73.17002,0.0,0.44,4.71,100.0,13.05,150.8,Deccan Trap Basalt,Deep Black Cotton Soil,1.14,Alluvial Plain / Valley Fill,1107.4,0.001,0,0.618
521168,Kiya,Karjan,21.957047,73.121666,0.0,1.6,3.83,95.0,12.6,145.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.11,Alluvial Plain / Valley Fill,1098.4,0.001,0,0.607
521176,Urad,Karjan,21.941814,73.159467,0.0,9.85,4.81,97.5,13.05,150.8,Deccan Trap Basalt,Deep Black Cotton Soil,1.14,Alluvial Plain / Valley Fill,1105.6,0.001,0,0.618
521177,Koliyad,Karjan,21.927209,73.131173,0.0,6.61,3.85,97.5,13.05,150.8,Deccan Trap Basalt,Deep Black Cotton Soil,1.14,Alluvial Plain / Valley Fill,1102.0,0.001,0,0.617
521167,Divi,Karjan,21.933756,73.116397,0.0,11.16,4.88,95.0,12.6,145.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.11,Alluvial Plain / Valley Fill,1098.4,0.001,0,0.607
521165,Mesrad,Karjan,21.930546,73.021135,0.0,0.66,6.42,102.5,13.95,161.2,Deccan Trap Basalt,Deep Black Cotton Soil,1.22,Alluvial Plain / Valley Fill,1109.2,0.0,0,0.64
521178,Sansrod,Karjan,21.912531,73.096947,0.0,0.43,0.43,100.0,13.95,161.2,Deccan Trap Basalt,Deep Black Cotton Soil,1.22,Alluvial Plain / Valley Fill,1078.6,0.001,0,0.635
521182,Sanapura,Karjan,21.90548,73.145016,0.0,0.0,4.35,92.5,12.6,145.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.11,Alluvial Plain / Valley Fill,1089.4,0.001,0,0.606
521181,Saring,Karjan,21.890801,73.129828,0.0,2.45,5.86,97.5,13.05,150.8,Deccan Trap Basalt,Deep Black Cotton Soil,1.14,Alluvial Plain / Valley Fill,1102.0,0.001,0,0.617
521179,Haldarva,Karjan,21.896641,73.077939,0.0,3.14,1.73,100.0,13.5,156.0,Deccan Trap Basalt,Deep Black Cotton Soil,1.18,Alluvial Plain / Valley Fill,1089.4,0.001,0,0.626
521195,Karan,Karjan,21.89618,73.168278,0.0,0.0,5.62,95.0,12.6,145.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.11,Alluvial Plain / Valley Fill,1102.0,0.0,0,0.607
521180,Mantroj,Karjan,21.889077,73.10036,0.0,6.0,4.4,105.0,14.4,166.4,Deccan Trap Basalt,Deep Black Cotton Soil,1.25,Alluvial Plain / Valley Fill,1087.6,0.001,0,0.646
521196,Pachhiyapura,Karjan,21.894566,73.156396,0.0,2.65,4.86,97.5,13.05,150.8,Deccan Trap Basalt,Deep Black Cotton Soil,1.14,Alluvial Plain / Valley Fill,1091.2,0.001,0,0.616
521197,Delvada,Karjan,21.877363,73.14759,0.0,16.56,4.46,97.5,13.05,150.8,Deccan Trap Basalt,Deep Black Cotton Soil,1.14,Alluvial Plain / Valley Fill,1102.0,0.0,0,0.617
521199,Arjanpura,Karjan,21.867865,73.164557,0.0,3.23,19.35,97.5,13.05,150.8,Deccan Trap Basalt,Deep Black Cotton Soil,1.14,Alluvial Plain / Valley Fill,1094.8,0.001,0,0.616
521198,Somaj,Karjan,21.868243,73.149303,0.0,16.77,11.18,95.0,12.6,145.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.11,Alluvial Plain / Valley Fill,1111.0,0.001,0,0.609
521192,Samri,Karjan,21.935162,73.197469,0.0,0.0,5.49,97.5,13.05,150.8,Deccan Trap Basalt,Deep Black Cotton Soil,1.14,Alluvial Plain / Valley Fill,1118.2,0.001,0,0.619
521173,Methi,Karjan,21.973103,73.221783,0.0,1.57,4.87,97.5,13.05,150.8,Deccan Trap Basalt,Deep Black Cotton Soil,1.14,Alluvial Plain / Valley Fill,1102.0,0.001,0,0.617
521174,Chhanchhva,Karjan,21.973599,73.197097,0.0,0.0,5.22,97.5,13.05,150.8,Deccan Trap Basalt,Deep Black Cotton Soil,1.14,Alluvial Plain / Valley Fill,1102.0,0.001,0,0.617
521175,Kala,Karjan,21.949247,73.1791,0.0,0.0,4.69,92.5,13.05,150.8,Deccan Trap Basalt,Deep Black Cotton Soil,1.14,Alluvial Plain / Valley Fill,1114.6,0.001,0,0.619
521187,Simli,Karjan,21.952537,73.220691,0.0,1.09,4.9,97.5,13.05,150.8,Deccan Trap Basalt,Deep Black Cotton Soil,1.14,Alluvial Plain / Valley Fill,1102.0,0.002,0,0.617
521186,Kanthariya,Karjan,21.947104,73.19995,0.0,1.73,4.95,100.0,13.5,156.0,Deccan Trap Basalt,Deep Black Cotton Soil,1.18,Alluvial Plain / Valley Fill,1100.2,0.001,0,0.628
521188,Kothiya,Karjan,21.943,73.238991,0.0,15.63,3.61,102.5,13.95,161.2,Deccan Trap Basalt,Deep Black Cotton Soil,1.22,Alluvial Plain / Valley Fill,1111.0,0.001,0,0.64
521190,Deroli,Karjan,21.935378,73.221769,0.0,13.3,4.04,107.5,14.85,171.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.29,Alluvial Plain / Valley Fill,1087.6,0.001,0,0.657
521193,Samra,Karjan,21.918272,73.193568,0.0,4.63,4.63,97.5,13.05,150.8,Deccan Trap Basalt,Deep Black Cotton Soil,1.14,Alluvial Plain / Valley Fill,1091.2,0.05,0,0.616
521191,Fatepur,Karjan,21.918199,73.21762,0.0,25.0,3.12,97.5,13.95,161.2,Deccan Trap Basalt,Deep Black Cotton Soil,1.22,Alluvial Plain / Valley Fill,1091.2,0.001,0,0.637
521194,Sherpura,Karjan,21.905708,73.187584,0.0,5.2,5.78,92.5,12.15,140.4,Deccan Trap Basalt,Deep Black Cotton Soil,1.07,Alluvial Plain / Valley Fill,1098.4,0.05,0,0.596
521203,Kahona,Karjan,21.90302,73.210746,0.0,12.77,5.54,92.5,12.15,140.4,Deccan Trap Basalt,Deep Black Cotton Soil,1.07,Alluvial Plain / Valley Fill,1091.2,0.0,0,0.595
521140,Kambola,Karjan,22.040465,73.053253,0.0,4.18,5.07,92.5,12.15,140.4,Deccan Trap Basalt,Deep Black Cotton Soil,1.07,Alluvial Plain / Valley Fill,1105.6,0.0,0,0.597
521202,Ropa,Karjan,21.890067,73.20414,0.0,10.11,5.32,100.0,13.5,156.0,Deccan Trap Basalt,Deep Black Cotton Soil,1.18,Alluvial Plain / Valley Fill,1089.4,0.0,0,0.626
521204,Hirjipura,Karjan,21.896063,73.215054,0.0,13.91,5.3,95.0,12.6,145.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.11,Alluvial Plain / Valley Fill,1100.2,0.0,0,0.607
521201,Rarod,Karjan,21.873413,73.196423,0.0,2.66,6.31,87.5,11.25,130.0,Quaternary Alluvium,Deep Black Cotton Soil,1.0,Alluvial Plain / Valley Fill,1057.0,0.05,0,0.57
521200,Oz,Karjan,21.87564,73.180678,0.0,13.61,3.77,95.0,12.6,145.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.11,Alluvial Plain / Valley Fill,1093.0,0.0,0,0.606
521205,Bakapur,Karjan,21.890455,73.218039,0.0,12.9,4.84,100.0,13.5,156.0,Deccan Trap Basalt,Deep Black Cotton Soil,1.18,Alluvial Plain / Valley Fill,1094.8,0.0,0,0.627
521208,Malod,Karjan,21.875783,73.219811,0.0,1.64,4.37,100.0,13.5,156.0,Deccan Trap Basalt,Deep Black Cotton Soil,1.18,Alluvial Plain / Valley Fill,1091.2,0.0,0,0.626
521207,Sayar,Karjan,21.857272,73.234331,0.0,27.85,3.22,100.0,13.5,156.0,Deccan Trap Basalt,Deep Black Cotton Soil,1.18,Alluvial Plain / Valley Fill,1121.8,0.001,0,0.631
521209,Sagdol,Karjan,21.861315,73.214469,0.0,15.6,1.6,95.0,12.6,145.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.11,Alluvial Plain / Valley Fill,1091.2,0.0,0,0.606
521210,Pura,Karjan,21.84658,73.185721,0.0,0.35,3.32,102.5,14.4,166.4,Deccan Trap Basalt,Deep Black Cotton Soil,1.25,Alluvial Plain / Valley Fill,1112.8,0.0,0,0.65
521213,Nani Koral,Karjan,21.836794,73.222085,0.0,16.41,4.77,105.0,14.4,166.4,Deccan Trap Basalt,Deep Black Cotton Soil,1.25,Alluvial Plain / Valley Fill,1094.8,0.001,0,0.647
521211,Moti Koral,Karjan,21.835705,73.206877,0.0,12.02,3.12,100.0,13.5,156.0,Deccan Trap Basalt,Deep Black Cotton Soil,1.18,Alluvial Plain / Valley Fill,1112.8,0.001,0,0.629
521235,Mota Karala,Sinor,21.985864,73.394809,0.0,0.55,2.98,102.5,13.95,161.2,Deccan Trap Basalt,Deep Black Cotton Soil,1.22,Alluvial Plain / Valley Fill,1094.8,0.05,0,0.638
521236,Simli,Sinor,21.984892,73.361907,0.0,0.59,4.98,97.5,13.5,156.0,Deccan Trap Basalt,Deep Black Cotton Soil,1.18,Alluvial Plain / Valley Fill,1103.8,0.0,0,0.628
521229,Utraj,Sinor,21.982802,73.275034,0.0,0.89,2.66,102.5,13.95,161.2,Deccan Trap Basalt,Deep Black Cotton Soil,1.22,Alluvial Plain / Valley Fill,1096.6,0.0,0,0.638
521238,Tersa,Sinor,21.979599,73.329423,0.0,0.32,6.01,107.5,14.85,171.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.29,Alluvial Plain / Valley Fill,1100.2,0.001,0,0.659
521239,Manjrol,Sinor,21.958358,73.313963,0.0,1.96,4.24,97.5,13.05,150.8,Deccan Trap Basalt,Deep Black Cotton Soil,1.14,Alluvial Plain / Valley Fill,1098.4,0.0,0,0.617
521237,Kukas,Sinor,21.968984,73.339508,0.0,1.03,3.33,100.0,13.05,150.8,Deccan Trap Basalt,Deep Black Cotton Soil,1.14,Alluvial Plain / Valley Fill,1103.8,0.0,0,0.617
521228,Bavaliya,Sinor,21.972337,73.245191,0.0,3.99,4.45,92.5,12.15,140.4,Deccan Trap Basalt,Deep Black Cotton Soil,1.07,Alluvial Plain / Valley Fill,1094.8,0.002,0,0.596
521244,Mota Fofaliya,Sinor,21.962219,73.372037,0.0,1.38,5.51,105.0,14.4,166.4,Deccan Trap Basalt,Deep Black Cotton Soil,1.25,Alluvial Plain / Valley Fill,1100.2,0.0,0,0.648
521241,Diver,Sinor,21.948215,73.272071,0.0,10.7,5.1,107.5,14.85,171.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.29,Alluvial Plain / Valley Fill,1087.6,0.001,0,0.657
521240,Mindhol,Sinor,21.952392,73.295069,0.0,1.64,5.7,105.0,12.6,145.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.11,Alluvial Plain / Valley Fill,1085.8,0.001,0,0.605
521249,Kanjetha,Sinor,21.945834,73.354149,0.0,11.54,4.55,97.5,13.05,150.8,Deccan Trap Basalt,Deep Black Cotton Soil,1.14,Alluvial Plain / Valley Fill,1091.2,0.001,0,0.616
521253,Zanzad,Sinor,21.934401,73.397659,0.0,16.37,5.22,105.0,14.4,166.4,Deccan Trap Basalt,Deep Black Cotton Soil,1.25,Alluvial Plain / Valley Fill,1102.0,0.0,0,0.648
521248,Ambali,Sinor,21.941445,73.383561,0.0,7.9,4.57,110.0,15.3,176.8,Deccan Trap Basalt,Deep Black Cotton Soil,1.32,Structural/Denudational Hill,1103.8,0.0,0,0.669
521243,Damapura,Sinor,21.938019,73.340071,0.0,9.89,5.05,102.5,13.95,161.2,Deccan Trap Basalt,Deep Black Cotton Soil,1.22,Alluvial Plain / Valley Fill,1096.6,0.001,0,0.638
521242,Surasamal,Sinor,21.935182,73.299184,0.0,7.76,4.87,95.0,12.6,145.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.11,Alluvial Plain / Valley Fill,1082.2,0.0,0,0.605
521250,Sinor,Sinor,21.913786,73.32889,0.0,0.0,5.93,102.5,13.95,161.2,Deccan Trap Basalt,Deep Black Cotton Soil,1.22,Alluvial Plain / Valley Fill,1102.0,0.0,0,0.639
521251,Mandva,Sinor,21.916101,73.302506,0.0,11.78,5.57,112.5,15.75,182.0,Deccan Trap Basalt,Deep Black Cotton Soil,1.36,Structural/Denudational Hill,1089.4,0.0,0,0.678
521252,Malsar,Sinor,21.900312,73.310124,0.0,15.35,5.45,117.5,16.2,187.2,Deccan Trap Basalt,Deep Black Cotton Soil,1.4,Structural/Denudational Hill,1105.6,0.0,0,0.691
521139,Bodaka,Karjan,22.051885,73.042031,0.0,1.39,4.02,97.5,13.05,150.8,Deccan Trap Basalt,Deep Black Cotton Soil,1.14,Alluvial Plain / Valley Fill,1103.8,0.0,0,0.617
521148,Juni Jitharadi,Karjan,22.036119,73.142535,0.0,1.23,4.69,105.0,14.4,166.4,Deccan Trap Basalt,Deep Black Cotton Soil,1.25,Alluvial Plain / Valley Fill,1114.6,0.001,0,0.65
521149,Miyagam,Karjan,22.024358,73.081515,0.0,3.22,1.01,95.0,12.6,145.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.11,Alluvial Plain / Valley Fill,1093.0,0.001,0,0.606
521147,Navi Jithardi,Karjan,22.033466,73.159902,0.0,1.44,5.42,107.5,14.85,171.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.29,Alluvial Plain / Valley Fill,1112.8,0.001,0,0.661
521138,Sanpa,Karjan,22.034048,73.012524,0.0,1.01,3.85,90.0,11.7,135.2,Quaternary Alluvium,Deep Black Cotton Soil,1.04,Alluvial Plain / Valley Fill,1096.6,0.0,0,0.586
521154,Bharthana,Karjan,22.010464,73.135645,0.0,0.8,4.62,100.0,13.5,156.0,Deccan Trap Basalt,Deep Black Cotton Soil,1.18,Alluvial Plain / Valley Fill,1098.4,0.001,0,0.627
521037,Karnali,Dabhoi,21.984619,73.497232,0.0,15.24,11.32,90.0,11.7,135.2,Quaternary Alluvium,Deep Black Cotton Soil,1.04,Alluvial Plain / Valley Fill,1073.2,0.001,0,0.583
521035,Bhimpura,Dabhoi,21.987198,73.436545,0.0,33.21,0.0,95.0,13.05,150.8,Deccan Trap Basalt,Deep Black Cotton Soil,1.14,Alluvial Plain / Valley Fill,1094.8,0.0,0,0.616
521036,Nanderiya,Dabhoi,21.977089,73.428682,2.11,11.52,8.06,102.5,13.95,161.2,Deccan Trap Basalt,Deep Black Cotton Soil,1.22,Alluvial Plain / Valley Fill,1094.8,0.0,0,0.634
521245,Bithali,Sinor,21.968351,73.408341,0.0,0.67,5.23,100.0,13.5,156.0,Deccan Trap Basalt,Deep Black Cotton Soil,1.18,Alluvial Plain / Valley Fill,1107.4,0.0,0,0.629
521246,Dariapura,Sinor,21.961805,73.426855,0.0,15.77,7.05,107.5,14.85,171.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.29,Alluvial Plain / Valley Fill,1093.0,0.0,0,0.658
521247,Moletha,Sinor,21.942678,73.417418,0.0,27.53,3.59,105.0,14.4,166.4,Deccan Trap Basalt,Deep Black Cotton Soil,1.25,Alluvial Plain / Valley Fill,1075.0,0.001,0,0.645
521254,Barkal,Sinor,21.926138,73.414838,0.0,32.64,2.78,115.0,16.2,187.2,Deccan Trap Basalt,Deep Black Cotton Soil,1.4,Structural/Denudational Hill,1094.8,0.001,0,0.689
521150,Mangrol,Karjan,22.010746,73.042253,0.0,9.57,4.17,95.0,12.6,145.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.11,Alluvial Plain / Valley Fill,1100.2,0.001,0,0.607
521153,Vadava,Karjan,22.016245,73.117332,0.0,1.69,4.73,97.5,13.05,150.8,Deccan Trap Basalt,Deep Black Cotton Soil,1.14,Alluvial Plain / Valley Fill,1102.0,0.001,0,0.617
521155,Bharthali,Karjan,22.012236,73.158012,0.0,0.0,3.73,102.5,13.95,161.2,Deccan Trap Basalt,Deep Black Cotton Soil,1.22,Alluvial Plain / Valley Fill,1109.2,0.001,0,0.64
521161,Sandarna,Karjan,22.009674,73.171879,0.0,0.35,5.3,107.5,14.85,171.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.29,Alluvial Plain / Valley Fill,1118.2,0.001,0,0.661
521053,Majatan,Padra,22.200015,72.946778,1.1,1.1,3.29,100.0,13.5,156.0,Deccan Trap Basalt,Alluvial Loamy Soil,1.18,Alluvial Plain / Valley Fill,1116.4,0.0,0,0.628
521068,Sandha,Padra,22.195533,72.9519,0.0,0.59,0.0,97.5,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1100.2,0.0,0,0.617
521051,Dudhwada,Padra,22.188995,72.88756,0.0,0.0,2.44,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1085.8,0.001,0,0.585
521069,Chitral,Padra,22.181074,72.94459,0.0,0.81,1.34,105.0,14.4,166.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.25,Alluvial Plain / Valley Fill,1112.8,0.001,0,0.65
521073,Gavasad,Padra,22.157491,72.945741,0.0,10.98,1.37,95.0,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1102.0,0.001,0,0.607
521070,Brahmanvasi,Padra,22.156645,72.87854,0.0,1.02,3.05,95.0,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1084.0,0.001,0,0.605
521072,Gametha,Padra,22.158279,72.921893,0.0,3.79,0.58,95.0,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1093.0,0.002,0,0.606
521071,Masar,Padra,22.138,72.902181,0.0,0.96,1.98,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1080.4,0.001,0,0.594
521089,Kural,Padra,22.135169,72.92693,0.0,12.12,1.07,95.0,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1091.2,0.001,0,0.606
521092,Pindapa,Padra,22.118469,72.939888,0.0,0.0,4.35,97.5,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1103.8,0.001,0,0.617
521091,Abhor,Padra,22.113757,72.911893,8.28,1.07,4.67,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1085.8,0.001,0,0.582
521038,Mahmadpura,Padra,22.291407,72.940406,0.0,20.51,5.6,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1138.0,0.001,0,0.592
521047,Dabka,Padra,22.256706,72.942834,0.0,4.94,1.97,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1112.8,0.001,0,0.588
521046,Sultanpura,Padra,22.262225,72.953614,14.33,3.0,27.67,85.0,11.25,130.0,Quaternary Alluvium,Alluvial Loamy Soil,1.0,Alluvial Plain / Valley Fill,1096.6,0.001,0,0.554
521050,Tithor,Padra,22.236859,72.879837,0.71,9.18,2.4,25.0,0.2,0.0,Quaternary Alluvium,Alluvial Loamy Soil,0.12,Alluvial Plain / Valley Fill,850.0,0.05,0,0.285
521048,Pavda,Padra,22.236162,72.947623,0.0,1.11,11.48,97.5,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1091.2,0.001,0,0.616
521049,Chokari,Padra,22.224893,72.932033,0.0,0.0,10.14,97.5,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1084.0,0.0,0,0.615
521052,Karkhadi,Padra,22.211761,72.909747,0.0,11.14,6.39,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1085.8,0.05,0,0.594
521066,Vadu,Padra,22.209616,72.986248,0.0,1.03,1.95,97.5,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1075.0,0.0,0,0.613
521082,Chansad,Padra,22.205561,73.144045,1.33,8.66,0.35,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1076.8,0.001,0,0.581
521064,Ranu,Padra,22.211772,73.031885,0.0,4.66,1.4,100.0,14.4,166.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.25,Alluvial Plain / Valley Fill,1085.8,0.0,0,0.646
521065,Bhoj,Padra,22.193754,73.008189,0.0,10.68,1.13,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1103.8,0.001,0,0.587
521079,Sejakuva,Padra,22.198411,73.068203,0.0,11.08,0.81,85.0,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1093.0,0.001,0,0.595
521078,Pipli,Padra,22.2017,73.053223,0.0,10.5,0.5,95.0,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1091.2,0.001,0,0.595
521081,Sareja,Padra,22.203683,73.113123,0.52,0.52,0.0,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1084.0,0.001,0,0.593
521080,Goriyad,Padra,22.196894,73.091538,0.0,7.17,1.95,87.5,11.25,130.0,Quaternary Alluvium,Alluvial Loamy Soil,1.0,Alluvial Plain / Valley Fill,1085.8,0.001,0,0.574
521067,Vishrampura,Padra,22.193413,72.967121,0.0,0.43,4.26,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1094.8,0.0,0,0.586
