village_code,village_name,subdistrict,latitude,longitude,total_population,total_households,sc_st_population_share_pct,population_density_per_ha,drainage_quality_score,road_connectivity_score,healthcare_access_score,surface_water_exposure,flood_hazard_score_FROM_MODEL1,erosion_risk_score_FROM_MODEL2,cloudburst_exceedance_probability_FROM_MODEL3,landslide_susceptibility_score_FROM_MODEL4,exposure_score_TARGET,vulnerability_score_TARGET,composite_risk_score_TARGET,priority_category_TARGET
521165,Mesrad,Karjan,21.930546,73.021135,2174.0,393.0,27.92,2.053,1,2,1,1,0.496,0.98,0.95,0.64,0.628,0.262,0.557,Medium (Mitigation)
521178,Sansrod,Karjan,21.912531,73.096947,5649.0,1129.0,26.87,6.068,1,3,1,1,0.464,0.98,0.95,0.635,0.879,0.107,0.553,Medium (Mitigation)
521182,Sanapura,Karjan,21.90548,73.145016,891.0,207.0,51.96,1.993,1,2,0,1,0.469,0.98,0.928,0.606,0.625,0.508,0.619,Medium (Mitigation)
521181,Saring,Karjan,21.890801,73.129828,1731.0,385.0,41.19,1.947,1,2,0,1,0.426,0.98,0.95,0.617,0.622,0.465,0.599,Medium (Mitigation)
521179,Haldarva,Karjan,21.896641,73.077939,2141.0,402.0,41.29,3.393,1,3,0,0,0.425,0.98,0.95,0.626,0.212,0.315,0.472,Medium (Mitigation)
521195,Karan,Karjan,21.89618,73.168278,703.0,151.0,39.4,1.538,1,2,0,1,0.4,0.98,0.939,0.607,0.596,0.458,0.584,Medium (Mitigation)
521180,Mantroj,Karjan,21.889077,73.10036,857.0,190.0,63.83,1.884,1,1,0,0,0.534,0.98,0.95,0.646,0.118,0.705,0.597,Medium (Mitigation)
521196,Pachhiyapura,Karjan,21.894566,73.156396,1144.0,254.0,29.11,1.692,1,2,1,0,0.477,0.98,0.95,0.616,0.106,0.266,0.448,Medium (Mitigation)
521197,Delvada,Karjan,21.877363,73.14759,504.0,131.0,27.98,1.775,1,2,0,1,0.508,0.98,0.95,0.617,0.611,0.412,0.599,Medium (Mitigation)
521199,Arjanpura,Karjan,21.867865,73.164557,368.0,75.0,15.49,3.041,0,2,0,0,0.479,0.98,0.95,0.616,0.19,0.362,0.494,Medium (Mitigation)
521198,Somaj,Karjan,21.868243,73.149303,230.0,53.0,37.83,1.438,1,2,0,1,0.471,0.98,0.942,0.609,0.59,0.451,0.597,Medium (Mitigation)
521192,Samri,Karjan,21.935162,73.197469,1436.0,267.0,12.4,5.419,1,2,1,1,0.376,0.98,0.95,0.619,0.839,0.2,0.552,Medium (Mitigation)
521173,Methi,Karjan,21.973103,73.221783,1076.0,252.0,40.33,1.871,0,2,1,0,0.492,0.98,0.95,0.617,0.117,0.311,0.467,Medium (Mitigation)
521174,Chhanchhva,Karjan,21.973599,73.197097,727.0,153.0,60.52,1.298,1,2,0,1,0.54,0.98,0.95,0.617,0.581,0.542,0.64,Medium (Mitigation)
521175,Kala,Karjan,21.949247,73.1791,1323.0,253.0,15.42,3.5,1,2,0,1,0.531,0.98,0.946,0.619,0.719,0.362,0.611,Medium (Mitigation)
521187,Simli,Karjan,21.952537,73.220691,1682.0,363.0,55.95,2.288,1,2,0,1,0.447,0.98,0.95,0.617,0.643,0.524,0.626,Medium (Mitigation)
521186,Kanthariya,Karjan,21.947104,73.19995,574.0,137.0,45.12,1.421,1,2,0,1,0.392,0.98,0.95,0.628,0.589,0.48,0.59,Medium (Mitigation)
521188,Kothiya,Karjan,21.943,73.238991,1072.0,249.0,27.61,2.325,0,2,0,1,0.493,0.98,0.95,0.64,0.645,0.41,0.604,Medium (Mitigation)
521190,Deroli,Karjan,21.935378,73.221769,581.0,139.0,28.4,1.478,0,2,1,1,0.476,0.98,0.95,0.657,0.592,0.264,0.547,Medium (Mitigation)
521193,Samra,Karjan,21.918272,73.193568,936.0,191.0,24.89,1.498,0,2,0,1,0.333,0.98,0.95,0.616,0.594,0.4,0.553,Medium (Mitigation)
521191,Fatepur,Karjan,21.918199,73.21762,668.0,146.0,55.39,1.403,0,2,0,1,0.501,0.98,0.95,0.637,0.588,0.522,0.628,Medium (Mitigation)
521194,Sherpura,Karjan,21.905708,73.187584,238.0,50.0,66.39,1.46,0,2,0,0,0.292,0.98,0.924,0.596,0.091,0.566,0.489,Medium (Mitigation)
521203,Kahona,Karjan,21.90302,73.210746,582.0,140.0,64.95,1.406,0,1,0,1,0.46,0.98,0.924,0.595,0.588,0.71,0.669,High (Relocation Priority)
521140,Kambola,Karjan,22.040465,73.053253,1244.0,311.0,53.54,1.296,1,2,0,0,0.424,0.98,0.92,0.597,0.081,0.514,0.501,Medium (Mitigation)
521202,Ropa,Karjan,21.890067,73.20414,729.0,156.0,60.22,3.878,0,2,0,1,0.421,0.98,0.95,0.626,0.742,0.541,0.645,Medium (Mitigation)
521204,Hirjipura,Karjan,21.896063,73.215054,212.0,55.0,58.49,1.395,0,1,1,1,0.491,0.98,0.943,0.607,0.587,0.534,0.626,Medium (Mitigation)
521201,Rarod,Karjan,21.873413,73.196423,1335.0,313.0,53.26,1.943,0,2,1,0,0.325,0.98,0.877,0.57,0.121,0.363,0.435,Medium (Mitigation)
521200,Oz,Karjan,21.87564,73.180678,1616.0,341.0,46.35,1.758,1,2,0,0,0.381,0.98,0.938,0.606,0.11,0.485,0.49,Medium (Mitigation)
521205,Bakapur,Karjan,21.890455,73.218039,114.0,24.0,79.82,0.613,1,1,0,1,0.498,0.98,0.95,0.627,0.538,0.769,0.69,High (Relocation Priority)
521208,Malod,Karjan,21.875783,73.219811,587.0,115.0,13.63,3.413,0,1,0,1,0.467,0.98,0.95,0.626,0.713,0.505,0.639,Medium (Mitigation)
521207,Sayar,Karjan,21.857272,73.234331,2364.0,491.0,16.07,2.926,1,2,0,1,0.482,0.98,0.95,0.631,0.683,0.364,0.595,Medium (Mitigation)
521209,Sagdol,Karjan,21.861315,73.214469,1022.0,231.0,55.77,2.044,1,2,0,0,0.36,0.98,0.938,0.606,0.128,0.523,0.501,Medium (Mitigation)
521210,Pura,Karjan,21.84658,73.185721,1149.0,239.0,48.74,2.082,0,2,0,1,0.443,0.98,0.95,0.65,0.63,0.495,0.616,Medium (Mitigation)
521213,Nani Koral,Karjan,21.836794,73.222085,723.0,157.0,47.72,1.38,1,1,0,1,0.49,0.98,0.95,0.647,0.586,0.641,0.661,High (Relocation Priority)
521211,Moti Koral,Karjan,21.835705,73.206877,2809.0,602.0,7.19,4.168,0,2,1,1,0.493,0.98,0.95,0.629,0.76,0.179,0.557,Medium (Mitigation)
521235,Mota Karala,Sinor,21.985864,73.394809,1932.0,460.0,72.15,2.128,2,2,1,0,0.331,0.98,0.95,0.638,0.133,0.439,0.474,Medium (Mitigation)
521236,Simli,Sinor,21.984892,73.361907,1695.0,377.0,61.06,2.008,2,3,1,0,0.455,0.98,0.95,0.628,0.126,0.244,0.441,Medium (Mitigation)
521229,Utraj,Sinor,21.982802,73.275034,1851.0,431.0,33.55,2.738,2,3,1,1,0.491,0.98,0.95,0.638,0.671,0.134,0.526,Medium (Mitigation)
521238,Tersa,Sinor,21.979599,73.329423,761.0,166.0,53.35,2.408,1,2,0,0,0.434,0.98,0.95,0.659,0.15,0.513,0.524,Medium (Mitigation)
521239,Manjrol,Sinor,21.958358,73.313963,1903.0,415.0,29.16,2.068,0,2,0,1,0.535,0.98,0.95,0.617,0.629,0.417,0.611,Medium (Mitigation)
521237,Kukas,Sinor,21.968984,73.339508,1885.0,423.0,31.25,2.417,2,2,1,0,0.518,0.98,0.95,0.617,0.151,0.275,0.469,Medium (Mitigation)
521228,Bavaliya,Sinor,21.972337,73.245191,851.0,184.0,55.46,1.351,0,2,0,1,0.404,0.98,0.922,0.596,0.584,0.522,0.599,Medium (Mitigation)
521244,Mota Fofaliya,Sinor,21.962219,73.372037,2235.0,549.0,50.78,2.37,2,3,1,0,0.387,0.98,0.95,0.648,0.148,0.203,0.419,Medium (Mitigation)
521241,Diver,Sinor,21.948215,73.272071,1252.0,298.0,48.8,1.276,1,2,1,0,0.454,0.98,0.95,0.657,0.08,0.345,0.464,Medium (Mitigation)
521240,Mindhol,Sinor,21.952392,73.295069,1517.0,317.0,21.29,1.662,2,3,0,0,0.533,0.98,0.95,0.605,0.104,0.235,0.45,Medium (Mitigation)
521249,Kanjetha,Sinor,21.945834,73.354149,786.0,193.0,47.07,0.872,0,3,1,0,0.423,0.98,0.95,0.616,0.054,0.188,0.402,Medium (Mitigation)
521253,Zanzad,Sinor,21.934401,73.397659,1418.0,362.0,43.58,1.682,1,2,1,0,0.413,0.98,0.95,0.648,0.105,0.324,0.453,Medium (Mitigation)
521248,Ambali,Sinor,21.941445,73.383561,765.0,191.0,59.22,1.587,2,2,0,0,0.427,0.98,0.95,0.669,0.099,0.537,0.52,Medium (Mitigation)
521243,Damapura,Sinor,21.938019,73.340071,692.0,159.0,42.34,1.524,0,3,0,0,0.405,0.98,0.95,0.638,0.095,0.319,0.447,Medium (Mitigation)
521242,Surasamal,Sinor,21.935182,73.299184,1982.0,407.0,32.19,1.787,2,3,0,0,0.454,0.98,0.94,0.605,0.112,0.279,0.446,Medium (Mitigation)
521250,Sinor,Sinor,21.913786,73.32889,8041.0,1806.0,24.35,4.964,1,3,1,1,0.457,0.98,0.95,0.639,0.81,0.097,0.535,Medium (Mitigation)
521251,Mandva,Sinor,21.916101,73.302506,1756.0,351.0,23.29,3.76,0,3,0,0,0.415,0.98,0.95,0.678,0.235,0.243,0.457,Medium (Mitigation)
521252,Malsar,Sinor,21.900312,73.310124,2284.0,564.0,46.23,2.827,1,2,1,1,0.453,0.98,0.95,0.691,0.677,0.335,0.583,Medium (Mitigation)
521139,Bodaka,Karjan,22.051885,73.042031,1292.0,291.0,31.81,2.091,0,2,0,1,0.483,0.98,0.95,0.617,0.631,0.427,0.602,Medium (Mitigation)
521148,Juni Jitharadi,Karjan,22.036119,73.142535,1417.0,328.0,45.31,3.499,1,3,1,1,0.447,0.98,0.95,0.65,0.719,0.181,0.54,Medium (Mitigation)
521149,Miyagam,Karjan,22.024358,73.081515,5416.0,1106.0,9.47,2.49,1,3,1,1,0.471,0.98,0.937,0.606,0.656,0.05,0.489,Medium (Mitigation)
521147,Navi Jithardi,Karjan,22.033466,73.159902,502.0,105.0,44.22,1.812,1,3,0,0,0.429,0.98,0.95,0.661,0.113,0.327,0.46,Medium (Mitigation)
521138,Sanpa,Karjan,22.034048,73.012524,2120.0,449.0,40.05,1.941,1,2,0,0,0.413,0.98,0.901,0.586,0.121,0.46,0.487,Medium (Mitigation)
521154,Bharthana,Karjan,22.010464,73.135645,1761.0,364.0,39.52,1.865,0,2,1,0,0.507,0.98,0.95,0.627,0.117,0.308,0.47,Medium (Mitigation)
521037,Karnali,Dabhoi,21.984619,73.497232,2084.0,470.0,47.36,1.857,0,2,1,1,0.46,0.98,0.894,0.583,0.616,0.339,0.56,Medium (Mitigation)
521035,Bhimpura,Dabhoi,21.987198,73.436545,232.0,63.0,84.05,0.847,0,2,0,1,0.532,0.98,0.948,0.616,0.553,0.636,0.66,High (Relocation Priority)
521036,Nanderiya,Dabhoi,21.977089,73.428682,554.0,132.0,32.49,1.063,0,2,0,1,0.481,0.98,0.95,0.634,0.566,0.43,0.591,Medium (Mitigation)
521245,Bithali,Sinor,21.968351,73.408341,1045.0,256.0,53.3,1.762,2,2,1,0,0.369,0.98,0.95,0.629,0.11,0.363,0.454,Medium (Mitigation)
521246,Dariapura,Sinor,21.961805,73.426855,315.0,80.0,62.54,1.312,0,2,0,0,0.455,0.98,0.95,0.658,0.082,0.55,0.526,Medium (Mitigation)
521247,Moletha,Sinor,21.942678,73.417418,1402.0,324.0,57.7,1.119,2,2,0,1,0.37,0.98,0.95,0.645,0.57,0.531,0.598,Medium (Mitigation)
521254,Barkal,Sinor,21.926138,73.414838,1896.0,466.0,54.27,3.286,1,0,1,1,0.461,0.98,0.95,0.689,0.705,0.667,0.69,High (Relocation Priority)
521150,Mangrol,Karjan,22.010746,73.042253,1485.0,316.0,45.05,1.672,0,3,0,0,0.495,0.98,0.939,0.607,0.104,0.33,0.469,Medium (Mitigation)
521153,Vadava,Karjan,22.016245,73.117332,63.0,19.0,68.25,0.223,0,2,0,1,0.5,0.98,0.95,0.617,0.514,0.573,0.626,Medium (Mitigation)
521155,Bharthali,Karjan,22.012236,73.158012,697.0,158.0,58.97,1.636,0,2,0,1,0.53,0.98,0.95,0.64,0.602,0.536,0.641,Medium (Mitigation)
521161,Sandarna,Karjan,22.009674,73.171879,621.0,138.0,52.5,2.326,1,2,0,1,0.507,0.98,0.95,0.661,0.645,0.51,0.639,Medium (Mitigation)
521053,Majatan,Padra,22.200015,72.946778,3288.0,629.0,1.61,7.195,1,2,0,1,0.442,0.98,0.95,0.628,0.95,0.306,0.621,Medium (Mitigation)
521068,Sandha,Padra,22.195533,72.9519,2600.0,531.0,0.96,7.715,1,2,0,1,0.475,0.98,0.95,0.617,0.98,0.304,0.633,Medium (Mitigation)
521051,Dudhwada,Padra,22.188995,72.88756,1854.0,460.0,17.96,3.02,1,2,1,1,0.451,0.98,0.896,0.585,0.689,0.222,0.537,Medium (Mitigation)
521069,Chitral,Padra,22.181074,72.94459,1728.0,351.0,4.34,4.645,1,1,1,0,0.536,0.98,0.95,0.65,0.29,0.317,0.515,Medium (Mitigation)
521073,Gavasad,Padra,22.157491,72.945741,3613.0,780.0,9.38,3.815,1,3,1,1,0.543,0.98,0.938,0.607,0.738,0.05,0.522,Medium (Mitigation)
521070,Brahmanvasi,Padra,22.156645,72.87854,2175.0,430.0,5.24,3.68,1,2,0,1,0.477,0.98,0.933,0.605,0.73,0.321,0.586,Medium (Mitigation)
521072,Gametha,Padra,22.158279,72.921893,3759.0,762.0,2.08,10.959,1,2,0,1,0.432,0.98,0.936,0.606,0.98,0.308,0.623,Medium (Mitigation)
521071,Masar,Padra,22.138,72.902181,3552.0,764.0,11.97,2.61,1,3,1,1,0.508,0.98,0.894,0.594,0.663,0.05,0.494,Medium (Mitigation)
521089,Kural,Padra,22.135169,72.92693,2659.0,569.0,11.36,4.731,1,3,0,1,0.396,0.98,0.933,0.606,0.796,0.195,0.544,Medium (Mitigation)
521092,Pindapa,Padra,22.118469,72.939888,1572.0,302.0,3.31,2.278,1,2,0,1,0.443,0.98,0.95,0.617,0.642,0.313,0.561,Medium (Mitigation)
521091,Abhor,Padra,22.113757,72.911893,2304.0,472.0,8.2,3.076,1,3,1,1,0.521,0.98,0.917,0.582,0.692,0.05,0.504,Medium (Mitigation)
521038,Mahmadpura,Padra,22.291407,72.940406,1481.0,323.0,1.35,1.438,1,2,0,1,0.489,0.98,0.883,0.592,0.59,0.305,0.55,Medium (Mitigation)
521047,Dabka,Padra,22.256706,72.942834,7345.0,1545.0,3.38,3.854,1,2,1,1,0.507,0.98,0.898,0.588,0.741,0.164,0.543,Medium (Mitigation)
521046,Sultanpura,Padra,22.262225,72.953614,892.0,167.0,3.48,2.983,1,2,0,1,0.559,0.98,0.856,0.554,0.686,0.314,0.582,Medium (Mitigation)
521050,Tithor,Padra,22.236859,72.879837,4916.0,1078.0,2.2,1.997,1,1,1,1,0.452,0.05,0.388,0.285,0.625,0.309,0.385,Low (Monitoring)
521048,Pavda,Padra,22.236162,72.947623,2113.0,453.0,0.0,3.753,1,2,0,1,0.419,0.98,0.95,0.616,0.735,0.3,0.57,Medium (Mitigation)
521049,Chokari,Padra,22.224893,72.932033,8884.0,1811.0,2.45,6.438,1,1,1,1,0.374,0.98,0.95,0.615,0.902,0.31,0.597,Medium (Mitigation)
521052,Karkhadi,Padra,22.211761,72.909747,4791.0,1100.0,9.41,2.886,1,2,1,1,0.287,0.98,0.916,0.594,0.68,0.188,0.491,Medium (Mitigation)
521066,Vadu,Padra,22.209616,72.986248,9626.0,1916.0,3.66,11.014,1,3,1,0,0.414,0.98,0.948,0.613,0.688,0.05,0.485,Medium (Mitigation)
521082,Chansad,Padra,22.205561,73.144045,2775.0,634.0,39.93,1.603,1,2,1,1,0.434,0.98,0.895,0.581,0.6,0.31,0.542,Medium (Mitigation)
521064,Ranu,Padra,22.211772,73.031885,6092.0,1188.0,8.54,7.1,1,2,1,0,0.502,0.98,0.95,0.646,0.444,0.184,0.498,Medium (Mitigation)
521065,Bhoj,Padra,22.193754,73.008189,7072.0,1403.0,4.19,6.134,1,2,1,1,0.444,0.98,0.904,0.587,0.883,0.167,0.559,Medium (Mitigation)
521079,Sejakuva,Padra,22.198411,73.068203,2343.0,512.0,24.93,6.332,1,2,1,1,0.494,0.98,0.892,0.595,0.896,0.25,0.597,Medium (Mitigation)
521078,Pipli,Padra,22.2017,73.053223,2046.0,406.0,11.49,5.115,1,1,0,1,0.467,0.98,0.925,0.595,0.82,0.496,0.653,High (Relocation Priority)
521081,Sareja,Padra,22.203683,73.113123,10.0,2.0,100.0,0.053,1,0,0,0,0.529,0.98,0.913,0.593,0.05,0.95,0.648,Medium (Mitigation)
521080,Goriyad,Padra,22.196894,73.091538,1943.0,429.0,16.16,3.164,1,3,1,1,0.524,0.98,0.879,0.574,0.698,0.065,0.506,Medium (Mitigation)
521067,Vishrampura,Padra,22.193413,72.967121,2997.0,606.0,2.64,12.753,1,2,1,1,0.482,0.98,0.896,0.586,0.98,0.161,0.584,Medium (Mitigation)
521083,Madapur,Padra,22.186936,73.111059,865.0,182.0,24.86,2.912,1,2,0,1,0.499,0.98,0.914,0.593,0.682,0.399,0.602,Medium (Mitigation)
521076,Karnakuva,Padra,22.187439,72.979074,1289.0,283.0,8.69,8.425,1,3,0,0,0.53,0.98,0.946,0.616,0.527,0.185,0.519,Medium (Mitigation)
521077,Vadadla,Padra,22.188515,73.028952,927.0,180.0,12.94,3.511,1,2,0,1,0.515,0.98,0.9,0.586,0.719,0.352,0.597,Medium (Mitigation)
521085,Sadhi,Padra,22.161574,73.052519,3794.0,819.0,18.5,2.71,1,2,1,1,0.481,0.98,0.916,0.594,0.669,0.224,0.543,Medium (Mitigation)
521084,Amla,Padra,22.163586,73.07259,2129.0,449.0,11.65,2.083,1,2,1,1,0.483,0.98,0.861,0.563,0.63,0.197,0.52,Medium (Mitigation)
521098,Saras Vani,Padra,22.172324,73.097141,2305.0,511.0,28.37,2.115,1,3,1,1,0.509,0.98,0.895,0.583,0.632,0.113,0.506,Medium (Mitigation)
521074,Lola,Padra,22.177699,72.962268,1535.0,270.0,1.69,12.792,1,2,0,1,0.538,0.98,0.94,0.618,0.98,0.307,0.648,Medium (Mitigation)
521099,Shihor,Padra,22.173503,73.125801,915.0,184.0,28.63,1.993,1,2,0,1,0.546,0.98,0.918,0.596,0.625,0.415,0.607,Medium (Mitigation)
521075,Muval,Padra,22.170072,72.975278,4164.0,903.0,10.16,5.332,1,2,0,1,0.517,0.98,0.931,0.604,0.833,0.341,0.622,Medium (Mitigation)
521086,Anti,Padra,22.165322,73.0332,5055.0,837.0,5.48,5.857,1,2,0,1,0.564,0.98,0.91,0.595,0.866,0.322,0.63,Medium (Mitigation)
521087,Rajupura,Padra,22.168519,73.012009,1185.0,277.0,8.86,4.593,1,0,0,1,0.438,0.98,0.901,0.595,0.787,0.635,0.679,High (Relocation Priority)
521088,Jalalpur,Padra,22.161426,72.996259,2069.0,434.0,9.57,4.857,1,2,1,1,0.39,0.98,0.904,0.585,0.804,0.188,0.537,Medium (Mitigation)
521100,Thikariya Mubarak,Padra,22.156815,73.117238,425.0,90.0,35.29,2.56,1,2,0,1,0.541,0.98,0.916,0.595,0.66,0.441,0.62,Medium (Mitigation)
521096,Ambada,Padra,22.148851,73.018604,1021.0,244.0,11.85,1.34,1,2,1,1,0.395,0.98,0.901,0.583,0.584,0.197,0.497,Medium (Mitigation)
521101,Virpur,Padra,22.145269,73.103502,310.0,71.0,34.19,1.065,1,3,0,1,0.544,0.98,0.95,0.617,0.567,0.287,0.561,Medium (Mitigation)
521095,Kalyankui,Padra,22.14601,73.000385,627.0,141.0,11.0,2.93,1,2,0,1,0.382,0.98,0.898,0.586,0.683,0.344,0.558,Medium (Mitigation)
521093,Mobha,Padra,22.132009,72.969914,4796.0,973.0,3.98,3.609,1,2,1,1,0.458,0.98,0.914,0.594,0.726,0.166,0.532,Medium (Mitigation)
521104,Bhadari,Padra,22.131602,73.046963,1111.0,217.0,19.71,2.971,1,1,0,1,0.521,0.98,0.899,0.585,0.686,0.529,0.645,Medium (Mitigation)
521094,Sadra,Padra,22.129314,72.989277,2275.0,465.0,6.55,2.902,1,2,0,1,0.446,0.98,0.912,0.594,0.681,0.326,0.568,Medium (Mitigation)
521102,Medhad,Padra,22.130513,73.090522,695.0,147.0,62.16,1.651,1,3,0,1,0.541,0.98,0.942,0.609,0.603,0.399,0.6,Medium (Mitigation)
521105,Gayapura,Padra,22.128234,73.022714,581.0,139.0,10.84,2.979,1,1,0,0,0.509,0.98,0.948,0.614,0.186,0.493,0.538,Medium (Mitigation)
521103,Husepur,Padra,22.125176,73.075912,709.0,186.0,61.35,1.649,1,1,1,1,0.477,0.98,0.938,0.604,0.603,0.545,0.629,Medium (Mitigation)
521106,Kanda,Padra,22.124838,73.006094,763.0,169.0,15.47,1.847,1,2,0,1,0.514,0.98,0.931,0.606,0.615,0.362,0.584,Medium (Mitigation)
521115,Sadad,Padra,22.114914,73.061825,727.0,164.0,22.15,1.817,1,0,0,1,0.551,0.98,0.881,0.574,0.614,0.689,0.683,High (Relocation Priority)
521114,Thikariya Math,Padra,22.118614,73.022857,329.0,78.0,48.02,1.759,1,1,0,1,0.492,0.98,0.894,0.584,0.61,0.642,0.656,High (Relocation Priority)
519872,Khalipur,Vadodara Rural,22.204744,73.165883,1054.0,226.0,43.64,2.173,0,2,0,0,0.535,0.98,0.917,0.593,0.136,0.475,0.524,Medium (Mitigation)
519882,Karali,Vadodara Rural,22.173667,73.153527,1075.0,225.0,25.58,3.391,1,0,0,1,0.496,0.98,0.915,0.595,0.712,0.702,0.699,High (Relocation Priority)
519883,Itola,Vadodara Rural,22.15177,73.142673,3600.0,801.0,39.06,2.317,2,2,1,1,0.478,0.98,0.934,0.605,0.645,0.306,0.565,Medium (Mitigation)
519895,Raman Gamdi,Vadodara Rural,22.128858,73.171689,559.0,126.0,51.52,2.227,2,2,0,1,0.733,0.035,0.388,0.279,0.639,0.506,0.508,Medium (Mitigation)
519896,Gosindra,Vadodara Rural,22.127304,73.126298,1021.0,219.0,43.49,1.404,0,0,0,1,0.516,0.98,0.915,0.594,0.588,0.774,0.7,High (Relocation Priority)
519897,Untiya Medhad,Vadodara Rural,22.117336,73.107781,733.0,150.0,32.61,1.986,2,2,0,1,0.528,0.98,0.932,0.595,0.624,0.43,0.608,Medium (Mitigation)
520921,Mahmadpura,Dabhoi,22.216605,73.282351,539.0,108.0,34.69,2.591,0,2,1,0,0.508,0.98,0.943,0.587,0.162,0.289,0.47,Medium (Mitigation)
520922,Palaswada,Dabhoi,22.209198,73.299901,1447.0,325.0,61.37,2.144,0,3,0,1,0.421,0.98,0.894,0.586,0.634,0.395,0.571,Medium (Mitigation)
520938,Kaddhara,Dabhoi,22.206892,73.373629,985.0,220.0,43.25,1.389,2,2,1,0,0.436,0.98,0.95,0.618,0.087,0.323,0.452,Medium (Mitigation)
520920,Mosampura,Dabhoi,22.206209,73.27003,313.0,66.0,54.63,1.134,0,2,0,1,0.41,0.98,0.95,0.602,0.571,0.519,0.6,Medium (Mitigation)
520930,Valipura,Dabhoi,22.207937,73.317144,437.0,88.0,54.92,2.163,0,2,0,1,0.423,0.98,0.929,0.596,0.635,0.52,0.614,Medium (Mitigation)
520937,Kaddharapura,Dabhoi,22.211852,73.35813,458.0,112.0,55.02,3.785,0,2,0,0,0.553,0.98,0.95,0.629,0.237,0.52,0.568,Medium (Mitigation)
520929,Bhavpura,Dabhoi,22.207408,73.328601,350.0,77.0,75.43,2.071,0,2,0,0,0.457,0.98,0.929,0.594,0.129,0.602,0.545,Medium (Mitigation)
520940,Karali,Dabhoi,22.202326,73.400652,605.0,142.0,55.04,1.734,0,3,1,1,0.515,0.98,0.911,0.59,0.608,0.22,0.537,Medium (Mitigation)
520936,Abdalapura,Dabhoi,22.200262,73.353441,479.0,108.0,23.59,2.521,1,2,0,1,0.497,0.98,0.95,0.628,0.658,0.394,0.602,Medium (Mitigation)
520935,Vayadpur,Dabhoi,22.198432,73.342671,943.0,199.0,67.34,2.807,0,1,0,0,0.516,0.98,0.95,0.615,0.175,0.719,0.606,Medium (Mitigation)
520931,Kundhela,Dabhoi,22.188539,73.281796,2513.0,566.0,50.78,2.045,1,2,1,1,0.426,0.98,0.931,0.594,0.628,0.353,0.563,Medium (Mitigation)
520952,Gojali,Dabhoi,22.190698,73.378433,565.0,155.0,67.96,1.405,2,2,0,1,0.525,0.98,0.938,0.608,0.588,0.572,0.645,Medium (Mitigation)
520934,Bhilapur,Dabhoi,22.192919,73.325929,2290.0,512.0,52.53,4.039,1,3,1,1,0.49,0.98,0.95,0.626,0.752,0.21,0.564,Medium (Mitigation)
520953,Banaiya,Dabhoi,22.184445,73.35092,338.0,77.0,41.42,2.238,0,2,0,1,0.526,0.98,0.882,0.575,0.64,0.466,0.615,Medium (Mitigation)
520951,Vasai,Dabhoi,22.173534,73.392085,1860.0,408.0,56.56,2.204,0,3,1,1,0.511,0.98,0.917,0.584,0.638,0.226,0.544,Medium (Mitigation)
520932,Baherampura,Dabhoi,22.176949,73.301674,514.0,130.0,75.29,1.408,0,2,0,1,0.515,0.98,0.928,0.603,0.588,0.601,0.65,Medium (Mitigation)
520933,Navapur,Dabhoi,22.181324,73.316668,356.0,76.0,11.8,2.58,0,1,0,1,0.541,0.98,0.931,0.604,0.661,0.497,0.639,Medium (Mitigation)
520958,Ambav,Dabhoi,22.163756,73.364609,851.0,161.0,76.62,2.79,2,2,0,0,0.394,0.98,0.95,0.615,0.174,0.606,0.544,Medium (Mitigation)
520959,Puda,Dabhoi,22.17066,73.375582,858.0,186.0,41.49,1.535,0,2,0,1,0.484,0.98,0.893,0.574,0.596,0.466,0.598,Medium (Mitigation)
520957,Thuvavi,Dabhoi,22.160641,73.341034,2651.0,612.0,47.42,1.942,2,2,1,0,0.506,0.98,0.95,0.629,0.121,0.34,0.48,Medium (Mitigation)
520954,Rajli,Dabhoi,22.165455,73.323543,789.0,183.0,47.66,2.497,2,2,0,1,0.511,0.98,0.95,0.627,0.656,0.491,0.634,Medium (Mitigation)
520955,Anguthan,Dabhoi,22.159431,73.3033,1177.0,299.0,55.48,1.555,2,2,1,1,0.505,0.98,0.95,0.646,0.597,0.372,0.586,Medium (Mitigation)
520960,Hansapura,Dabhoi,22.153796,73.382468,430.0,97.0,43.49,1.438,0,2,0,0,0.424,0.98,0.9,0.585,0.09,0.474,0.487,Medium (Mitigation)
520961,Kajapur,Dabhoi,22.154333,73.39991,694.0,154.0,10.23,3.672,2,3,0,1,0.545,0.98,0.904,0.588,0.73,0.191,0.558,Medium (Mitigation)
520972,Vega,Dabhoi,22.14562,73.385446,852.0,198.0,32.63,2.559,1,3,0,1,0.419,0.98,0.9,0.586,0.66,0.281,0.543,Medium (Mitigation)
520974,Borbar,Dabhoi,22.136422,73.338357,1149.0,276.0,56.31,1.464,0,2,1,1,0.434,0.98,0.933,0.594,0.592,0.375,0.564,Medium (Mitigation)
520956,Nariya,Dabhoi,22.138527,73.302603,1139.0,251.0,45.65,1.68,0,2,0,1,0.412,0.98,0.95,0.646,0.605,0.483,0.6,Medium (Mitigation)
520971,Fartikui,Dabhoi,22.141432,73.372255,877.0,208.0,42.76,3.132,2,3,1,1,0.318,0.98,0.936,0.605,0.696,0.171,0.499,Medium (Mitigation)
520975,Thikariya,Dabhoi,22.129972,73.310806,278.0,65.0,98.2,1.209,0,2,0,0,0.427,0.98,0.914,0.595,0.076,0.693,0.553,Medium (Mitigation)
